source,t_recv,seq,epoch,body_sha256,http_status,elapsed_ms,symbol,company_name,sector_id,market_category,open,high,low,close_published,yclose,day_trades,day_volume,day_value_mn,yearly_high,yearly_low,ref_7d,ref_15d,ref_30d,ref_90d,ref_180d,ref_365d,floor_flag,sme_flag,spot_flag,t_source_str,raw_keys,zero_fields
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,VAMLRBBF,Vanguard Aml Rupali Bank Balanced Fund,14.0,A,8.1,8.3,8.1,8.2,8.1,38.0,211090.0,1.728,8.6,4.7,8.0,8.2,8.2,6.1,5.8,5.9,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,VFSTDL,Vfs Thread Dyeing Limited,20.0,B,14.6,14.8,13.7,13.9,14.5,462.0,544650.0,7.812,18.4,7.5,14.1,14.6,16.8,15.5,10.7,8.4,0.0,0,0,2026-09-08 14:04:49,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,WALTONHIL,Walton Hi-tech Industries Ltd.,6.0,A,390.0,394.9,388.0,388.9,387.6,830.0,40888.0,16.05,488.0,356.8,398.1,388.4,391.8,373.3,387.4,436.73,0.0,0,0,2026-09-08 14:09:58,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,WATACHEM,Wata Chemicals Limited,16.0,A,134.1,138.4,133.0,133.7,134.5,76.0,3971.0,0.533,158.0,105.1,135.6,140.6,139.5,138.1,124.8,153.4,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,WEBCOATS,Webcoats,15.0,SME,35.0,35.3,33.2,35.0,33.8,802.0,242243.0,8.285,37.5,9.4,33.7,32.2,32.1,32.7,18.4,12.1,,1,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,WMSHIPYARD,Western Marine Shipyard Limited,6.0,Z,9.0,9.2,8.8,8.9,9.0,141.0,207727.0,1.872,11.3,6.6,9.0,9.7,10.2,8.7,8.3,9.5,0.0,0,0,2026-09-08 14:09:15,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,WONDERTOYS,Wonderland Toys Ltd.,6.0,SME,31.8,31.8,31.8,31.8,30.7,1.0,1.0,0.0,36.3,15.7,31.3,32.0,32.0,29.4,21.9,20.1,,1,0,2026-09-07 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,YPL,Yeakin Polymer Limited,6.0,Z,21.0,21.0,19.9,20.1,20.2,154.0,68410.0,1.39,27.5,12.6,22.3,22.7,24.6,24.3,16.0,18.8,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,YUSUFLOUR,Yusuflour,8.0,SME,1622.0,1622.0,1622.0,1622.0,1622.0,1.0,1.0,0.002,2400.0,1622.0,1622.0,1622.0,1622.0,1900.0,2200.0,2000.0,,1,0,2026-07-09 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ZAHEENSPIN,Zaheen Spinning Limited,20.0,Z,5.7,5.7,5.4,5.4,5.4,60.0,131234.0,0.714,7.6,3.3,5.6,5.8,5.6,5.7,5.5,7.3,0.0,0,0,2026-09-08 14:07:23,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ZAHINTEX,Zahintex Industries Limited,20.0,Z,8.3,8.3,7.8,7.9,7.9,29.0,16313.0,0.129,10.1,4.0,7.9,8.6,9.0,8.6,7.1,6.4,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:30:35.234008+00:00,1,2652a96ab6bf413d994c0b47b4c545d5,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,951,ZEALBANGLA,Zeal Bangla Sugar Mills Limited,8.0,Z,180.0,180.0,167.5,168.4,169.7,142.0,4862.0,0.831,251.4,78.1,180.7,193.3,219.3,149.0,133.3,102.7,0.0,0,0,2026-09-08 14:05:24,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,1JANATAMF,First Janata Bank Mutual Fund,14.0,A,3.4,3.6,3.4,3.4,3.4,189.0,1093782.0,3.769,4.3,2.1,3.4,3.6,4.0,3.1,2.8,3.4,0.0,0,0,2026-09-08 14:09:29,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,1STPRIMFMF,Prime Finance First Mutual Fund,14.0,A,21.8,22.1,21.3,21.5,21.8,350.0,252145.0,5.492,26.6,15.8,20.9,22.6,26.1,18.7,17.8,24.8,0.0,0,0,2026-09-08 14:03:42,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AAMRANET,Aamra Networks Limited,11.0,Z,17.4,18.6,17.4,17.7,17.4,293.0,261037.0,4.687,23.7,14.5,19.8,21.6,20.9,17.6,16.0,22.8,0.0,0,0,2026-09-08 14:09:38,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AAMRATECH,Aamra Technologies Limited,11.0,Z,17.5,18.0,17.3,17.5,17.5,171.0,119114.0,2.097,24.1,9.5,16.5,19.4,22.0,14.7,12.1,15.6,0.0,0,0,2026-09-08 14:07:57,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ABB1STMF,Ab Bank 1st Mutual Fund,14.0,A,3.6,3.7,3.5,3.5,3.5,176.0,1387229.0,4.944,4.4,2.2,3.4,3.6,4.1,3.2,2.9,3.5,0.0,0,0,2026-09-08 14:09:24,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ABBANK,Ab Bank Limited.,1.0,Z,4.5,4.6,4.4,4.5,4.5,146.0,398431.0,1.794,7.7,3.4,4.6,4.8,4.9,4.3,6.4,5.8,0.0,0,0,2026-09-08 14:09:10,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ABBLPBOND,Ab Bank Perpetual Bond,4.0,A,1060.0,1060.0,1060.0,1060.0,1030.0,1.0,5.0,0.005,1080.0,797.5,1060.0,1060.0,1060.0,1030.0,1000.0,807.5,0.0,0,0,2026-06-10 13:55:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACFL,Aman Cotton Fibrous Limited,20.0,A,22.5,23.0,21.4,21.7,22.3,87.0,134012.0,2.969,25.7,16.5,23.5,23.1,23.9,24.1,17.1,19.6,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACHIASF,Achia Sea Foods Limited,8.0,SME,30.9,30.9,28.6,29.1,29.8,36.0,9519.0,0.277,54.0,28.6,30.2,32.6,32.2,38.7,40.5,32.44,,1,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACI,Advanced Chemical Industries Limited,16.0,A,189.0,190.9,188.8,189.2,189.0,88.0,6197.0,1.173,231.0,165.1,189.5,191.1,202.2,190.5,210.0,190.4,0.0,0,0,2026-09-08 14:05:02,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACIFORMULA,Aci Formulations Limited,16.0,A,153.0,154.4,147.3,148.1,151.9,564.0,89968.0,13.607,189.2,115.0,153.8,164.9,170.3,144.5,141.1,151.3,0.0,0,0,2026-09-08 14:07:21,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACMELAB,The Acme Laboratories Limited,16.0,A,79.0,79.0,77.7,77.7,77.8,493.0,127514.0,9.933,88.7,68.6,79.4,80.4,82.7,80.4,77.8,82.3,0.0,0,0,2026-09-08 14:09:23,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACMEPL,Acme Pesticides Limited,16.0,B,25.2,25.2,24.0,24.1,24.7,1026.0,1831673.0,44.92,27.8,12.5,24.9,23.7,26.0,24.6,16.7,17.8,0.0,0,0,2026-09-08 14:09:36,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ACTIVEFINE,Active Fine Chemicals Limited,16.0,Z,6.0,6.0,5.8,5.8,5.9,76.0,134328.0,0.785,9.4,4.7,5.9,6.5,6.9,6.7,6.6,9.1,0.0,0,0,2026-09-08 14:07:34,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ADNTEL,Adn Telecom Limited,11.0,A,60.8,61.0,58.9,59.3,59.9,275.0,92251.0,5.514,84.0,50.4,60.5,62.9,66.7,63.7,58.3,83.4,0.0,0,0,2026-09-08 14:07:34,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,ADVENT,Advent Pharma Limited,16.0,Z,14.2,14.5,14.0,14.1,14.1,101.0,98251.0,1.401,17.1,11.5,14.3,15.0,16.4,15.2,13.3,16.6,0.0,0,0,2026-09-08 14:08:42,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AFCAGRO,Afc Agro Biotech Ltd.,16.0,Z,6.7,6.8,6.5,6.6,6.6,23.0,11054.0,0.073,8.7,4.0,6.7,6.7,7.3,7.2,6.7,8.6,0.0,0,0,2026-09-08 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AFTABAUTO,Aftab Automobiles Limited.,6.0,Z,27.9,27.9,26.7,26.9,27.2,140.0,73541.0,2.006,39.7,26.2,28.0,28.6,30.4,32.0,28.0,37.5,0.0,0,0,2026-09-08 14:06:18,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AGNISYSL,Agni Systems Ltd.,11.0,B,31.4,31.6,30.1,30.5,31.2,752.0,857233.0,26.71,35.9,18.1,28.3,30.2,32.7,30.2,20.7,30.0,0.0,0,0,2026-09-08 14:01:44,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AGRANINS,Agrani Insurance Co. Ltd.,10.0,A,29.0,29.5,28.3,28.6,28.9,114.0,58110.0,1.688,33.5,17.5,28.4,30.2,31.5,27.6,21.3,28.3,0.0,0,0,2026-09-08 14:07:16,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AIBL1STIMF,Aibl 1st Islamic Mutual Fund,14.0,A,5.9,6.0,5.6,5.7,5.7,403.0,2386656.0,13.856,7.2,2.8,4.8,5.5,6.5,4.1,3.7,4.7,0.0,0,0,2026-09-08 14:09:36,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AIBLPBOND,Aibl Mudaraba Perpetual Bond,4.0,A,4100.0,4100.0,4100.0,4100.0,4050.0,2.0,20.0,0.082,4830.0,3277.5,4100.0,3950.0,4007.0,4042.5,3400.0,4760.0,0.0,0,0,2026-08-31 14:00:00,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
stocknow_instruments,2026-09-08 09:45:03.135668+00:00,1,a4e388692d1a4e3fa50e0610a30f29c3,70e9bb0f48c87197e396909c4a7cac288ae91cd64625456eb96d3bf8d011c382,200,1301,AIL,Alif Industries Limited,20.0,Z,33.7,34.0,31.9,32.0,33.4,313.0,121255.0,3.968,59.6,26.2,34.1,36.1,37.1,35.1,29.2,61.1,0.0,0,0,2026-09-08 14:09:39,"[""15d"", ""180d"", ""30d"", ""365d"", ""7d"", ""90d"", ""analysisTitle"", ""category"", ""close"", ""code"", ""floor"", ""high"", ""low"", ""name"", ""new_value"", ""nv"", ""open"", ""sector_id"", ""sme"", ""spot"", ""trades"", ""updated_at"", ""value"", ""volume"", ""ycp"", ""yearly_high"", ""yearly_low""]",[]
