t_recv,source,seq,payload
2026-09-08 09:30:24.352812+00:00,engine,0,"{""schema_version"": 1, ""software_version"": ""409bb2c958df6c28ca614132c1bd65578fb8b55d"", ""prev_segment_sha256"": null, ""segment_hour_utc"": ""20260908T09""}"
