regime,variant,footprint,outcome,horizon,door_outcome,placebo,n_guarded_rows,n_population,n_occurrences,n_no_outcome,unmeasurable_share,n_measured,n_dates,n_hit,n_failed,n_distinct_doors,n_symbols_hit,top3_symbol_share,hit_rate,fail_share,base_sameday,lift_sameday,t_sameday,base_volmatched,excess_volmatched,lift_volmatched,t_volmatched,t_volmatched_nw,base_shockmatched,lift_shockmatched,t_shockmatched_nw,within_parent,within_parent_t_nw,within_parent_dates,within_parent_diff,within_parent_test,ref_moved_used,lift_vm_vs_ref_volume,lift_vm_vs_ref_moved,p_volmatched_nw,fdr10_volmatched_nw,eligible
DISCOVERY,fresh_both,PLACEBO_F03_dip_recovered,limit_up,3,True,True,362402.0,315269.0,2717.0,81.0,0.02981229297018771,2636.0,1001.0,36.0,2600.0,34.0,31.0,0.19444444444444445,0.013657056145675266,0.9863429438543247,0.015644726180948296,0.8729495158762473,-0.06390190800011382,0.016739559518340073,-0.0030825033726648073,0.8158551681549578,-0.2776418045355965,-0.2825503351123857,0.016662936402068777,0.8196068097565133,-0.37511020895238645,,,,,,"MAX(F16u,F16d)",0.4600659012602638,0.411550722079946,,False,True
DISCOVERY,fresh_both,PLACEBO_F04_dip_recovered_persistent,limit_up,3,True,True,362402.0,315269.0,1321.0,41.0,0.031037093111279335,1280.0,717.0,12.0,1268.0,6.0,6.0,0.6666666666666666,0.009375,0.990625,0.01550622307559193,0.6045959711979779,-2.6330693281196713,0.016258142787648262,-0.006883142787648263,0.5766341286608968,-2.7534076416534226,-1.9124445804520007,0.016840826593239277,0.5566828889363173,-1.8408910515928365,,,,,,"MAX(F16u,F16d)",0.32516764059943437,0.2908778436288078,,False,False
DISCOVERY,fresh_both,PLACEBO_F05_departure_calm,limit_up,3,True,True,362402.0,315269.0,14069.0,462.0,0.0328381548084441,13607.0,1363.0,230.0,13377.0,196.0,125.0,0.08260869565217391,0.0169030645991034,0.9830969354008966,0.016079070623944976,1.0512463683026139,0.5948059213126097,0.017076287160997787,-0.00017322256189438584,0.9898559587185892,-0.40767086712033057,-0.3843273848932121,0.01711318426306853,0.9877217669876563,-0.5528751022198207,,,,,,"MAX(F16u,F16d)",0.5581860500995379,0.4993238389198981,,False,True
DISCOVERY,fresh_both,PLACEBO_F06_departure_any,limit_up,3,True,True,362402.0,315269.0,30493.0,973.0,0.031908962712753744,29520.0,1364.0,505.0,29015.0,352.0,173.0,0.06732673267326733,0.017107046070460704,0.9828929539295393,0.01595801375822202,1.0720034667000253,1.8294256829392226,0.01842517839389676,-0.0013181323234360554,0.928460268049688,-1.2668463531887406,-0.9985851697540207,0.018674924826917072,0.9160436376056246,-1.3423308190794867,,,,,,"MAX(F16u,F16d)",0.5235646309266198,0.4683533409520723,,False,True
DISCOVERY,fresh_both,PLACEBO_F07_idio_activity,limit_up,3,True,True,362402.0,315269.0,5242.0,126.0,0.024036627241510875,5116.0,911.0,108.0,5008.0,73.0,62.0,0.1388888888888889,0.02111024237685692,0.9788897576231431,0.0149651857893093,1.4106234746472355,1.6971744005420406,0.02094551939338508,0.00016472298347183778,1.0078643542028305,-1.1629905569501644,-1.0286750481844364,0.02062731850404743,1.0234118590215557,-0.8053656746080424,,,,,,"MAX(F16u,F16d)",0.5683410984734365,0.5084080102953169,,False,True
DISCOVERY,fresh_both,PLACEBO_F08u_idio_move_up,limit_up,3,True,True,362402.0,315269.0,8958.0,300.0,0.033489618218352314,8658.0,1082.0,180.0,8478.0,161.0,102.0,0.07777777777777778,0.02079002079002079,0.9792099792099792,0.015444155725449495,1.346141618849528,2.5527217736302923,0.01934492555693084,0.0014450952330899505,1.0747015142982654,0.4356008470897515,0.3783473576838575,0.01964620984625748,1.058220438075042,0.2414371097539654,,,,,,"MAX(F16u,F16d)",0.6060309967509975,0.5421234080432475,,False,True
DISCOVERY,fresh_both,PLACEBO_F08d_idio_move_down,limit_up,3,True,True,362402.0,315269.0,2884.0,133.0,0.04611650485436893,2751.0,893.0,31.0,2720.0,31.0,29.0,0.16129032258064516,0.011268629589240277,0.9887313704107598,0.015762034989674607,0.7149222544311143,-1.647086060723727,0.01883112106474363,-0.007562491475503353,0.5984046064223894,-2.887611469386656,-2.6485136871838657,0.018550246861286025,0.6074652091427242,-2.68421637220238,,,,,,"MAX(F16u,F16d)",0.3374441510183832,0.3018597632053299,,False,True
DISCOVERY,fresh_both,PLACEBO_F09_idio_quiet_volume,limit_up,3,True,True,362402.0,315269.0,1869.0,54.0,0.028892455858747994,1815.0,726.0,46.0,1769.0,32.0,31.0,0.1956521739130435,0.02534435261707989,0.9746556473829201,0.015041910271731736,1.684915822474326,1.451058409415532,0.020390787786962544,0.004953564830117347,1.2429315081825605,-0.19147606291836447,-0.1579477784939539,0.018539292444570952,1.3670614826781986,0.034607095273653285,,,,,,"MAX(F16u,F16d)",0.7008969567600744,0.6269854989645574,,False,True
DISCOVERY,fresh_both,PLACEBO_F10_coil_then_volume,limit_up,3,True,True,362402.0,315269.0,249.0,4.0,0.01606425702811245,245.0,208.0,6.0,239.0,6.0,6.0,0.5,0.024489795918367346,0.9755102040816327,0.014691868365550748,1.6668945915545104,1.036045942714699,0.016844782648588533,0.007645013269778813,1.4538505143857945,0.9062009226787184,0.8383461091420666,0.01640555380888356,1.492774715420225,0.7996277858045499,,,,,,"MAX(F16u,F16d)",0.8198355214335772,0.733381674035227,,False,False
DISCOVERY,fresh_both,PLACEBO_F11_closing_strength,limit_up,3,True,True,362402.0,315269.0,941.0,38.0,0.040382571732199786,903.0,588.0,18.0,885.0,18.0,17.0,0.2222222222222222,0.019933554817275746,0.9800664451827242,0.01667089176485139,1.195710169464557,0.856333970234399,0.01699417228359521,0.0029393825336805346,1.1729641482167374,0.6986072579695592,0.6557241761728732,0.015550184404005003,1.2818854297407425,0.6666172712243856,,,,,,"MAX(F16u,F16d)",0.6614419189323753,0.5916911003507915,,False,False
