panel,cohort,horizon,exec_status,exec_note,n_occurrences,n_untradeable,n_no_outcome,n_measured,n_dates,gross_mean,gross_median,net_verified_mean,t_clustered,t_naive,excess_vs_base,t_excess,fail_share_gross,fail_share_net_verified,p05,p95,mfe_mean,mae_mean,net_est_+0.2%,net_est_+0.4%,p_clustered,survives_fdr10,p_excess,excess_survives_fdr10,eligible
PRIMARY,state=CALM,1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,362736,11030,2508,349198,2594,0.00038182162503638665,0.0,-0.007618178374963615,-36.07648327131983,-175.89703941521324,0.00011741370698912722,2.1553150651773083,0.5957393799506298,0.7171060544447563,-0.03425894982101545,0.04445176257083359,0.021070335957349265,-0.013976559262592293,-0.009618178374963614,-0.011618178374963616,5.3027706660830784e-285,True,0.031137187686732737,True,True
PRIMARY,state=CALM,2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,362736,11030,2723,348983,2593,0.00042957807147277893,-0.0009505704137819246,-0.007570421928527221,-23.13845202140677,-119.09312001176832,0.0002194690634479216,2.9190089596101747,0.5798677872561128,0.6706773682385675,-0.0506437328187548,0.06371581438610778,0.0299284614982007,-0.02161038733847402,-0.009570421928527221,-0.011570421928527221,1.9001135772430213e-118,True,0.0035114613103550737,True,True
PRIMARY,state=CALM,3,OK,sell 2 sessions after purchase — unaffected by the settlement question,362736,11030,2967,348739,2592,0.0005845644363204748,-0.0019550348358033506,-0.007415435563679524,-17.9636895251037,-95.23446063756867,0.0003582533372131136,4.058622533042064,0.5749113233679055,0.6516908060182544,-0.061533722496343014,0.07745882869900646,0.036708280284693584,-0.027248668428850882,-0.009415435563679523,-0.011415435563679525,3.7503041117402596e-72,True,4.936302982501977e-05,True,True
PRIMARY,state=CALM,5,OK,sell 4 sessions after purchase,362736,11030,3404,348302,2590,0.0007905267226980529,-0.003273325344969249,-0.007209473277301948,-12.759260537163192,-71.17086091012023,0.0005390900448620015,4.834081792110073,0.5691038236932318,0.6298643131535276,-0.0811011039155857,0.10125373370517289,0.047541319963719214,-0.03606075380493833,-0.009209473277301948,-0.011209473277301948,2.7681634055139664e-37,True,1.3376158526374004e-06,True,True
PRIMARY,state=CALM,10,OK,sell 9 sessions after purchase,362736,11030,4167,347539,2585,0.0008890629372470572,-0.004849127335420524,-0.007110937062752944,-7.640021845922313,-49.006752413026234,0.0008097782432024921,5.271140321199176,0.561577261832485,0.6060269494934382,-0.11819356971244085,0.14562018994352663,0.06804875457048086,-0.052543936224018435,-0.009110937062752945,-0.011110937062752943,2.171848872281674e-14,True,1.3557876357656457e-07,True,True
PRIMARY,state=CALM (entering),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,132375,4656,966,126753,2594,0.0003501878864243258,0.0,-0.0076498121135756755,-34.982038030648084,-107.0947925435035,0.00010697208439688688,1.2558629304593711,0.593824209288932,0.7161881770056725,-0.03466701832541133,0.044573807045780095,0.020948325383169382,-0.014157433403525545,-0.009649812113575676,-0.011649812113575676,4.2201511625908146e-268,True,0.20916567059143695,False,True
PRIMARY,state=CALM (entering),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,132375,4656,1030,126689,2593,0.000417311593801668,-0.0004876859399267241,-0.007582688406198332,-22.29946037292079,-71.27098841760721,0.00024930687360621854,2.088526280740311,0.5778244362178248,0.6689767856719999,-0.05129329438755058,0.06402185876493102,0.029887892017576544,-0.02188796737827553,-0.00958268840619833,-0.011582688406198333,3.739825491460767e-110,True,0.036750387270307855,False,True
PRIMARY,state=CALM (entering),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,132375,4656,1065,126654,2592,0.0004206220586873521,-0.0017399404329054352,-0.0075793779413126485,-17.712371478909372,-57.770159184471574,0.00026960698946065635,1.8455577406196149,0.5728914996762834,0.6507808675604403,-0.062229461014271764,0.07735602091283274,0.0366281464256621,-0.027564128286332444,-0.00957937794131265,-0.011579377941312648,3.365873927651917e-70,True,0.06495644731535834,False,True
PRIMARY,state=CALM (entering),5,OK,sell 4 sessions after purchase,132375,4656,1276,126443,2590,0.0007637576407760845,-0.002985076843453174,-0.007236242359223916,-12.491386635295237,-43.039140327418124,0.0005769978151479722,3.116696464764599,0.56756799506497,0.6297383010526483,-0.08080255466649848,0.09980480307872124,0.047305421656112984,-0.03634294697180902,-0.009236242359223917,-0.011236242359223915,8.319094118872322e-36,True,0.0018288977213514921,True,True
PRIMARY,state=CALM (entering),10,OK,sell 9 sessions after purchase,132375,4656,1540,126179,2585,0.0006534288727580409,-0.0045977092486295425,-0.007346571127241961,-7.639512378643132,-31.06198583257049,0.000787693999520924,3.1027870724392983,0.5609808288225457,0.6072325822838983,-0.11701645838618796,0.14183019543921763,0.06715977574668142,-0.05246653304144092,-0.009346571127241961,-0.011346571127241961,2.18045943915233e-14,True,0.0019170751663975024,True,True
PRIMARY,state=CALM (held ≥3),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,155240,4076,1011,150153,2592,0.0003429863022692878,0.0,-0.0076570136977307125,-33.14884123152628,-113.85728535254916,0.00010610716375165711,1.1275576455635317,0.5986693572555993,0.7184871431140237,-0.03404584140971699,0.0442378337051983,0.021223230044061753,-0.013868946974898044,-0.009657013697730712,-0.011657013697730713,5.885330018582954e-241,True,0.2595067824841836,False,True
PRIMARY,state=CALM (held ≥3),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,155240,4076,1134,150030,2591,0.00046989096962909716,-0.0013494128584875349,-0.007530109030370903,-21.596077764066465,-78.13743733264783,0.0002745576087264506,2.059484745379186,0.5819502766113444,0.6721855628874225,-0.05038867261614844,0.06393697302697761,0.03006285515811294,-0.021466072426107832,-0.009530109030370902,-0.011530109030370904,1.9552955618004634e-103,True,0.03944782487125937,False,True
PRIMARY,state=CALM (held ≥3),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,155240,4076,1288,149876,2590,0.0007666310710987723,-0.002180346815837413,-0.007233368928901229,-16.749662808862887,-61.14579729596284,0.0004648331225610018,2.9032917889879775,0.5770436894499453,0.6525461047799515,-0.0610663687995832,0.07796154146971192,0.03692770853462619,-0.027053720783032868,-0.009233368928901229,-0.011233368928901229,5.694814816700395e-63,True,0.0036926241684998437,True,True
PRIMARY,state=CALM (held ≥3),5,OK,sell 4 sessions after purchase,155240,4076,1423,149741,2588,0.0008968949431342866,-0.0035273405179682992,-0.007103105056865714,-12.358754025700334,-45.542616075994154,0.00040336414992270443,2.077318347667945,0.5708456601732325,0.6297006163976466,-0.08140084994395945,0.10325303331826169,0.04803121020352894,-0.035934329094650386,-0.009103105056865714,-0.011103105056865714,4.3687566855573616e-35,True,0.037772186757002404,False,True
PRIMARY,state=CALM (held ≥3),10,OK,sell 9 sessions after purchase,155240,4076,1688,149476,2583,0.0013528160443348524,-0.004987541511039051,-0.006647183955665149,-7.247965678029412,-29.436681449114182,0.0008013424056795237,2.962363749440664,0.5612539805721319,0.6039765581096631,-0.119959315078979,0.14981227822866008,0.06928274141855804,-0.052776332264309396,-0.008647183955665149,-0.010647183955665149,4.2307778036897215e-13,True,0.003052868902420402,True,True
PRIMARY,state=DRIFT,1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,282461,14566,2018,265877,2594,0.00032665670300963926,0.0,-0.007673343296990361,-34.27129852229373,-144.26805732364727,6.413146531183634e-05,1.1859103114549423,0.5919993079506689,0.7064770551796508,-0.03878602503515642,0.049863401501305325,0.022380719961692545,-0.015570388424774857,-0.00967334329699036,-0.011673343296990362,2.101115749788697e-257,True,0.23565772059571038,False,True
PRIMARY,state=DRIFT,2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,282461,14566,2170,265725,2593,0.0003801229959788079,-0.001332445233778712,-0.007619877004021193,-22.33869281432642,-96.53880183985483,8.428917101791364e-05,1.1132373033360086,0.5755047511525073,0.660953993790573,-0.056352936551131626,0.06998118378181042,0.03186138640705058,-0.023853182157957203,-0.009619877004021192,-0.011619877004021194,1.5552810583308155e-110,True,0.2656065254778313,False,True
PRIMARY,state=DRIFT,3,OK,sell 2 sessions after purchase — unaffected by the settlement question,282461,14566,2229,265666,2592,0.00041018359017742283,-0.0021668480850903136,-0.007589816409822578,-17.88053688735464,-78.75495743622886,4.821120037820943e-05,0.5213128805299625,0.5708935279636838,0.6440116537306242,-0.06834831941595942,0.08369901887664684,0.038989052078461,-0.029945016702341332,-0.009589816409822578,-0.011589816409822578,1.6721898462194733e-71,True,0.602148829570025,False,True
PRIMARY,state=DRIFT,5,OK,sell 4 sessions after purchase,282461,14566,2437,265458,2590,0.0005794628897011419,-0.003341292081714255,-0.007420537110298859,-13.28182591597119,-59.82710726610804,5.900140849769484e-05,0.5003229234239286,0.5652457262542474,0.6242305750815571,-0.08767664284270893,0.10709813555636712,0.0500875667875832,-0.03929207472949787,-0.00942053711029886,-0.011420537110298858,2.951092294074957e-40,True,0.6168477155300115,False,True
PRIMARY,state=DRIFT,10,OK,sell 9 sessions after purchase,282461,14566,3147,264748,2585,0.0007910076270867899,-0.004740147829713466,-0.007208992372913212,-8.72624114638007,-41.47673973723736,-4.196166768168298e-05,-0.24916001858956888,0.5578134679015516,0.6007524136159669,-0.12323264042394809,0.14921239818667575,0.0705427162012443,-0.055723408614152224,-0.009208992372913212,-0.011208992372913212,2.6327698334297245e-18,True,0.8032370048280053,False,True
PRIMARY,state=DRIFT (entering),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,144960,6943,1040,136977,2594,0.0002878264608955156,0.0,-0.007712173539104486,-34.46732943973954,-107.02095177193594,4.132520832608571e-05,0.5628159251307144,0.5948881929082984,0.7124115727457895,-0.037179003241754015,0.04791335569589745,0.021705841554385624,-0.01508220118969679,-0.009712173539104486,-0.011712173539104486,2.477082807164009e-260,True,0.5735602350319495,False,True
PRIMARY,state=DRIFT (entering),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,144960,6943,1147,136870,2593,0.00046387882837672814,-0.0010934938213712185,-0.007536121171623273,-22.073881793919846,-70.44015805179193,0.00019304763503484148,1.8291175350873154,0.576963542047198,0.6644114853510631,-0.05370417897186105,0.06758042323998967,0.03101169680533371,-0.023069276755080567,-0.009536121171623273,-0.011536121171623273,5.634075054463492e-108,True,0.0673820026354848,False,True
PRIMARY,state=DRIFT (entering),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,144960,6943,1162,136855,2592,0.00041108981521869963,-0.0019906163263157094,-0.0075889101847813,-17.621025593773446,-58.20652432038275,0.0001655412623602814,1.2967589838480642,0.5719630265609587,0.6474443754338534,-0.06559728248581335,0.0809066386128005,0.03796955588258523,-0.028934502927305074,-0.0095889101847813,-0.0115889101847813,1.6989674299790436e-69,True,0.19471412737366928,False,True
PRIMARY,state=DRIFT (entering),5,OK,sell 4 sessions after purchase,144960,6943,1279,136738,2590,0.00027174841582025696,-0.003502630551202112,-0.007728251584179744,-13.216452147914865,-46.18913075456731,0.00011699214265226848,0.7212955332737031,0.5694320525384312,0.6299638725153213,-0.08515780834030695,0.10336831010117609,0.048800960111671385,-0.03817897333985116,-0.009728251584179743,-0.011728251584179745,7.051222683955823e-40,True,0.47072770458692687,False,True
PRIMARY,state=DRIFT (entering),10,OK,sell 9 sessions after purchase,144960,6943,1612,136405,2585,0.0005288563739129402,-0.0049937681804869145,-0.007471143626087062,-8.282828624443537,-31.985398520770698,0.000276053134915325,1.1889373201818731,0.5612184304094424,0.6054176899673765,-0.12021317050967523,0.14616114610843792,0.06880401338722904,-0.05437015612208173,-0.009471143626087062,-0.011471143626087062,1.2028345960269003e-16,True,0.23446433290956642,False,True
PRIMARY,state=DRIFT (held ≥3),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,74214,4361,506,69347,2592,0.00021458032686855696,-0.00019966057768229157,-0.007785419673131443,-29.549466451110312,-70.72034594759455,-0.00011949355611513038,-0.8915386346285047,0.5900904148701458,0.6969155118462226,-0.042323066647026564,0.05406722127027579,0.023783254732113054,-0.016717613328111187,-0.009785419673131443,-0.011785419673131443,6.671568910364428e-192,True,0.3726402745644142,False,True
PRIMARY,state=DRIFT (held ≥3),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,74214,4361,543,69310,2591,0.00023931886324144943,-0.0018707583212370477,-0.007760681136758552,-19.85991560683704,-47.57909698312252,-0.0001725265644848858,-0.8998598998643499,0.5742605684605396,0.6543500216418987,-0.061557892999433435,0.07552580038061102,0.03368662769341982,-0.025622452277902445,-0.009760681136758553,-0.011760681136758551,9.046246740352112e-88,True,0.36819481255314396,False,True
PRIMARY,state=DRIFT (held ≥3),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,74214,4361,557,69296,2590,0.00047353456176072394,-0.002463223973380621,-0.007526465438239278,-16.191937579736187,-37.31949123908589,-0.0002601477548372958,-1.110972538494095,0.5685320942045717,0.6353469175709998,-0.07322756123845223,0.08970068545547219,0.041224380740030826,-0.03213165103951156,-0.009526465438239278,-0.011526465438239278,5.748942451239713e-59,True,0.2665801699613615,False,True
PRIMARY,state=DRIFT (held ≥3),5,OK,sell 4 sessions after purchase,74214,4361,624,69229,2588,0.0012609591642000811,-0.003062789530545767,-0.00673904083579992,-11.817079858811695,-25.77918349546056,-9.693130077047318e-05,-0.3223669811491847,0.5585087174450014,0.614337921969117,-0.09237332013101504,0.11551288712184443,0.05301865471369499,-0.04171055413001068,-0.008739040835799919,-0.01073904083579992,3.185662555551788e-32,True,0.7471746953736329,False,True
PRIMARY,state=DRIFT (held ≥3),10,OK,sell 9 sessions after purchase,74214,4361,817,69036,2583,0.001266688469527298,-0.004555816535860746,-0.006733311530472704,-8.720282392651878,-18.242399032346476,-0.0009677179878436944,-2.3009587923146073,0.5535807404832261,0.5932267222898198,-0.1295495628986264,0.15718558352241235,0.07438647866871331,-0.05882365961152297,-0.008733311530472705,-0.010733311530472703,2.7750879517218575e-18,True,0.021393960408772512,True,True
PRIMARY,state=DEPARTURE,1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,65001,10181,420,54400,2589,-0.00026369726389694224,-0.0019505860001703796,-0.008263697263896943,-30.38931990842816,-60.07975899653952,-0.0013180175489512366,-7.114908894834533,0.5994117647058823,0.6944485294117647,-0.04652001563489293,0.05975053458240841,0.024721956885886198,-0.01847888996868499,-0.010263697263896943,-0.012263697263896943,7.602135085880421e-203,True,1.1198678473850122e-12,True,True
PRIMARY,state=DEPARTURE,2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,65001,10181,502,54318,2587,-0.0003402578769655529,-0.0024360547978811158,-0.008340257876965554,-21.349958621556276,-42.84187808173508,-0.0015001903411174836,-5.713817597388751,0.5789609337604478,0.6527670385507567,-0.06538412427042754,0.07816477284933626,0.03502015255968968,-0.02776634510654064,-0.010340257876965554,-0.012340257876965554,3.902840909728712e-101,True,1.1046940692591506e-08,True,True
PRIMARY,state=DEPARTURE,3,OK,sell 2 sessions after purchase — unaffected by the settlement question,65001,10181,502,54318,2587,-0.0007675967300586106,-0.003868476777920206,-0.008767596730058612,-18.352172712312544,-37.4787612292219,-0.0018069720874495604,-5.893725377318051,0.5801391803821937,0.643469936301042,-0.0779615414697118,0.09246126995279946,0.04253737076722184,-0.03452613763114679,-0.010767596730058612,-0.012767596730058612,3.171718772898346e-75,True,3.77584501723259e-09,True,True
PRIMARY,state=DEPARTURE,5,OK,sell 4 sessions after purchase,65001,10181,539,54281,2585,-0.0020691132851618967,-0.005633817718256131,-0.010069113285161895,-15.793343205566401,-33.780861859056294,-0.003029392994693331,-7.754167658960947,0.5796687607081668,0.6316943313498278,-0.09844007281325265,0.11513823115250649,0.05373519454390168,-0.044753187393496936,-0.012069113285161895,-0.014069113285161895,3.4575864227955758e-56,True,8.892478042666325e-15,True,True
PRIMARY,state=DEPARTURE,10,OK,sell 9 sessions after purchase,65001,10181,701,54119,2580,-0.0029206379308438506,-0.00811051106757947,-0.01092063793084385,-12.075751004171048,-27.04079971229627,-0.0043859735644871025,-7.868068590196944,0.5766736266375949,0.6157726491620318,-0.1356658651531553,0.15462384089043926,0.0737793851039777,-0.0621635209877415,-0.01292063793084385,-0.01492063793084385,1.418631034012078e-33,True,3.60158113939228e-15,True,True
PRIMARY,state=DEPARTURE (entering),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,44209,5060,307,38842,2581,-0.00012841121273505905,-0.0014518131504885556,-0.00812841121273506,-28.927494914059494,-51.38707789273157,-0.001139877528822529,-5.612696515709613,0.5983728953194996,0.699346068688533,-0.04427239942965004,0.05676338724054155,0.023618735646078595,-0.017606796165220907,-0.01012841121273506,-0.012128411212735061,5.386526556136114e-184,True,1.9919778439623372e-08,True,True
PRIMARY,state=DEPARTURE (entering),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,44209,5060,360,38789,2579,7.632309916502948e-05,-0.0018008288677267808,-0.00792367690083497,-20.1133293056508,-35.69556145436518,-0.0011185660842322098,-3.9914463165409204,0.5762200623888216,0.6545670164221815,-0.06162113410617376,0.07492286028432892,0.033637668856460023,-0.02645364208790019,-0.00992367690083497,-0.01192367690083497,5.64076434951332e-90,True,6.56715553641352e-05,True,True
PRIMARY,state=DEPARTURE (entering),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,44209,5060,352,38797,2579,-0.00017321181670123227,-0.0030581063588208846,-0.008173211816701232,-16.694346935726813,-30.60007544557655,-0.0011855400052484674,-3.5914681947021583,0.5746320591798335,0.6429620846972705,-0.07410797215372196,0.08937141875912262,0.040955714033954586,-0.03296771749114068,-0.010173211816701232,-0.012173211816701232,1.4408713154084721e-62,True,0.0003288203102887307,True,True
PRIMARY,state=DEPARTURE (entering),5,OK,sell 4 sessions after purchase,44209,5060,394,38755,2577,-0.0013211393821832159,-0.004761643824766321,-0.009321139382183216,-13.85029310163789,-27.22924353323002,-0.002036408616219494,-4.874821969413936,0.575332215198039,0.6305508966584957,-0.09472828400181185,0.1113591812545198,0.051955905912479936,-0.042769027009387,-0.011321139382183217,-0.013321139382183217,1.266940666148301e-43,True,1.0890662612472896e-06,True,True
PRIMARY,state=DEPARTURE (entering),10,OK,sell 9 sessions after purchase,44209,5060,509,38640,2572,-0.0016091549789594927,-0.006920442844573795,-0.009609154978959493,-10.055644551109019,-20.734961350621763,-0.0029554368122313903,-4.817023990588936,0.571195652173913,0.6111283643892339,-0.12830206698442312,0.14953173397096384,0.07159264868522125,-0.059473644590639654,-0.011609154978959493,-0.013609154978959493,8.675186382771929e-24,True,1.4571517458047999e-06,True,True
PRIMARY,state=DEPARTURE (held ≥3),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,9467,3053,46,6368,2024,-0.0009014182149507224,-0.003944778291016229,-0.008901418214950723,-16.63200124975463,-19.72766583333895,-0.0017556302237684786,-3.377615838069235,0.6022298994974874,0.6749371859296482,-0.05406722127027582,0.07141199987606967,0.029340947280859356,-0.02212177557618554,-0.010901418214950723,-0.012901418214950723,4.0871180235177e-62,True,0.0007311714974842538,True,True
PRIMARY,state=DEPARTURE (held ≥3),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,9467,3053,53,6361,2025,-0.001926540702171298,-0.005115100666770489,-0.009926540702171298,-12.671618750709376,-15.41498344972993,-0.002943924545884836,-3.8677323100736904,0.5926741078446786,0.6456531991825185,-0.07710239388214087,0.08945935862826974,0.04093651157447731,-0.03326142084015467,-0.011926540702171298,-0.013926540702171298,8.494320401445291e-37,True,0.0001098521588346846,True,True
PRIMARY,state=DEPARTURE (held ≥3),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,9467,3053,61,6353,2020,-0.0027147715759858076,-0.006808231977298426,-0.010714771575985807,-11.074022078418643,-14.054150970320201,-0.0037798441373088723,-4.045577303763895,0.5973555800409256,0.6442625531245081,-0.09188199633282261,0.10312136144842873,0.04921271873610155,-0.04094850533225143,-0.012714771575985807,-0.014714771575985807,1.6770097622065699e-28,True,5.2194338060678655e-05,True,True
PRIMARY,state=DEPARTURE (held ≥3),5,OK,sell 4 sessions after purchase,9467,3053,70,6344,2024,-0.00560122217833495,-0.010260887113391893,-0.013601222178334952,-11.353893016044742,-14.189100155833621,-0.007318728533353564,-6.299714462712044,0.5997793190416141,0.6390290037831021,-0.1151422442195732,0.12884705212369496,0.061254814202190734,-0.05306388717977971,-0.015601222178334952,-0.01760122217833495,7.093260648302187e-30,True,2.9819445126626447e-10,True,True
PRIMARY,state=DEPARTURE (held ≥3),10,OK,sell 9 sessions after purchase,9467,3053,84,6330,2016,-0.011177627613811488,-0.01732395318155051,-0.01917762761381149,-11.281569936689783,-14.675246634664601,-0.013243586403659937,-8.246354746024702,0.6143759873617693,0.6462875197472354,-0.1600156686270571,0.16941336087853953,0.0819377723047048,-0.07436896462541394,-0.021177627613811492,-0.02317762761381149,1.6183181017192612e-29,True,1.632994189463579e-16,True,True
PRIMARY,state=EXTREME,1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,12833,3652,52,9129,2242,0.0005909161536950974,-0.001576168661085349,-0.007409083846304902,-16.569292692266483,-18.82139246376386,-0.0011567859109788965,-2.4770216110352,0.6044473655383942,0.6872603790119399,-0.04873739720147729,0.07079305199109939,0.026083300947469575,-0.01880359162066675,-0.009409083846304903,-0.011409083846304902,1.1618437289100955e-61,True,0.013248387983160841,True,True
PRIMARY,state=EXTREME,2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,12833,3652,67,9114,2241,0.0005750538177658153,-0.0025706997502093435,-0.007424946182234185,-12.426293002656136,-14.323517211968843,-0.0016547276658589129,-2.604809271247909,0.5928242264647795,0.6571209128812815,-0.06895961404879018,0.08852899634519099,0.03691404555923554,-0.02828279511890186,-0.009424946182234186,-0.011424946182234184,1.8815932214098144e-35,True,0.009192541606116253,True,True
PRIMARY,state=EXTREME,3,OK,sell 2 sessions after purchase — unaffected by the settlement question,12833,3652,103,9078,2238,0.0006268293794092494,-0.003112844865670963,-0.0073731706205907525,-10.390386265966878,-11.918801135664376,-0.0020911477474131975,-2.701488635614194,0.5869134170522141,0.6432033487552324,-0.08064738644976027,0.10897160552359597,0.044778880864536255,-0.03500995493250489,-0.009373170620590753,-0.011373170620590753,2.7424021264986136e-25,True,0.006902983936206942,True,True
PRIMARY,state=EXTREME,5,OK,sell 4 sessions after purchase,12833,3652,111,9070,2236,-0.000817306804777806,-0.004540449167053833,-0.008817306804777807,-9.282885178497303,-11.717160572507742,-0.003453970109902484,-3.599375169754546,0.5834619625137817,0.6298787210584345,-0.10178269430994241,0.1278333715098849,0.05583265171427291,-0.04529808949801909,-0.010817306804777807,-0.012817306804777807,1.649502340468689e-20,True,0.0003189827105965271,True,True
PRIMARY,state=EXTREME,10,OK,sell 9 sessions after purchase,12833,3652,134,9047,2231,-0.001505355515708452,-0.0069108775398470275,-0.009505355515708453,-6.538783337578759,-9.283014630096678,-0.003841453081565997,-2.779834527690088,0.5805239305847242,0.6120260859953576,-0.13682910903665485,0.1621133177165399,0.075704617895877,-0.06255339484539851,-0.011505355515708453,-0.013505355515708454,6.202129636539153e-11,True,0.0054386603861787675,True,True
PRIMARY,state=EXTREME (entering),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,9782,2077,44,7661,2158,0.0006617770192504014,-0.001661129950076487,-0.007338222980749599,-15.366620046830743,-17.005348227909547,-0.0008591434098714518,-1.7505773839388932,0.6012269938650306,0.6871165644171779,-0.048110600379373265,0.0695260626486103,0.02563572735585053,-0.01849545501222827,-0.0093382229807496,-0.011338222980749598,2.741003630880404e-53,True,0.08001873377416084,False,True
PRIMARY,state=EXTREME (entering),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,9782,2077,55,7650,2154,0.0009074897361446428,-0.002518928979392222,-0.0070925102638553575,-10.800922160412162,-12.620899201689081,-0.0008110753039186359,-1.207583586894875,0.5873202614379085,0.6533333333333333,-0.06714055079077666,0.0870113769896297,0.03643649482985571,-0.027748225685229732,-0.009092510263855358,-0.011092510263855358,3.4076378174958114e-27,True,0.22720747563071242,False,True
PRIMARY,state=EXTREME (entering),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,9782,2077,86,7619,2154,0.0009115685499533039,-0.0032450001433271896,-0.007088431450046696,-9.652775360404405,-10.603948996987599,-0.0017143835711092667,-2.1216662323203384,0.5840661504134401,0.6420790129938312,-0.07820589226670234,0.10742778209873033,0.04425435672723804,-0.03438204902306228,-0.009088431450046695,-0.011088431450046697,4.784303946961899e-22,True,0.03386577618977127,False,True
PRIMARY,state=EXTREME (entering),5,OK,sell 4 sessions after purchase,9782,2077,97,7608,2153,-0.0003910088758497588,-0.004250846630986347,-0.008391008875849761,-8.41377346910255,-10.293189879587157,-0.002623648508128764,-2.6361413710351,0.5788643533123028,0.6263144058885384,-0.09976638932195767,0.12543289334432622,0.05519192649125839,-0.04474351673064088,-0.010391008875849761,-0.012391008875849761,3.970271216330487e-17,True,0.008385478751162252,True,True
PRIMARY,state=EXTREME (entering),10,OK,sell 9 sessions after purchase,9782,2077,111,7594,2145,-0.0011212484917160885,-0.006557400546159163,-0.00912124849171609,-5.994866398774042,-8.315121228081923,-0.0029836676435176196,-2.0927083293926527,0.5742691598630498,0.6073215696602581,-0.13469138852268697,0.15981298516546302,0.07478564784416993,-0.061666888366879766,-0.01112124849171609,-0.01312124849171609,2.0365280073290506e-09,True,0.0363751992607255,False,True
PRIMARY,state=EXTREME (held ≥3),1,UNKNOWN,same-session round trip — needs intraday netting / same-day sell,1189,791,0,398,324,0.0006226277370625224,0.0,-0.007377372262937479,-3.64394988381634,-3.952502918839831,-0.002175532289193849,-1.1292171245004399,0.5753768844221105,0.6532663316582915,-0.0513596513892963,0.08175307560125171,0.029450380234490155,-0.021561873414150726,-0.00937737226293748,-0.01137737226293748,0.00026848572043201624,True,0.2588062515170347,False,True
PRIMARY,state=EXTREME (held ≥3),2,UNKNOWN,sell 1 session after purchase — depends on broker saleability,1189,791,2,396,323,0.0009614045746304037,0.0,-0.007038595425369596,-2.5707065576172563,-2.739555796440355,-0.002574345560347609,-0.9347027597495865,0.5984848484848485,0.6464646464646465,-0.07238697650064871,0.10259942809163307,0.041023028694457835,-0.031353734728379413,-0.009038595425369597,-0.011038595425369595,0.010149128263140033,True,0.3499415042636739,False,True
PRIMARY,state=EXTREME (held ≥3),3,OK,sell 2 sessions after purchase — unaffected by the settlement question,1189,791,7,391,322,0.0011314461814505307,0.0,-0.006868553818549469,-2.077553832424304,-2.171064534934264,-0.0038491465399946726,-1.1427909028957295,0.5933503836317136,0.6419437340153452,-0.09191606554966068,0.12778232128480044,0.050555862698337575,-0.03849025507151128,-0.008868553818549469,-0.010868553818549469,0.03775047216486184,True,0.2531254167361265,False,True
PRIMARY,state=EXTREME (held ≥3),5,OK,sell 4 sessions after purchase,1189,791,0,398,324,0.00034727870934691494,-0.002534809873693275,-0.007652721290653087,-1.8694953220680612,-2.0666814004087835,-0.006993194397731627,-1.7634461409021003,0.6180904522613065,0.6557788944723618,-0.09980737261865966,0.15487030869446639,0.06228761602309064,-0.04716696614237134,-0.009652721290653088,-0.011652721290653086,0.06155393385681416,True,0.07782527353507254,False,True
PRIMARY,state=EXTREME (held ≥3),10,OK,sell 9 sessions after purchase,1189,791,12,386,322,-0.002798099183166353,-0.015549468673734582,-0.010798099183166356,-1.5695091572242912,-1.80412118789253,-0.009362782285991827,-1.5818884445433337,0.6217616580310881,0.6476683937823834,-0.15809404360868792,0.19874452019648098,0.08751058761611555,-0.06987616024945723,-0.012798099183166356,-0.014798099183166356,0.11652934742831508,False,0.11367503935270759,False,True
