regime,variant,footprint,outcome,horizon,door_outcome,n_guarded_rows,n_population,n_occurrences,n_no_outcome,n_measured,n_dates,n_hit,n_failed,hit_rate,fail_share,base_sameday,excess_sameday,lift_sameday,t_sameday,base_volmatched,excess_volmatched,lift_volmatched,t_volmatched,p_sameday,fdr10_sameday,p_volmatched,fdr10_volmatched,eligible,lift_vm_vs_ref_volume,lift_vm_vs_ref_moved,pass_prereg,beats_both_refs,tier,status
DISCOVERY,fresh,F14_turnover_no_range,abn_up,1,True,362402,324571,806,33,773,507,32,741,0.04139715394566624,0.9586028460543338,0.014804219157303757,0.02659293478836248,2.796307829936622,3.5359199873017193,0.014770759512821356,0.026626394432844883,2.8026422006080707,3.5931087839816653,0.0004063577499031934,True,0.00032675609022876146,True,True,1.1330777061237396,1.2188020264722637,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F12_accumulation_proxy,limit_down,2,True,362402,349931,1482,12,1470,738,26,1444,0.017687074829931974,0.9823129251700681,0.0028396697459755972,0.014847405083956378,6.228567549095538,3.8017753236019027,0.004261438545359274,0.0134256362845727,4.150493933367473,3.5389325262633364,0.00014366297657929602,True,0.0004017485271114602,True,True,1.6451849022021088,1.8294367834843879,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F04_absorption_persistent,abn_down,2,True,362402,349931,1468,19,1449,778,42,1407,0.028985507246376812,0.9710144927536232,0.008373789767054728,0.020611717479322084,3.461456288336188,3.738888603721804,0.009790097034475791,0.01919541021190102,2.9606966247938558,3.4887892256224924,0.0001848356030683203,True,0.0004852135841843316,True,True,1.0661449850835745,1.3183328135267935,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F08_idio_move,run20,3,True,362402,324571,8442,275,8167,916,71,8096,0.008693522713358638,0.9913064772866413,0.0035269482938717523,0.005166574419486886,2.4648852177572507,2.8815069502324797,0.002743312920694906,0.005950209792663732,3.1689869018502232,3.4135016918364403,0.003957785058918295,True,0.0006413376034002246,True,True,1.613127737978076,1.3819402354369874,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F14_turnover_no_range,abn_up,2,True,362402,324571,806,52,754,500,39,715,0.05172413793103448,0.9482758620689655,0.02493059225037781,0.026793545680656672,2.0747255986367765,3.2430857412142102,0.024051773368653887,0.027672364562380595,2.150533232549303,3.408488426830887,0.001182426217490636,True,0.0006532385603914347,True,True,1.1173475948939728,1.1976552242933105,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F03_absorption,limit_down,10,True,362402,349931,3064,276,2788,1008,63,2725,0.02259684361549498,0.977403156384505,0.013155499407550933,0.009441344207944046,1.7176728085689357,2.7424855870765827,0.01154209234520967,0.01105475127028531,1.9577770597956945,3.2977637620382785,0.00609761258019322,True,0.0009745809231811315,True,True,1.1276448914968145,1.0318680614515654,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F12_accumulation_proxy,limit_up,10,True,362402,324571,1044,28,1016,473,78,938,0.07677165354330709,0.9232283464566929,0.04876917626913683,0.02800247727417026,1.574183929612348,3.177856813424662,0.04569386881571657,0.03107778472759052,1.680130300477013,3.2963320599339445,0.0014836800338342063,True,0.0009795616026680206,True,True,1.239098221958194,1.0613269554058693,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F04_absorption_persistent,abn_down,1,True,362402,349931,1468,9,1459,784,28,1431,0.019191226867717615,0.9808087731322824,0.004578683750573892,0.014612543117143724,4.1914287845960505,3.2990116085739096,0.005024713425008744,0.014166513442708872,3.8193674433650355,3.2203464288320154,0.0009702589882609801,True,0.0012803577125600491,True,True,1.5095414533319527,1.3530955855581035,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F07_idio_activity,limit_down,1,True,362402,349931,5654,75,5579,847,26,5553,0.004660333393081197,0.9953396666069187,0.0011287126827067518,0.003531620710374445,4.128892555637197,3.220278908169942,0.0012055709819751793,0.0034547624111060174,3.8656648698078446,3.1842874181331338,0.0012806593394357239,True,0.0014511085129283291,True,True,1.4460806200021372,1.4411079526161286,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
DISCOVERY,fresh,F14_turnover_no_range,limit_down,2,True,362402,349931,1141,62,1079,645,17,1062,0.015755329008341055,0.9842446709916589,0.002609384809217533,0.013145944199123523,6.037947700425814,3.359984756089733,0.0035590554706705336,0.012196273537670521,4.4268287297507944,3.1657834605489734,0.0007794677324539145,True,0.0015466588391565485,True,True,1.7547192955204673,1.951238441112677,True,True,A,"PHASE5_CANDIDATE — DISCOVERY WINDOW ONLY, fresh-door, beats both references, NOT VALIDATED"
