regime,variant,footprint,outcome,horizon,door_outcome,placebo,n_guarded_rows,n_population,n_occurrences,n_no_outcome,unmeasurable_share,n_measured,n_dates,n_hit,n_failed,n_distinct_doors,n_symbols_hit,top3_symbol_share,hit_rate,fail_share,base_sameday,lift_sameday,t_sameday,base_volmatched,excess_volmatched,lift_volmatched,t_volmatched,t_volmatched_nw,base_shockmatched,lift_shockmatched,t_shockmatched_nw,within_parent,within_parent_t_nw,within_parent_dates,within_parent_diff,within_parent_test,ref_moved_used,lift_vm_vs_ref_volume,lift_vm_vs_ref_moved,p_volmatched_nw,fdr10_volmatched_nw,eligible,boot_lower_ratio_vs_volume,boot_lower_ratio_vs_moved,incremental_passes,incremental_lift_vm,incremental_t_nw,floor_lift_volmatched,floor_t_volmatched_nw,floor_n_hit,postbreak_lift_volmatched,postbreak_t_volmatched_nw,postbreak_n_hit,v1_onesided_fresh_lift_vm,anydoor_lift_vm,placebo_lift_vm,placebo_t_nw,n_years,n_years_lift_ge_1,min_year_lift_vm,min_year_t_nw,lift_vm_price_10-50,lift_vm_price_50-200,lift_vm_price_>200,direction,family,status
DISCOVERY,fresh_both,F07_idio_activity,abn_up,3,True,False,362402.0,315269.0,3068.0,157.0,0.051173402868318126,2911.0,781.0,163.0,2748.0,145.0,101.0,0.08588957055214724,0.0559945036070079,0.9440054963929921,0.025962945924912908,2.156708401617785,5.983293542437419,0.02592420210793428,0.030070301499073623,2.1599316103877464,6.156180635648947,6.594481308250638,0.03038275742635633,1.8429697746404672,5.446371658854274,F15_REF_abnormal_volume,0.7077828783475228,1318.0,0.004615769382316046,between-dates (Welch),"MAX(F16u,F16d)",1.2303399067350762,1.2925711776248858,4.267451717394795e-11,True,True,1.0463166146319514,1.0779457848767775,True,1.7817900041943848,3.4542977839889932,2.8040143888855953,4.06334955172959,53.0,1.562492924015854,1.2365414891773372,9.0,2.0975383103722627,2.6712142879071377,0.7317891011535359,-2.6710440856206485,6,6,1.7809004405844193,1.766360534296619,2.165354247407359,2.2840034951745016,1.9445908949338337,up,idiosyncratic,DISCOVERY-WINDOW LEAD — fresh_both — NOT VALIDATED — Phase 5 holdout is the test
DISCOVERY,fresh_both,F07_idio_activity,run20,5,True,False,362402.0,315269.0,3068.0,231.0,0.07529335071707953,2837.0,777.0,58.0,2779.0,54.0,49.0,0.13793103448275862,0.020444131124427212,0.9795558688755728,0.007865139919385531,2.5993347014765407,4.195983059064039,0.008244854970752821,0.012199276153674391,2.4796228917244982,3.94069899771381,3.896338204390135,0.009375942705589196,2.1804880603888543,3.172457527298018,F15_REF_abnormal_volume,2.9893437532797673,1312.0,0.012650777620004432,between-dates (Welch),"MAX(F16u,F16d)",1.5514607168397228,1.48781401057312,9.765799435654828e-05,True,True,1.2159659019305609,1.0913970810783509,True,2.6011584280130085,3.578520665367315,4.7375023722756495,2.6273999094133,23.0,2.563143257487926,1.3833061791831984,6.0,2.4766196338363144,2.9115195989806697,1.0697234584353794,-0.3581949242246917,6,6,1.7849668286783371,1.1015836285971439,2.6406878853283104,1.6265426070521334,3.822130207346869,up,idiosyncratic,DISCOVERY-WINDOW LEAD — fresh_both — NOT VALIDATED — Phase 5 holdout is the test
