candidate,outcome,horizon,n_signal,n_population,n_symbols,n_dates,n_years,hit_rate,base_rate_all,control_rate_mean,control_rate_sd,n_matched,match_share,lift,excess_pp,t_nw_date,n_diff_dates,ci_lo,ci_hi,ci_excludes_control,median_mfe_20d,mean_mfe_20d,median_mae_20d,mean_mae_20d,median_fwd_ret_20d,mean_fwd_ret_20d,median_days_to_p10,years_total,years_beat,year_consistency,loso_worst_rate,top3_symbol_share,p_nw,check,strata,unit,median_mfe_30d,mean_mfe_30d,median_mae_30d,mean_mae_30d,median_fwd_ret_30d,mean_fwd_ret_30d,median_mfe_10d,mean_mfe_10d,median_mae_10d,mean_mae_10d,median_fwd_ret_10d,mean_fwd_ret_10d,median_mfe_5d,mean_mfe_5d,median_mae_5d,mean_mae_5d,median_fwd_ret_5d,mean_fwd_ret_5d,split_value,dh_thr,dex_thr,bh_reject_q10,bh_p_threshold
surface dh>=-0.2 dex>=-0.01,hit_p10_20d,20,191198,587082,392,2335,12,0.22869486082490403,0.3274380750900215,0.3322428168896059,0.0010362115765227943,190934,0.9986192324187492,0.6883365093193392,-10.354795606470185,-11.155479715253463,2335,0.2185650085995928,0.2377400711390477,False,0.04006516386483283,0.07382147009533398,-0.028901734104046284,-0.053438504800505694,0.0,0.0022584252764213026,12.0,12,1,0.08333333333333333,0.22908424100082492,0.017264824945867636,6.73286899565309e-29,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.2,-0.01,True,0.052335726251435136
surface dh>=-0.2 dex>=-0.01,hit_p10_20d,20,191198,587082,392,2335,12,0.22869486082490403,0.3274380750900215,0.2575422617205347,0.0006742148698079318,135702,0.7097459178443289,0.8879896421511525,-2.884740089563065,-11.155479715253463,2335,0.2185650085995928,0.2377400711390477,False,0.04006516386483283,0.07382147009533398,-0.028901734104046284,-0.053438504800505694,0.0,0.0022584252764213026,12.0,12,1,0.08333333333333333,0.22908424100082492,0.017264824945867636,6.73286899565309e-29,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.2,-0.01,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.1,hit_p10_20d,20,442551,587082,392,2347,12,0.2854541058544665,0.3274380750900215,0.41156642817543504,0.0008007404278390391,420281,0.9496781161945177,0.6935796661531751,-12.611232232096853,-10.358614791276546,2347,0.27619265703162094,0.2950507249385026,False,0.05238095238095242,0.09084933347615869,-0.04511278195488733,-0.06323120068515282,0.0,0.0060147288622780576,11.0,12,0,0.0,0.28570391608899215,0.014886419870252241,3.8246059242861523e-25,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.1,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.1,hit_p10_20d,20,442551,587082,392,2347,12,0.2854541058544665,0.3274380750900215,0.40336379433069547,0.0012921443323523167,95532,0.2158666458781022,0.7076840060159959,-11.790968847622896,-10.358614791276546,2347,0.27619265703162094,0.2950507249385026,False,0.05238095238095242,0.09084933347615869,-0.04511278195488733,-0.06323120068515282,0.0,0.0060147288622780576,11.0,12,0,0.0,0.28570391608899215,0.014886419870252241,3.8246059242861523e-25,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.1,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.07,hit_p10_20d,20,403993,587082,392,2344,12,0.274739908859807,0.3274380750900215,0.39159404708012674,0.0005899327704749614,388784,0.962353308101873,0.7015936807713754,-11.685413822031975,-10.934228983122381,2344,0.2656459906893881,0.2841802085778864,False,0.050420168067226934,0.08779169325440433,-0.04216867469879526,-0.060716625246578934,0.0,0.006106049912674506,12.0,12,0,0.0,0.27502093828363233,0.01584185864606565,7.907528486211345e-28,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.07,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.07,hit_p10_20d,20,403993,587082,392,2344,12,0.274739908859807,0.3274380750900215,0.3736613125286829,0.0008475655759737101,108950,0.2696828905451332,0.7352645287247451,-9.892140366887592,-10.934228983122381,2344,0.2656459906893881,0.2841802085778864,False,0.050420168067226934,0.08779169325440433,-0.04216867469879526,-0.060716625246578934,0.0,0.006106049912674506,12.0,12,0,0.0,0.27502093828363233,0.01584185864606565,7.907528486211345e-28,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.07,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.05,hit_p10_20d,20,358663,587082,392,2344,12,0.26331124202942596,0.3274380750900215,0.3850694659890231,0.0007932586848232526,354562,0.98856586823843,0.6838019248097127,-12.175822395959713,-11.02290205899353,2344,0.2540553454292887,0.27275056761454525,False,0.048338368580060465,0.08469918344259693,-0.03888888888888886,-0.05828700895939404,0.0,0.006056356226880589,12.0,12,0,0.0,0.2636115186881867,0.016915600438294445,2.9634790103314385e-28,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.05,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.05,hit_p10_20d,20,358663,587082,392,2344,12,0.26331124202942596,0.3274380750900215,0.3556129854087856,0.0006208974162431502,129530,0.36114681469791976,0.7404432707259072,-9.230174337935965,-11.02290205899353,2344,0.2540553454292887,0.27275056761454525,False,0.048338368580060465,0.08469918344259693,-0.03888888888888886,-0.05828700895939404,0.0,0.006056356226880589,12.0,12,0,0.0,0.2636115186881867,0.016915600438294445,2.9634790103314385e-28,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.05,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.03,hit_p10_20d,20,286107,587082,392,2341,12,0.2435836942123052,0.3274380750900215,0.36911225251421154,0.0009075276838195283,282693,0.988067401356835,0.6599176606912198,-12.552855830190634,-12.269531674058044,2341,0.23454948260790434,0.253192585954974,False,0.04458598726114649,0.07965987382514887,-0.03418803418803407,-0.05490237643823742,0.0,0.0054990235282169385,12.0,12,0,0.0,0.24400897468758886,0.0184266725385957,1.3201470591438861e-34,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.03,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.03,hit_p10_20d,20,286107,587082,392,2341,12,0.2435836942123052,0.3274380750900215,0.321731800712345,0.0008378840516349718,142066,0.4965484940948666,0.7571017029470836,-7.814810650003978,-12.269531674058044,2341,0.23454948260790434,0.253192585954974,False,0.04458598726114649,0.07965987382514887,-0.03418803418803407,-0.05490237643823742,0.0,0.0054990235282169385,12.0,12,0,0.0,0.24400897468758886,0.0184266725385957,1.3201470591438861e-34,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.03,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.02,hit_p10_20d,20,233332,587082,392,2338,12,0.22756844324824713,0.3274380750900215,0.34850283213182287,0.000817369117546978,233040,0.9987485642775101,0.6529887916707526,-12.093438888357575,-12.983764966051284,2338,0.21825895844843435,0.23700196571996768,False,0.041095890410958846,0.0752286915727279,-0.03050847457627115,-0.05252245695991844,0.0,0.004320271227000328,13.0,12,1,0.08333333333333333,0.2279662878282178,0.019264395796547408,1.5125842912371045e-38,8_surface,original,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.02,True,0.052335726251435136
surface dh>=-0.15 dex>=-0.02,hit_p10_20d,20,233332,587082,392,2338,12,0.22756844324824713,0.3274380750900215,0.2989004578994955,0.001090822903054954,137148,0.5877805016028663,0.7613519391930978,-7.133201465124836,-12.983764966051284,2338,0.21825895844843435,0.23700196571996768,False,0.041095890410958846,0.0752286915727279,-0.03050847457627115,-0.05252245695991844,0.0,0.004320271227000328,13.0,12,1,0.08333333333333333,0.2279662878282178,0.019264395796547408,1.5125842912371045e-38,8_surface,full,row,,,,,,,,,,,,,,,,,,,,-0.15,-0.02,True,0.052335726251435136
