candidate,outcome,horizon,n_signal,n_population,n_symbols,n_dates,n_years,hit_rate,base_rate_all,control_rate_mean,control_rate_sd,n_matched,match_share,lift,excess_pp,t_nw_date,n_diff_dates,ci_lo,ci_hi,ci_excludes_control,median_mfe_20d,mean_mfe_20d,median_mae_20d,mean_mae_20d,median_fwd_ret_20d,mean_fwd_ret_20d,median_days_to_p10,years_total,years_beat,year_consistency,loso_worst_rate,top3_symbol_share,p_nw,check,strata,unit,median_mfe_30d,mean_mfe_30d,median_mae_30d,mean_mae_30d,median_fwd_ret_30d,mean_fwd_ret_30d,median_mfe_10d,mean_mfe_10d,median_mae_10d,mean_mae_10d,median_fwd_ret_10d,mean_fwd_ret_10d,median_mfe_5d,mean_mfe_5d,median_mae_5d,mean_mae_5d,median_fwd_ret_5d,mean_fwd_ret_5d,split_value,dh_thr,dex_thr,bh_reject_q10,bh_p_threshold
1_original_strata,hit_p10_20d,20,96855,587082,377,2270,12,0.14669351091838315,0.3274380750900215,0.27276336713409466,0.0012426840985693753,96842,0.9998657787414176,0.5378050302690704,-12.606985621571152,-11.59803596180523,2270,0.13748611009533943,0.15779202101513862,False,0.01671309192200554,0.0498410972763824,-0.009090909090909038,-0.03521017123766072,0.0,0.0025844768118054792,14.0,12,2,0.16666666666666666,0.14650920819893873,0.03981209023798462,4.2164387752619735e-31,1_original_strata,year.liq_bucket.price_bucket.prior5_bucket,row,,,,,,,,,,,,,,,,,,,,,,,
1_original_strata,hit_p20_30d,30,96855,587082,377,2270,12,0.08061535284703938,0.18646287912080425,0.16903564569091922,0.0011610022684506558,96842,0.9998657787414176,0.476913331014023,-8.842029284387984,-8.46530917976489,2270,0.0737115759666101,0.08915654108292656,False,,,,,,,14.0,12,2,0.16666666666666666,0.08048069919883467,0.03981209023798462,2.5547406473398314e-17,1_original_strata,year.liq_bucket.price_bucket.prior5_bucket,row,0.023474178403755763,0.06692121435836217,-0.014084507042253502,-0.04769575402035765,0.0,0.0034860845965651453,,,,,,,,,,,,,,,,,
1_original_strata,hit_p10_10d,10,96855,587082,377,2270,12,0.07441020081565226,0.21010693565805116,0.15747816030234815,0.001018775280190479,96842,0.9998657787414176,0.4725112401130217,-8.306795948669588,-16.88340993602641,2270,0.06913311167622745,0.08035716124762023,False,,,,,,,14.0,12,0,0.0,0.07440432837373842,0.03981209023798462,5.9600547784045436e-64,1_original_strata,year.liq_bucket.price_bucket.prior5_bucket,row,,,,,,,0.009661835748792313,0.030284439440971395,-0.004255319148936176,-0.021159881213121977,0.0,0.0014640369892459763,,,,,,,,,,,
1_original_strata,hit_p5_5d,5,96855,587082,377,2270,12,0.10763512467089979,0.32451514439209517,0.23527859812891103,0.0013810676065830825,96842,0.9998657787414176,0.45747945425732334,-12.764347345801125,-26.44228331284162,2270,0.1004636638752283,0.11551255374697762,False,,,,,,,14.0,12,0,0.0,0.10776193944438664,0.03981209023798462,4.476090732754105e-154,1_original_strata,year.liq_bucket.price_bucket.prior5_bucket,row,,,,,,,,,,,,,0.005681818181818121,0.018996281438559554,-0.0007320644216690653,-0.012990682487650502,0.0,0.0013765403802019744,,,,,
1_original_strata,hit_p10_30d,30,96855,587082,377,2270,12,0.1999587011512054,0.40138174905720153,0.3613819417195019,0.0010200688400482329,96842,0.9998657787414176,0.5533168043738511,-16.14232405682965,-9.1654551868163,2270,0.18798352048984499,0.21313399884488554,False,,,,,,,14.0,12,2,0.16666666666666666,0.19949016751638748,0.03981209023798462,4.9338304529722414e-20,1_original_strata,year.liq_bucket.price_bucket.prior5_bucket,row,0.023474178403755763,0.06692121435836217,-0.014084507042253502,-0.04769575402035765,0.0,0.0034860845965651453,,,,,,,,,,,,,,,,,
7a_plus_volatility,hit_p10_20d,20,96855,587082,377,2270,12,0.14669351091838315,0.3274380750900215,0.22932390264198044,0.0014258644738271836,96140,0.9926178307779671,0.6396782421183578,-8.26303917235973,-11.59803596180523,2270,0.13748611009533943,0.15779202101513862,False,0.01671309192200554,0.0498410972763824,-0.009090909090909038,-0.03521017123766072,0.0,0.0025844768118054792,14.0,12,2,0.16666666666666666,0.14650920819893873,0.03981209023798462,4.2164387752619735e-31,7a_plus_volatility,year.liq_bucket.price_bucket.prior5_bucket.vol_bucket,row,,,,,,,,,,,,,,,,,,,,,,,
7a_plus_volatility,hit_p20_30d,30,96855,587082,377,2270,12,0.08061535284703938,0.18646287912080425,0.12869253172456835,0.0010709130373377537,96140,0.9926178307779671,0.6264182681474352,-4.807717887752896,-8.46530917976489,2270,0.0737115759666101,0.08915654108292656,False,,,,,,,14.0,12,2,0.16666666666666666,0.08048069919883467,0.03981209023798462,2.5547406473398314e-17,7a_plus_volatility,year.liq_bucket.price_bucket.prior5_bucket.vol_bucket,row,0.023474178403755763,0.06692121435836217,-0.014084507042253502,-0.04769575402035765,0.0,0.0034860845965651453,,,,,,,,,,,,,,,,,
7a_plus_volatility,hit_p10_10d,10,96855,587082,377,2270,12,0.07441020081565226,0.21010693565805116,0.11996619513209901,0.0009594425138189952,96140,0.9926178307779671,0.6202597384462873,-4.555599431644675,-16.88340993602641,2270,0.06913311167622745,0.08035716124762023,False,,,,,,,14.0,12,0,0.0,0.07440432837373842,0.03981209023798462,5.9600547784045436e-64,7a_plus_volatility,year.liq_bucket.price_bucket.prior5_bucket.vol_bucket,row,,,,,,,0.009661835748792313,0.030284439440971395,-0.004255319148936176,-0.021159881213121977,0.0,0.0014640369892459763,,,,,,,,,,,
7a_plus_volatility,hit_p5_5d,5,96855,587082,377,2270,12,0.10763512467089979,0.32451514439209517,0.19409090909090906,0.0009265596436522542,96140,0.9926178307779671,0.5545603612992026,-8.645578442000927,-26.44228331284162,2270,0.1004636638752283,0.11551255374697762,False,,,,,,,14.0,12,0,0.0,0.10776193944438664,0.03981209023798462,4.476090732754105e-154,7a_plus_volatility,year.liq_bucket.price_bucket.prior5_bucket.vol_bucket,row,,,,,,,,,,,,,0.005681818181818121,0.018996281438559554,-0.0007320644216690653,-0.012990682487650502,0.0,0.0013765403802019744,,,,,
7a_plus_volatility,hit_p10_30d,30,96855,587082,377,2270,12,0.1999587011512054,0.40138174905720153,0.3136134803411691,0.0016543273398095272,96140,0.9926178307779671,0.6375960017185478,-11.365477918996369,-9.1654551868163,2270,0.18798352048984499,0.21313399884488554,False,,,,,,,14.0,12,2,0.16666666666666666,0.19949016751638748,0.03981209023798462,4.9338304529722414e-20,7a_plus_volatility,year.liq_bucket.price_bucket.prior5_bucket.vol_bucket,row,0.023474178403755763,0.06692121435836217,-0.014084507042253502,-0.04769575402035765,0.0,0.0034860845965651453,,,,,,,,,,,,,,,,,
