candidate,outcome,horizon,n_signal,n_population,n_symbols,n_dates,n_years,hit_rate,base_rate_all,control_rate_mean,control_rate_sd,n_matched,match_share,lift,excess_pp,t_nw_date,n_diff_dates,ci_lo,ci_hi,ci_excludes_control,median_mfe_20d,mean_mfe_20d,median_mae_20d,mean_mae_20d,median_fwd_ret_20d,mean_fwd_ret_20d,median_days_to_p10,years_total,years_beat,year_consistency,loso_worst_rate,top3_symbol_share,rel_volume_thr,prior3_max,median_mfe_30d,mean_mfe_30d,median_mae_30d,mean_mae_30d,median_fwd_ret_30d,mean_fwd_ret_30d
relvol>=2.0|p3<1.0,hit_p10_20d,20,123187,587082,392,2341,12,0.35852809143821995,0.3274380750900215,0.34158857254226827,0.0011895449411421309,123142,0.9996347017136549,1.0495904144826333,1.6939518895951688,6.14918069821181,2341,0.34900148555906974,0.3704710678873056,True,0.06557377049180335,0.11215672540483838,-0.05719673161533623,-0.07552644701311848,-0.003593890386343168,0.005647449954380668,8.0,12,11,0.9166666666666666,0.3582932594343467,0.013110149609942608,2.0,1.0,,,,,,
relvol>=2.0|p3<1.0,hit_p20_30d,30,123187,587082,392,2341,12,0.2071647170561829,0.18646287912080425,0.20419231456367445,0.0012557272523024967,123142,0.9996347017136549,1.014556877411598,0.2972402492508436,5.060391371881168,2341,0.1974540238731418,0.21764516831394973,False,,,,,,,8.0,12,10,0.8333333333333334,0.20712364495883936,0.013110149609942608,2.0,1.0,0.07852193995381085,0.13774543304559403,-0.07042253521126762,-0.09203947714583652,-0.00692041522491349,0.007174090349440909
relvol>=2.5|p3<0.02,hit_p10_20d,20,47699,587082,392,2324,12,0.2870919725780415,0.3274380750900215,0.28010629822207306,0.0015441458249694858,47696,0.9999371055996981,1.0249393690869641,0.6985674355968419,1.3054573411831643,2324,0.2730947199583864,0.29999658886153324,False,0.047001404024871185,0.090280375667728,-0.03458498023715417,-0.060895676615096386,0.0,0.003363121893990663,9.0,12,9,0.75,0.28660271951090965,0.018994108891171722,2.5,0.02,,,,,,
relvol>=2.5|p3<0.02,hit_p20_30d,30,47699,587082,392,2324,12,0.16354640558502276,0.18646287912080425,0.16709367661858435,0.0017409667655274418,47696,0.9999371055996981,0.9787707643620918,-0.35472710335615887,1.3289166196602686,2324,0.15329793819860274,0.17379205316657864,False,,,,,,,9.0,12,9,0.75,0.16354096426163184,0.018994108891171722,2.5,0.02,0.05861905514299259,0.11294077710600472,-0.04620462046204632,-0.07627521195883036,0.0,0.005810570269136193
relvol>=2.5|p3<0.05,hit_p10_20d,20,64386,587082,392,2333,12,0.31076631565868357,0.3274380750900215,0.30664870070362377,0.0010173297311530107,64381,0.9999223433665704,1.0134277919475878,0.41176149550598007,1.8675509457195865,2333,0.2983072603727094,0.3240301202503783,False,0.05329551421797185,0.09686042004222038,-0.0431034482758621,-0.0645780123213861,0.0,0.004696455277248441,9.0,12,10,0.8333333333333334,0.31046644091072234,0.017068928027832136,2.5,0.05,,,,,,
relvol>=2.5|p3<0.05,hit_p20_30d,30,64386,587082,392,2333,12,0.1750380517503805,0.18646287912080425,0.1826027865364005,0.0012618314529044723,64381,0.9999223433665704,0.9585727308412646,-0.7564734786019989,1.6038519823199469,2333,0.16597052212788543,0.1857156969314559,False,,,,,,,9.0,12,9,0.75,0.1748856522892958,0.017068928027832136,2.5,0.05,0.06578002539625749,0.12047485591083111,-0.05470101647596032,-0.08021145279238918,0.0,0.007163305416420362
relvol>=2.5|p3<1.0,hit_p10_20d,20,93314,587082,392,2339,12,0.35674175364897015,0.3274380750900215,0.3407076847206141,0.0014058839952345698,93276,0.9995927727886491,1.0470610721341882,1.6034068928356071,5.8577361430078545,2339,0.3462657110308893,0.36904629365400793,True,0.06484299428738294,0.1126733968557993,-0.05714285714285716,-0.07525004289805777,-0.0018115942028985588,0.005391331053575335,7.0,12,10,0.8333333333333334,0.3565471001625071,0.0140279057804831,2.5,1.0,,,,,,
relvol>=2.5|p3<1.0,hit_p20_30d,30,93314,587082,392,2339,12,0.20659279422166021,0.18646287912080425,0.2042711951627428,0.0012800435948318904,93276,0.9995927727886491,1.011365278673072,0.23215990589174063,4.778148094430038,2339,0.19670624770455175,0.21723086921558754,False,,,,,,,7.0,12,10,0.8333333333333334,0.2065425589153126,0.0140279057804831,2.5,1.0,0.07720588235294112,0.13749431979951063,-0.07024481286359896,-0.09174352271313257,-0.005813014694009189,0.006437554615327599
relvol>=3.0|p3<0.02,hit_p10_20d,20,37428,587082,392,2303,12,0.27701186277653095,0.3274380750900215,0.2682747287981617,0.0022397780099343593,37426,0.9999465640696804,1.0325678606273427,0.8737133978369227,1.3080597883346414,2303,0.2622194584858103,0.2923872146428393,False,0.042635658914728536,0.08731735883626271,-0.02948244093101382,-0.05889297416853761,0.0,0.002369019102831863,9.0,12,8,0.6666666666666666,0.2763097766189081,0.020439243347226674,3.0,0.02,,,,,,
relvol>=3.0|p3<0.02,hit_p20_30d,30,37428,587082,392,2303,12,0.15670086566207117,0.18646287912080425,0.1612074493667504,0.0021460123838123214,37426,0.9999465640696804,0.9720448172627636,-0.450658370467924,1.1849580248769647,2303,0.14648123550121597,0.1682082225359489,False,,,,,,,9.0,12,9,0.75,0.1561005748670284,0.020439243347226674,3.0,0.02,0.0535714285714286,0.10825325670114622,-0.041363311447633166,-0.07437199326149677,0.0,0.003170791109773492
relvol>=3.0|p3<0.05,hit_p10_20d,20,49700,587082,392,2327,12,0.30056338028169016,0.3274380750900215,0.2971969575016098,0.0017962592012490093,49696,0.9999195171026157,1.0113272450948656,0.3366422780080369,1.5347636529381612,2327,0.2866051173635229,0.31279340129688776,False,0.0502335150282619,0.09419882059542924,-0.040000000000000036,-0.06304179732476861,0.0,0.003494199056504531,8.0,12,9,0.75,0.30011929554966943,0.018651911468812878,3.0,0.05,,,,,,
relvol>=3.0|p3<0.05,hit_p20_30d,30,49700,587082,392,2327,12,0.16851106639839034,0.18646287912080425,0.1783121377978107,0.002230428400944734,49696,0.9999195171026157,0.9450341882419755,-0.9801071399420352,1.1969628851075604,2327,0.15827018970396464,0.1782831865707382,False,,,,,,,8.0,12,9,0.75,0.16812584669510888,0.018651911468812878,3.0,0.05,0.061353697800701656,0.11644533683699394,-0.0513833992094862,-0.07874182054513328,0.0,0.004803216357744309
relvol>=3.0|p3<1.0,hit_p10_20d,20,74108,587082,392,2339,12,0.35294435148701897,0.3274380750900215,0.3388364652519035,0.0020472447822044606,74076,0.9995681977654234,1.041636269058543,1.4107886235115497,5.560247579838872,2339,0.34121268083055817,0.36490408005906455,True,0.06329113924050622,0.11221806233965138,-0.05660377358490565,-0.0749179236082189,0.0,0.004598404678663941,7.0,12,10,0.8333333333333334,0.35264698707001707,0.01481621417390835,3.0,1.0,,,,,,
relvol>=3.0|p3<1.0,hit_p20_30d,30,74108,587082,392,2339,12,0.20417498785556215,0.18646287912080425,0.20440156055942546,0.001806251417802274,74076,0.9995681977654234,0.9988915314333114,-0.02265727038633092,4.4742730449380925,2339,0.19386437337742468,0.21431978112054687,False,,,,,,,7.0,12,10,0.8333333333333334,0.2040877178715676,0.01481621417390835,3.0,1.0,0.07538461538461538,0.13614276339693784,-0.06976744186046513,-0.09150439819968134,-0.0049261083743843415,0.004829266160619189
relvol>=4.0|p3<0.02,hit_p10_20d,20,26458,587082,392,2250,12,0.261622193665432,0.3274380750900215,0.2507994405805866,0.002368672178819553,26456,0.999924408496485,1.0431530192362,1.0822753084845371,1.0692722785158804,2250,0.24741707833180737,0.2770341553296661,False,0.036791495084359194,0.08302759690187607,-0.020720509743079374,-0.05606079654907182,0.0,0.0005001804252088713,8.0,12,7,0.5833333333333334,0.26080176479537504,0.021581374253533903,4.0,0.02,,,,,,
relvol>=4.0|p3<0.02,hit_p20_30d,30,26458,587082,392,2250,12,0.1460427847909895,0.18646287912080425,0.15108859993952223,0.0025632919843083385,26456,0.999924408496485,0.9666036011219968,-0.5045815148532723,0.8546580216636407,2250,0.13539635373841544,0.15718815759043564,False,,,,,,,8.0,12,8,0.6666666666666666,0.14540893888719975,0.021581374253533903,4.0,0.02,0.046844082583906266,0.10115416270854313,-0.03314519082267908,-0.07174223148493268,0.0,-0.0013173770600472669
relvol>=4.0|p3<0.05,hit_p10_20d,20,33814,587082,392,2300,12,0.2856804873720944,0.3274380750900215,0.28073646850044365,0.0016943802655833803,33810,0.9998817058023304,1.017610889304983,0.4944018871650746,1.6546250038760513,2300,0.2729044588650098,0.29955906240427116,False,0.044723528746221874,0.0903662096632896,-0.034348285604479,-0.06031431743426108,0.0,0.0020613731457296666,8.0,12,9,0.75,0.2850978991846694,0.02064233749334595,4.0,0.05,,,,,,
relvol>=4.0|p3<0.05,hit_p20_30d,30,33814,587082,392,2300,12,0.1589282545691134,0.18646287912080425,0.16976486246672579,0.0015755925154400756,33810,0.9998817058023304,0.9361669562176179,-1.08366078976124,1.3958326192067072,2300,0.1484088835312466,0.17053563391985468,False,,,,,,,8.0,12,8,0.6666666666666666,0.15846880851190298,0.02064233749334595,4.0,0.05,0.05485232067510548,0.11020257767754424,-0.045602305147120825,-0.07598677220509274,0.0,0.0014567520553358184
relvol>=4.0|p3<1.0,hit_p10_20d,20,51529,587082,392,2332,12,0.3477265229288362,0.3274380750900215,0.33095330550432,0.0016970355105364282,51505,0.9995342428535388,1.0506815225728168,1.6773217424516207,5.916473970954785,2332,0.33580619046484744,0.3616846259080742,True,0.060948081264108334,0.11206343389344939,-0.05476451259583792,-0.07366553309779794,0.0,0.00447561422395986,7.0,12,10,0.8333333333333334,0.3473955084217093,0.016262687030604125,4.0,1.0,,,,,,
relvol>=4.0|p3<1.0,hit_p20_30d,30,51529,587082,392,2332,12,0.2008383628636302,0.18646287912080425,0.2013843316182895,0.0016594200682217097,51505,0.9995342428535388,0.9972889213809769,-0.054596875465931505,4.739256812639346,2332,0.19025982373868083,0.2130395150107026,False,,,,,,,7.0,12,10,0.8333333333333334,0.2006393014462246,0.016262687030604125,4.0,1.0,0.07214428857715438,0.13437032642896798,-0.06806930693069302,-0.0901859742787726,-0.0023640661938533203,0.0033404989873240167
relvol>=5.0|p3<0.02,hit_p10_20d,20,20739,587082,392,2153,12,0.25150682289406434,0.3274380750900215,0.23601533490861745,0.002601072458368051,20737,0.9999035633347799,1.0656376332087887,1.5491487985446888,1.250998568648599,2153,0.23579483135219387,0.2664924540857188,False,0.03146853146853146,0.08003777101262699,-0.013333333333333308,-0.05348349165523828,0.0,-0.00023425791951776085,8.0,12,8,0.6666666666666666,0.2505703606621038,0.02208399633540672,5.0,0.02,,,,,,
relvol>=5.0|p3<0.02,hit_p20_30d,30,20739,587082,392,2153,12,0.13910988958001833,0.18646287912080425,0.14336933982736172,0.0019317392579620573,20737,0.9999035633347799,0.9702903685443296,-0.4259450247343394,0.7076853293249716,2153,0.1273393086559138,0.15136432045867576,False,,,,,,,8.0,12,7,0.5833333333333334,0.13839740171603082,0.02208399633540672,5.0,0.02,0.04123711340206193,0.09645036076237612,-0.023809523809523947,-0.06904215384363341,0.0,-0.0032980631036129107
relvol>=5.0|p3<0.05,hit_p10_20d,20,25674,587082,392,2242,12,0.2751032172626003,0.3274380750900215,0.26524931827035453,0.00222390451329103,25670,0.9998442003583392,1.037149573297546,0.9853898992245758,1.6173301853924003,2242,0.2601899958526017,0.2893790066906985,False,0.04015932062681271,0.08695891921069078,-0.0279243715420891,-0.05787839418239658,0.0,0.000673338451923191,8.0,12,8,0.6666666666666666,0.2744313725490196,0.021850899742930592,5.0,0.05,,,,,,
relvol>=5.0|p3<0.05,hit_p20_30d,30,25674,587082,392,2242,12,0.15112565241099946,0.18646287912080425,0.16152902220490845,0.002037171134851837,25670,0.9998442003583392,0.9355944235107958,-1.040336979390899,1.2319891900519067,2242,0.1402002935006127,0.162532302779488,False,,,,,,,8.0,12,9,0.75,0.1505401596993894,0.021850899742930592,5.0,0.05,0.05035002512886888,0.10518594236192137,-0.03923138510808649,-0.07341015736890215,0.0,-0.0009608688872123619
relvol>=5.0|p3<1.0,hit_p10_20d,20,39042,587082,392,2314,12,0.3427590799651657,0.3274380750900215,0.32201696174639366,0.002185872784564831,39029,0.9996670252548537,1.0644131231635034,2.074211821877203,6.032203969348206,2314,0.3287250725102238,0.3577786366775092,True,0.05882352941176472,0.11146011733192909,-0.05229749482854357,-0.07218072787735358,0.0,0.004351397968906327,6.0,12,10,0.8333333333333334,0.342021303967478,0.017365913631473797,5.0,1.0,,,,,,
relvol>=5.0|p3<1.0,hit_p20_30d,30,39042,587082,392,2314,12,0.1971722760104503,0.18646287912080425,0.19666786235875883,0.002249146833064584,39029,0.9996670252548537,1.0025647995795508,0.05044136516914599,4.6866906908723776,2314,0.1855087102772419,0.20977342274403382,False,,,,,,,6.0,12,10,0.8333333333333334,0.19689212482955568,0.017365913631473797,5.0,1.0,0.06936416184971095,0.13256661512608126,-0.06578947368421051,-0.08856039926524448,0.0,0.0024124697037773936
relvol>=8.0|p3<0.02,hit_p10_20d,20,13754,587082,389,1725,12,0.24378362658135816,0.3274380750900215,0.2173392961023851,0.0036044136139757247,13752,0.9998545877562891,1.1216730290015935,2.6444330478973073,1.3746197320933635,1725,0.22644744715597648,0.26223723927659864,True,0.023474178403755763,0.0762583342401723,-0.002259056639721313,-0.04985111748798484,0.0,-0.0025811662279980516,7.0,12,8,0.6666666666666666,0.24283416203568295,0.02195724880034899,8.0,0.02,,,,,,
relvol>=8.0|p3<0.02,hit_p20_30d,30,13754,587082,389,1725,12,0.13297949687363675,0.18646287912080425,0.13315154159394998,0.0025075637092438095,13752,0.9998545877562891,0.9987079028958102,-0.01720447203132358,0.6159295944865568,1725,0.11845452443675866,0.14517422649893982,False,,,,,,,7.0,12,6,0.5,0.13265082266910422,0.02195724880034899,8.0,0.02,0.03362629455451904,0.09052742605725841,-0.010869565217391242,-0.06546461365989348,0.0,-0.007970250354457354
relvol>=8.0|p3<0.05,hit_p10_20d,20,15896,587082,391,1925,12,0.2625817815802718,0.3274380750900215,0.2397338283413038,0.0027344764591309334,15892,0.9997483643683945,1.0953055035910266,2.284795323896799,1.5468450379075873,1925,0.2455220748054675,0.2790819187390873,True,0.03144654088050314,0.08190344295938065,-0.013655180277151902,-0.053026260209520885,0.0,-0.0022167857415550853,7.0,12,8,0.6666666666666666,0.26177215189873415,0.021766482133870155,8.0,0.05,,,,,,
relvol>=8.0|p3<0.05,hit_p20_30d,30,15896,587082,391,1925,12,0.14217413185707095,0.18646287912080425,0.14676881449786056,0.0024018773531809057,15892,0.9997483643683945,0.9686944215126485,-0.45946826407896046,0.8992041696700291,1925,0.12984733209072802,0.15454514216525492,False,,,,,,,7.0,12,5,0.4166666666666667,0.14160131545661522,0.021766482133870155,8.0,0.05,0.04117647058823515,0.09803069145445092,-0.02488113842970663,-0.06858519655209912,0.0,-0.005803936427670536
relvol>=8.0|p3<1.0,hit_p10_20d,20,22744,587082,392,2191,12,0.32777875483644037,0.3274380750900215,0.3003761383133166,0.0028896781630837203,22731,0.9994284206823778,1.0912276743282765,2.740261652312376,5.0331106857327494,2191,0.312865572219648,0.34624062110047976,True,0.051435741172253024,0.10588774364801588,-0.04220667627925684,-0.06787672151197452,0.0,0.0004949880924701067,6.0,12,10,0.8333333333333334,0.32736278802352836,0.018686246922265212,8.0,1.0,,,,,,
relvol>=8.0|p3<1.0,hit_p20_30d,30,22744,587082,392,2191,12,0.18655469574393246,0.18646287912080425,0.18476089921252914,0.002475458692447445,22731,0.9994284206823778,1.009708745400347,0.17937965314033244,4.085293906632366,2191,0.17400561040474666,0.1992565184132508,False,,,,,,,6.0,12,10,0.8333333333333334,0.18611123382073597,0.018686246922265212,8.0,1.0,0.06153562723201644,0.12493002700341169,-0.05586592178770955,-0.08422852169979077,0.0,-0.0021535429184567838
