candidate,outcome,horizon,n_signal,n_population,n_symbols,n_dates,n_years,hit_rate,base_rate_all,control_rate_mean,control_rate_sd,n_matched,match_share,lift,excess_pp,t_nw_date,n_diff_dates,ci_lo,ci_hi,ci_excludes_control,median_mfe_10d,mean_mfe_10d,median_mae_10d,mean_mae_10d,median_fwd_ret_10d,mean_fwd_ret_10d,median_days_to_p10,years_total,years_beat,year_consistency,loso_worst_rate,top3_symbol_share,family,description,status,median_mfe_20d,mean_mfe_20d,median_mae_20d,mean_mae_20d,median_fwd_ret_20d,mean_fwd_ret_20d,median_mfe_30d,mean_mfe_30d,median_mae_30d,mean_mae_30d,median_fwd_ret_30d,mean_fwd_ret_30d,median_mfe_5d,mean_mfe_5d,median_mae_5d,mean_mae_5d,median_fwd_ret_5d,mean_fwd_ret_5d
C_vca_q99,hit_p5_5d,5,5806,587082,388,1275,12,0.23079572855666552,0.32451514439209517,0.19704305723672835,0.0038757697929487976,5783,0.996038580778505,1.1712959177151585,3.3752671319937173,4.111334044955152,1275,0.20910448700957526,0.2506504206898787,True,,,,,,,9.0,12,9,0.75,0.2289573952199515,0.020668274199104376,compression,volume-compression activity above its 99th percentile (5.44),WEAK,,,,,,,,,,,,,0.0,0.03525102946800484,0.0,-0.024031618834711166,0.0,-0.0006579554070604237
A_volz_ge4,hit_p5_5d,5,13858,587082,392,2085,12,0.48838216192812817,0.32451514439209517,0.417127551759085,0.003585570012275709,13814,0.9968249386635878,1.1708221139250614,7.125461016904317,21.469255943778403,2085,0.4750227869045249,0.5037948878936285,True,,,,,,,6.0,12,12,1.0,0.4877925088748823,0.012916726800404099,activity,volume z >= 4 vs own 60-day history,WEAK,,,,,,,,,,,,,0.04807692307692313,0.07301639871690814,-0.04123711340206171,-0.04998180345108457,-0.00791556728232179,0.002892483845174761
B_relvol2_postmove_p3ge5,hit_p20_20d,20,34622,587082,392,2289,12,0.21983132112529605,0.1305899346258274,0.18857547469726307,0.0019366190175278942,34601,0.9993934492519208,1.1657471443571599,3.1255846428032976,11.344591597934553,2289,0.20850636577480508,0.2301534016249519,True,,,,,,,6.0,12,12,1.0,0.21846153846153846,0.015597019236323725,premove,2x volume AFTER a prior 3-day return of +5 % or more — the echo,WEAK,0.09026631444648403,0.14600001325227557,-0.08571428571428574,-0.09935774237769501,-0.028818443804034533,0.00649241156089409,,,,,,,,,,,,
A_volz_ge3,hit_p5_5d,5,23030,587082,392,2231,12,0.4804602692140686,0.32451514439209517,0.4121693351896972,0.003288795763816223,22984,0.9980026052974381,1.1656865957574827,6.829093402437142,21.18367502051086,2231,0.4672831867970172,0.4931331645136086,True,,,,,,,6.0,12,12,1.0,0.48006977758395114,0.01289622231871472,activity,volume z >= 3 vs own 60-day history,WEAK,,,,,,,,,,,,,0.04706447420466753,0.0711461696264543,-0.04066625353086989,-0.049888792931174854,-0.007850841711930345,0.0024505468319537594
A_volz_ge2,hit_p5_5d,5,41144,587082,392,2305,12,0.468671009138635,0.32451514439209517,0.4020980382612082,0.0026429740259882244,41086,0.9985903169356407,1.1655640280269524,6.6572970877426805,21.56685116082252,2305,0.4569853387323993,0.4811511578690026,True,,,,,,,6.0,12,12,1.0,0.46774665755830974,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,WEAK,,,,,,,,,,,,,0.045454545454545414,0.06883631285665703,-0.03947368421052633,-0.04891573980165279,-0.007651559741024161,0.0019459889974504968
A_volz_ge2,hit_p10_10d,10,41144,587082,392,2305,12,0.31384892086330934,0.21010693565805116,0.270727255026043,0.002795712269137564,41086,0.9985903169356407,1.1592808445974858,4.3121665837266345,14.435794819965464,2305,0.30444237101353744,0.32420989704612224,True,0.06060606060606055,0.09507347075157255,-0.054704595185995575,-0.06735719171600744,-0.012048192771084487,0.003179664543477779,6.0,12,11,0.9166666666666666,0.31299404703815753,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,WEAK,,,,,,,,,,,,,,,,,,
B_relvol2_below20dhigh,hit_p5_5d,5,49306,587082,392,2344,12,0.4376343649860058,0.32451514439209517,0.37752081218274114,0.002091758560637443,49250,0.998864235589989,1.159232420736071,6.011355280326463,20.26183400884451,2344,0.42665189649244045,0.4475570156313342,True,,,,,,,8.0,12,12,1.0,0.4368195718654434,0.017908570964994118,premove,2x volume AND still 5 % or more below the 20-day high,WEAK,,,,,,,,,,,,,0.04250559284116329,0.062123284325076286,-0.032816865718420074,-0.04390209723563588,-0.0032467532467532756,0.002565949760428108
CHAIN_4_shock_premove_below_tight,hit_p5_5d,5,5660,587082,388,1912,12,0.43409893992932863,0.32451514439209517,0.3752826855123675,0.005981825117877694,5660,1.0,1.1567252012586287,5.881625441696114,8.113918277827619,1912,0.4172868857636111,0.44997477235982175,True,,,,,,,8.0,12,11,0.9166666666666666,0.4322833244349528,0.024558303886925797,chain,shock + not run + below high + light sell-side,WEAK,,,,,,,,,,,,,0.04166666666666674,0.06275207653796668,-0.03451330136526076,-0.04424852025416002,-0.0070796460176990594,0.002664596730207183
B_relvol3_postmove_p3ge5,hit_p20_20d,20,24415,587082,392,2243,12,0.2234282203563383,0.1305899346258274,0.19339058080911586,0.0023009538307988244,24397,0.9992627483104649,1.1553211093342517,3.0037639547222437,11.365610983755424,2243,0.21179518260226043,0.23449899454354217,True,,,,,,,5.0,12,12,1.0,0.22196598443355434,0.01576899447061233,premove,3x volume AFTER a prior 3-day return of +5 % or more — the echo,WEAK,0.09090909090909105,0.1489262994274214,-0.08598351001177873,-0.0991278559445549,-0.03041825095057038,0.006840634133333173,,,,,,,,,,,,
CHAIN_3_shock_premove_below,hit_p10_10d,10,34895,587082,392,2331,12,0.27107035391889955,0.21010693565805116,0.23504427822199295,0.0019475590470869266,34893,0.9999426851984525,1.1532735702748216,3.6026075696906608,8.785410510130014,2331,0.26025674492806766,0.28153137240733167,True,0.056034482758620774,0.0842802346877353,-0.041474654377880116,-0.05665159762335498,0.0,0.007488124089214872,8.0,12,12,1.0,0.27028818443804037,0.020260782347041123,chain,shock + not run + below the 20-day high,WEAK,,,,,,,,,,,,,,,,,,
E_xsrank_ge95,hit_p5_5d,5,29571,587082,392,2346,12,0.4261607656149606,0.32451514439209517,0.36966570507381635,0.0018322064513111606,29465,0.9964154069865747,1.1528274323654402,5.649506054114423,18.500218050700713,2346,0.41071714427131356,0.4399531402414701,True,,,,,,,6.0,12,12,1.0,0.4250680272108844,0.02225153021541375,leadership,causal cross-sectional rank of relative volume >= 0.95,WEAK,,,,,,,,,,,,,0.039675383228133354,0.06359799740043884,-0.03378378378378377,-0.04379890488251755,0.0,0.0034420260158218876
B_relvol2_below20dhigh,hit_p10_10d,10,49306,587082,392,2344,12,0.284103354561311,0.21010693565805116,0.24649543147208125,0.0014313890870148926,49250,0.998864235589989,1.1525704669797774,3.760792308922972,11.434125678806149,2344,0.2733873839899215,0.2935000362539266,True,0.057844063901553056,0.08766778315523803,-0.04739336492891,-0.061469747933665525,-0.005559418946067152,0.004284713589197636,8.0,12,12,1.0,0.2832986578550157,0.017908570964994118,premove,2x volume AND still 5 % or more below the 20-day high,WEAK,,,,,,,,,,,,,,,,,,
A_turnover_z_ge3,hit_p10_10d,10,24064,587082,392,2217,12,0.324468085106383,0.21010693565805116,0.28154509118161375,0.0027984817945599086,24018,0.9980884308510638,1.152455131586467,4.292299392476923,15.011498272349575,2217,0.3120086546340406,0.3360667989765373,True,0.06319702602230493,0.09923646896752782,-0.057233986450853924,-0.06977803215760778,-0.013066581024584079,0.0036560586886445357,6.0,12,12,1.0,0.3239172160560794,0.012882313829787235,activity,turnover z >= 3 vs own 60-day history,WEAK,,,,,,,,,,,,,,,,,,
CHAIN_5_full,hit_p5_5d,5,1377,587082,323,972,12,0.4386347131445171,0.32451514439209517,0.3814451706608569,0.01099059560018846,1377,1.0,1.1499286054229731,5.718954248366015,5.912717399098736,972,0.4074809735840715,0.46633357735480724,True,,,,,,,7.0,12,10,0.8333333333333334,0.4343360234776229,0.03994190268700073,chain,shock + not run + below high + leadership + light sell-side,WEAK,,,,,,,,,,,,,0.04171494785631524,0.06339753473128329,-0.03772132409545814,-0.04732736863683714,-0.0060975609756096505,0.0012659428233751649
A_relvol_ge3,hit_p5_5d,5,74574,587082,392,2345,12,0.3873602059699091,0.32451514439209517,0.337473286649373,0.001714662306622252,74401,0.9976801566229517,1.147824794710995,4.988691932053612,17.87287989790392,2345,0.37366580536330124,0.39997321760294635,True,,,,,,,7.0,12,12,1.0,0.3866242639033001,0.014763858717515487,activity,today's volume >= 3x its own trailing 20-day median,WEAK,,,,,,,,,,,,,0.03398890026796997,0.05669546467039905,-0.028205128205128216,-0.03908994497549135,0.0,0.0031532326771620293
E_xsrank_ge99,hit_p10_10d,10,6546,587082,385,2332,12,0.3006416131989001,0.21010693565805116,0.2624709887049358,0.005651970254460754,6463,0.9873205010693553,1.1454279754160925,3.8170624493964302,9.775463146271399,2332,0.2789277664362094,0.32069509544032804,True,0.05769230769230771,0.09805246283315999,-0.053636438585605295,-0.06613941756839363,-0.008385781090678945,0.0018065319726060063,5.0,12,12,1.0,0.29835105563260905,0.04078826764436297,leadership,causal cross-sectional rank of relative volume >= 0.99,WEAK,,,,,,,,,,,,,,,,,,
CHAIN_3_shock_premove_below,hit_p5_5d,5,34895,587082,392,2331,12,0.4174810144719874,0.32451514439209517,0.36455306221878314,0.0017296010408871978,34893,0.9999426851984525,1.145185866578443,5.292795225320424,16.935948763802777,2331,0.40557759205645805,0.4301910506692972,True,,,,,,,8.0,12,12,1.0,0.4165200080782436,0.020260782347041123,chain,shock + not run + below the 20-day high,WEAK,,,,,,,,,,,,,0.04048582995951411,0.058325279117323825,-0.028436018957346043,-0.04056289572248001,0.0,0.003544725343315733
A_relvol_ge2,hit_p5_5d,5,123720,587082,392,2347,12,0.38441642418364047,0.32451514439209517,0.335731460492228,0.0015613757906735748,123520,0.9983834464920789,1.1450116221425561,4.868496369141245,17.81830895974253,2347,0.37384315661550765,0.3945178125358938,True,,,,,,,8.0,12,12,1.0,0.38391480104550546,0.013094083414161009,activity,today's volume >= 2x its own trailing 20-day median,WEAK,,,,,,,,,,,,,0.034529469598585494,0.05590954561068882,-0.028283080250978365,-0.038713938340127124,0.0,0.0030618586601616573
A_relvol_ge2,hit_p10_10d,10,123720,587082,392,2347,12,0.25493048819915937,0.21010693565805116,0.22336220854922278,0.0010151695092048979,123520,0.9983834464920789,1.141332232761472,3.156827964993658,11.78509414107584,2347,0.24619067564120423,0.26421433301839425,True,0.04743083003952564,0.07939924799768701,-0.04029304029304037,-0.05425752940146688,0.0,0.004882923077593725,8.0,12,11,0.9166666666666666,0.25474874840761746,0.013094083414161009,activity,today's volume >= 2x its own trailing 20-day median,WEAK,,,,,,,,,,,,,,,,,,
A_volz_ge4,hit_p10_10d,10,13858,587082,392,2085,12,0.3216192812815702,0.21010693565805116,0.2832163023020124,0.004107005048707733,13814,0.9968249386635878,1.1355959338014046,3.84029789795578,14.050278893813346,2085,0.30896056809651856,0.33583222212606767,True,0.06282103355620816,0.10006288462169491,-0.05633802816901401,-0.06750730441839978,-0.011049723756906271,0.006116563078286741,6.0,12,12,1.0,0.32087227414330216,0.012916726800404099,activity,volume z >= 4 vs own 60-day history,WEAK,,,,,,,,,,,,,,,,,,
A_volz_ge3,hit_p10_10d,10,23030,587082,392,2231,12,0.31684759009986974,0.21010693565805116,0.2790310650887574,0.0034425428391560457,22984,0.9980026052974381,1.1355280101086511,3.7816525011112323,14.311209954495286,2231,0.30526644454655083,0.3273578654710078,True,0.06153846153846154,0.09727620089382254,-0.056034482758620774,-0.06810093768869203,-0.012658227848101333,0.0037521502667503914,6.0,12,11,0.9166666666666666,0.31631051024858264,0.01289622231871472,activity,volume z >= 3 vs own 60-day history,WEAK,,,,,,,,,,,,,,,,,,
A_relvol_ge3,hit_p10_10d,10,74574,587082,392,2345,12,0.25746238635449353,0.21010693565805116,0.22680810741791108,0.0010277911566117545,74401,0.9976801566229517,1.1351551286434594,3.0654278936582458,11.194902338976888,2345,0.24707733479914387,0.2678026612055398,True,0.0463109372401348,0.08039434088965304,-0.03988661381892644,-0.05421564774376718,0.0,0.005384498922395207,7.0,12,11,0.9166666666666666,0.25734075381692245,0.014763858717515487,activity,today's volume >= 3x its own trailing 20-day median,WEAK,,,,,,,,,,,,,,,,,,
A_volz_ge2,hit_p20_20d,20,41144,587082,392,2305,12,0.1922759090025277,0.1305899346258274,0.1705179379837414,0.0022929465159471562,41086,0.9985903169356407,1.1275993087585499,2.1757971018786293,8.882868318614914,2305,0.18288770411351435,0.20295822314044726,True,,,,,,,6.0,12,11,0.9166666666666666,0.19125109788230701,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,WEAK,0.08048103607770596,0.12959023859858068,-0.07514450867052025,-0.0913579279241095,-0.020154937404559703,0.0013364487376847079,,,,,,,,,,,,
E_xsrank_ge90,hit_p5_5d,5,58245,587082,392,2347,12,0.4033822645720663,0.32451514439209517,0.35860914614206296,0.0015458577118283672,58101,0.9975276847798095,1.124852137516709,4.477311843000331,17.96136606979863,2347,0.39052964705297183,0.4171849903796037,True,,,,,,,7.0,12,12,1.0,0.40290775978174537,0.017563739376770537,leadership,causal cross-sectional rank of relative volume >= 0.90,WEAK,,,,,,,,,,,,,0.0371075166508088,0.059695198241189164,-0.03188405797101457,-0.04224908245676959,0.0,0.002784864614303265
A_repeat_shock,hit_p10_10d,10,101172,587082,392,2344,12,0.25955798046890444,0.21010693565805116,0.2307500915107686,0.0013536562459515393,101081,0.9991005416518405,1.1248445396853357,2.8807888958135823,10.359392474565267,2344,0.24862849900431577,0.26897018769637293,True,0.04807692307692313,0.08039994158040004,-0.041095890410958846,-0.05518576437284108,0.0,0.004685215420011454,8.0,12,12,1.0,0.2593533533136177,0.013511643537737714,activity,abnormal volume with another in the prior five,WEAK,,,,,,,,,,,,,,,,,,
A_repeat_shock,hit_p5_5d,5,101172,587082,392,2344,12,0.38894160439647335,0.32451514439209517,0.3464998367645749,0.0011886518182470328,101081,0.9991005416518405,1.12248712157291,4.244176763189844,16.472021303804134,2344,0.37596541287793944,0.40062420467533866,True,,,,,,,8.0,12,12,1.0,0.3884040704889551,0.013511643537737714,activity,abnormal volume with another in the prior five,WEAK,,,,,,,,,,,,,0.0349243306169964,0.05638142073579135,-0.028863724711690852,-0.03964511869811014,0.0,0.0026063614373308627
A_turnover_z_ge3,hit_p20_20d,20,24064,587082,392,2217,12,0.19942652925531915,0.1305899346258274,0.17770630360562914,0.002144050701251721,24018,0.9980884308510638,1.1222254090477843,2.1720225649690006,9.605343867065296,2217,0.18817853727728612,0.2115409344023873,True,,,,,,,6.0,12,12,1.0,0.19879769558320112,0.012882313829787235,activity,turnover z >= 3 vs own 60-day history,WEAK,0.0820144943092147,0.13397209976531343,-0.07808046879853359,-0.09411286457740174,-0.022328548644338198,0.0010249496444708279,,,,,,,,,,,,
B_relvol3_premove_p3lt2,hit_p10_10d,10,37428,587082,392,2303,12,0.1904723736240248,0.21010693565805116,0.17012237481964412,0.0017851653088836398,37426,0.9999465640696804,1.1196197667992536,2.0349998804380682,3.5294028096394237,2303,0.17929656595788301,0.202846432515529,True,0.02941176470588247,0.06025370930594272,-0.017474883195407187,-0.04004221943479696,0.0,0.005010701986385587,9.0,12,10,0.8333333333333334,0.19007553560388163,0.020439243347226674,premove,3x volume AND prior 3-day return below +2 %,WEAK,,,,,,,,,,,,,,,,,,
E_xsz_ge3,hit_p5_5d,5,95194,587082,392,2347,12,0.38085383532575584,0.32451514439209517,0.34017364765312563,0.001649022732955757,95020,0.9981721537071664,1.1195865345601144,4.068018767263021,18.770898665121933,2347,0.36916373206598135,0.3919796325583001,True,,,,,,,8.0,12,12,1.0,0.3802375296912114,0.014780343298947413,leadership,relative volume 3 robust deviations above the causal market median,WEAK,,,,,,,,,,,,,0.03404255319148941,0.05631522333645217,-0.02884404222491671,-0.03994425691035413,0.0,0.00287390598972008
B_relvol3_atbreakout,hit_p5_5d,5,30199,587082,392,2153,12,0.3398456902546442,0.32451514439209517,0.3038212971862261,0.0024122527757841584,30173,0.9991390443392165,1.118570993544335,3.6024393068418092,12.531944092810829,2153,0.3237029940985609,0.3570591625887108,True,,,,,,,7.0,12,9,0.75,0.34031796713896095,0.01519917878075433,premove,3x volume AND within 1 % of the 20-day high,WEAK,,,,,,,,,,,,,0.022821576763485396,0.05088900352475675,-0.020851433536055564,-0.03457927067278227,0.0,0.0030734416558301485
D_sell_pressure_drop,hit_p5_5d,5,94844,587082,392,2335,12,0.37966555607102187,0.32451514439209517,0.3405952129902994,0.0015544798458328624,94840,0.9999578254818439,1.1147119559801935,3.907034308072249,8.799434118739283,2335,0.3685075920356286,0.3888025691175153,True,,,,,,,9.0,12,10,0.8333333333333334,0.3790837222592628,0.012009194044958036,tightening,down-volume share fell by more than 15 points against the prior window,WEAK,,,,,,,,,,,,,0.03571428571428581,0.05516482351117321,-0.02832299600682886,-0.03754235319597082,-0.004366812227074135,0.0039852960563218015
E_xsrank_ge95,hit_p10_10d,10,29571,587082,392,2346,12,0.27709580332082107,0.21010693565805116,0.24859324622433396,0.0026978518305037463,29465,0.9964154069865747,1.114655396026533,2.8502557096487107,11.479785181996291,2346,0.2632989415833995,0.28828443809149606,True,0.05208333333333326,0.08884785570639646,-0.04800817160367721,-0.06092443367483145,-0.00489356759876336,0.004259557878338791,6.0,12,12,1.0,0.2754761904761905,0.02225153021541375,leadership,causal cross-sectional rank of relative volume >= 0.95,WEAK,,,,,,,,,,,,,,,,,,
A_volz_ge4,hit_p20_20d,20,13858,587082,392,2085,12,0.199812382739212,0.1305899346258274,0.17961126393513827,0.0029176535582564095,13814,0.9968249386635878,1.1124713359305591,2.020111880407374,9.592443292029724,2085,0.18830151824205243,0.21194801530427454,True,,,,,,,6.0,12,10,0.8333333333333334,0.19908715496631166,0.012916726800404099,activity,volume z >= 4 vs own 60-day history,WEAK,0.08200049537313381,0.13470232416699682,-0.07620147366105795,-0.09087235209720801,-0.019607843137254943,0.003977825968994764,,,,,,,,,,,,
E_xsz_ge3,hit_p10_10d,10,95194,587082,392,2347,12,0.25076160262201397,0.21010693565805116,0.22600136813302468,0.0015243195887274647,95020,0.9981721537071664,1.1095578964517854,2.4760234488989283,11.547217850890252,2347,0.24189835151505398,0.2607667984366481,True,0.04651162790697683,0.08074078764522498,-0.04117647058823526,-0.05567733226311898,0.0,0.005126165690565777,8.0,12,12,1.0,0.2507046714172605,0.014780343298947413,leadership,relative volume 3 robust deviations above the causal market median,WEAK,,,,,,,,,,,,,,,,,,
B_relvol2_postmove_p3ge5,hit_p20_30d,30,34622,587082,392,2289,12,0.27554733984171914,0.18646287912080425,0.24903904511430305,0.0018048361954434917,34601,0.9993934492519208,1.1064423239903725,2.650829472741609,8.841767844832122,2289,0.26371554195374985,0.2865090617041199,True,,,,,,,6.0,12,12,1.0,0.27407837445573296,0.015597019236323725,premove,2x volume AFTER a prior 3-day return of +5 % or more — the echo,WEAK,,,,,,,0.1042323230653065,0.17356917757178697,-0.1001759643247021,-0.11775400451174645,-0.03703703703703698,0.004338906010182526,,,,,,
C_vca_q98,hit_p5_5d,5,11612,587082,391,1949,12,0.2700654495349638,0.32451514439209517,0.24425649434711313,0.002640768928866695,11587,0.9978470547709266,1.1056633325379175,2.5808955187850673,6.663762666671746,1949,0.25095110947921473,0.28888622132291125,True,,,,,,,8.5,12,9,0.75,0.26874458874458873,0.02058215638994144,compression,volume-compression activity above its 98th percentile (3.27),WEAK,,,,,,,,,,,,,0.012345679012345734,0.04051374870258615,-0.004006895487058071,-0.028172606455894932,0.0,0.0010251586492474067
B_relvol2_atbreakout,hit_p5_5d,5,38754,587082,392,2214,12,0.3374619394127058,0.32451514439209517,0.3053347793529062,0.0024242539588213226,38727,0.9993032977241059,1.1052194582182262,3.21271600597996,11.631616093996444,2214,0.321310259722166,0.35515416227473895,True,,,,,,,7.0,12,9,0.75,0.3378094620868438,0.016204778861536873,premove,2x volume AND within 1 % of the 20-day high,WEAK,,,,,,,,,,,,,0.023177872034561342,0.05029716624058888,-0.020861840787545105,-0.03420634645987495,0.0,0.0035082855576836556
B_relvol3_premove_p3lt2,hit_p5_5d,5,37428,587082,392,2303,12,0.2862295607566528,0.32451514439209517,0.25918211938224767,0.002295221719459232,37426,0.9999465640696804,1.1043568955982284,2.704744137440512,6.679564550074487,2303,0.2683577694241787,0.3034378918009578,True,,,,,,,9.0,12,10,0.8333333333333334,0.2844815999569904,0.020439243347226674,premove,3x volume AND prior 3-day return below +2 %,WEAK,,,,,,,,,,,,,0.01980198019801982,0.04086177771877809,-0.010752688172043112,-0.027923505350403697,0.0,0.0025224793267713025
D_sell_pressure_drop,hit_p10_10d,10,94844,587082,392,2335,12,0.2467209312133609,0.21010693565805116,0.22346003795866717,0.0015648085060828276,94840,0.9999578254818439,1.1040941971821026,2.3260893254693715,7.140781614720408,2335,0.23719493643252354,0.25490381136529244,True,0.04984353732932145,0.0787969335480373,-0.040723981900452566,-0.05455826089260504,-0.007407407407407418,0.004777936067427047,9.0,12,10,0.8333333333333334,0.2462668402281699,0.012009194044958036,tightening,down-volume share fell by more than 15 points against the prior window,WEAK,,,,,,,,,,,,,,,,,,
