candidate,outcome,horizon,n_signal,n_population,n_symbols,n_dates,n_years,hit_rate,base_rate_all,control_rate_mean,control_rate_sd,n_matched,match_share,lift,excess_pp,t_nw_date,n_diff_dates,ci_lo,ci_hi,ci_excludes_control,median_mfe_10d,mean_mfe_10d,median_mae_10d,mean_mae_10d,median_fwd_ret_10d,mean_fwd_ret_10d,median_days_to_p10,years_total,years_beat,year_consistency,loso_worst_rate,top3_symbol_share,family,description,status,median_mfe_20d,mean_mfe_20d,median_mae_20d,mean_mae_20d,median_fwd_ret_20d,mean_fwd_ret_20d,median_mfe_30d,mean_mfe_30d,median_mae_30d,mean_mae_30d,median_fwd_ret_30d,mean_fwd_ret_30d,median_mfe_5d,mean_mfe_5d,median_mae_5d,mean_mae_5d,median_fwd_ret_5d,mean_fwd_ret_5d
B_relvol2_below20dhigh,hit_p20_20d,20,49306,587082,392,2344,12,0.17310266499006205,0.1305899346258274,0.15682842639593905,0.001190467232233105,49250,0.998864235589989,1.1037709742233353,1.6274238594122998,7.419045278850166,2344,0.16428621480161773,0.18237718134853292,True,,,,,,,8.0,12,12,1.0,0.1720311671358055,0.017908570964994118,premove,2x volume AND still 5 % or more below the 20-day high,WEAK,0.07788179465056089,0.12356584979334172,-0.06628170139120027,-0.08475948820676149,-0.011363636363636576,0.004883542742606548,,,,,,,,,,,,
B_relvol2_postmove_p3ge5,clean_p20_30d,30,34622,587082,392,2289,12,0.2239616428860262,0.16058915108962632,0.20301869888153518,0.001379561712266451,34601,0.9993934492519208,1.103157709702437,2.0942944004491038,8.02700857695433,2289,0.21535433346269545,0.23272022475301637,True,,,,,,,6.0,12,12,1.0,0.2230769230769231,0.015597019236323725,premove,2x volume AFTER a prior 3-day return of +5 % or more — the echo,WEAK,,,,,,,0.1042323230653065,0.17356917757178697,-0.1001759643247021,-0.11775400451174645,-0.03703703703703698,0.004338906010182526,,,,,,
CHAIN_3_shock_premove_below,hit_p20_20d,20,34895,587082,392,2331,12,0.16509528585757272,0.1305899346258274,0.14967615281001917,0.0017159004285803375,34893,0.9999426851984525,1.1030166312867602,1.5419133047553546,5.796904086103573,2331,0.15612319689869156,0.17570323645134023,True,,,,,,,8.0,12,12,1.0,0.16411277522869594,0.020260782347041123,chain,shock + not run + below the 20-day high,WEAK,0.07563025210084029,0.1199012879371032,-0.05960264900662249,-0.0792429262291368,-0.0062893081761006275,0.0074683624374159005,,,,,,,,,,,,
B_relvol3_below20dhigh,hit_p20_20d,20,24998,587082,392,2330,12,0.1804544363549084,0.1305899346258274,0.16372183465640283,0.001729828340964053,24942,0.9977598207856628,1.1022014060159995,1.6732601698505571,6.113000633073509,2330,0.16829002340040006,0.1912541213305702,True,,,,,,,7.0,12,12,1.0,0.17863468040573177,0.02236178894311545,premove,3x volume AND still 5 % or more below the 20-day high,WEAK,0.08000000000000007,0.12669803366975654,-0.06705261527993317,-0.0853641227671249,-0.01098901098901095,0.0029984887134137305,,,,,,,,,,,,
A_volz_ge3,hit_p20_20d,20,23030,587082,392,2231,12,0.19435518888406425,0.1305899346258274,0.17634876435781413,0.0022497958991077203,22984,0.9980026052974381,1.1021068936361398,1.800642452625012,9.031779348783385,2231,0.18298822429237363,0.2042423572028122,True,,,,,,,6.0,12,11,0.9166666666666666,0.19367640645442652,0.01289622231871472,activity,volume z >= 3 vs own 60-day history,WEAK,0.08088235294117652,0.13192958150438133,-0.07627118644067798,-0.09170524345984819,-0.020650539984434835,0.0019893406254948083,,,,,,,,,,,,
A_first_shock,hit_p5_5d,5,25108,587082,392,2291,12,0.3769714831926079,0.32451514439209517,0.34274489470325464,0.0030571538201718948,25072,0.9985661940417396,1.0998602430471984,3.4226588489353285,9.12468703811951,2291,0.3642250668571202,0.38820414073959697,True,,,,,,,9.0,12,11,0.9166666666666666,0.3768538876673996,0.01254580213477776,activity,first abnormal-volume day after a quiet five,KILLED,,,,,,,,,,,,,0.034482758620689724,0.05509661253890538,-0.024913434497110476,-0.033899574771395095,0.0,0.0059181764400725355
E_xsrank95_premove,hit_p5_5d,5,13349,587082,390,2254,12,0.33290883212225636,0.32451514439209517,0.30271596613471197,0.004311504977196389,13347,0.9998501760431493,1.0997399191458852,3.019286598754439,8.051784523453659,2254,0.31146631223276044,0.3553582680008766,True,,,,,,,8.0,12,9,0.75,0.33131664523935567,0.03266162259345269,leadership,causal rank >= 0.95 AND prior 3-day return below +2 %,KILLED,,,,,,,,,,,,,0.028511087645195277,0.048190308432127876,-0.01834862385321112,-0.03247142222823257,0.0,0.0032729854493258616
B_relvol3_postmove_p3ge5,clean_p20_30d,30,24415,587082,392,2243,12,0.2262133934056932,0.16058915108962632,0.20579169570029104,0.002360585691867552,24397,0.9992627483104649,1.0992347997075862,2.042169770540217,7.882402869039643,2243,0.21683260321510545,0.23510730053753817,True,,,,,,,5.0,12,12,1.0,0.22522633744855966,0.01576899447061233,premove,3x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,,,,,,,0.10406937958639095,0.17628701600986335,-0.10041841004184093,-0.1175167562067358,-0.03907637655417395,0.004897591032738673,,,,,,
E_xsrank_ge99,hit_p20_20d,20,6546,587082,385,2332,12,0.1941643751909563,0.1305899346258274,0.1770694723812471,0.004816431340723574,6463,0.9873205010693553,1.0965434785495138,1.7094902809709211,6.735868253673321,2332,0.17537594876382603,0.2134690205507492,False,,,,,,,5.0,12,12,1.0,0.19155493912775468,0.04078826764436297,leadership,causal cross-sectional rank of relative volume >= 0.99,KILLED,0.0730593607305936,0.13308149990446405,-0.0737968160124966,-0.09117288949796169,-0.014884979702300405,0.0018342124717378935,,,,,,,,,,,,
D_range_compression,hit_p20_20d,20,6631,587082,383,1932,12,0.1586487709244458,0.1305899346258274,0.14508901629450813,0.003907229065612072,6628,0.9995475795505957,1.0934581746789158,1.3559754629937664,3.530785841617476,1932,0.13723830219322322,0.18109492709787253,False,,,,,,,10.0,12,8,0.6666666666666666,0.15583028083028083,0.04810737445332529,tightening,"5-day true range under 60 % of the 20-day, price in the top half of its range",KILLED,0.06666666666666665,0.12326299789038879,-0.05421686746987964,-0.07397111707732544,-0.003241567720920435,0.02040446922294049,,,,,,,,,,,,
CHAIN_4_shock_premove_below_tight,hit_p10_10d,10,5660,587082,388,1912,12,0.2734982332155477,0.21010693565805116,0.25012367491166076,0.00612329977974951,5660,1.0,1.0934520025385401,2.337455830388696,4.262058934048517,1912,0.25714125116695097,0.29051904859232786,True,0.056442510740551954,0.08851196525047637,-0.048293343914629194,-0.06119588867016597,-0.00990099009900991,0.004013388716407354,8.0,12,12,1.0,0.2725493684397794,0.024558303886925797,chain,shock + not run + below high + light sell-side,KILLED,,,,,,,,,,,,,,,,,,
CHAIN_4_shock_premove_lead,hit_p5_5d,5,13239,587082,390,2250,12,0.3312939043734421,0.32451514439209517,0.3034826622346454,0.003913182824115764,13237,0.9998489311881562,1.091640299755253,2.781124213879671,7.80392726944534,2250,0.31060255407722825,0.35315882279590155,True,,,,,,,8.0,12,9,0.75,0.3296728437428506,0.03263086335825969,chain,shock + not run + causal cross-sectional leadership,KILLED,,,,,,,,,,,,,0.02824858757062154,0.04805777774748468,-0.018181818181818188,-0.03246838553226529,0.0,0.0031477915702828327
B_relvol2_postmove_p3ge5,hit_p10_20d,20,34622,587082,392,2289,12,0.45687713014846054,0.3274380750900215,0.4188549463888327,0.002157995798555061,34601,0.9993934492519208,1.0907764945510283,3.802218375962785,9.837463617296898,2289,0.4466673657249736,0.4663933687878467,True,,,,,,,6.0,12,12,1.0,0.4557910014513788,0.015597019236323725,premove,2x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,0.09026631444648403,0.14600001325227557,-0.08571428571428574,-0.09935774237769501,-0.028818443804034533,0.00649241156089409,,,,,,,,,,,,
B_relvol3_postmove_p3ge5,hit_p20_30d,30,24415,587082,392,2243,12,0.27683800942043824,0.18646287912080425,0.2543570930852154,0.0029067576432211285,24397,0.9992627483104649,1.0883832884762636,2.2480916335222814,8.6782223715917,2243,0.26398203995623454,0.2895382298607007,True,,,,,,,5.0,12,12,1.0,0.27521311205370014,0.01576899447061233,premove,3x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,,,,,,,0.10406937958639095,0.17628701600986335,-0.10041841004184093,-0.1175167562067358,-0.03907637655417395,0.004897591032738673,,,,,,
B_relvol2_premove_p3lt2,hit_p5_5d,5,65401,587082,392,2334,12,0.3053928839008578,0.32451514439209517,0.2809906107593969,0.0012173824433259406,65394,0.9998929679974312,1.0868437314486246,2.440227314146087,6.1497557950026644,2334,0.29203648499677853,0.31886327045063206,True,,,,,,,9.0,12,10,0.8333333333333334,0.3042462616606986,0.017155700983165396,premove,2x volume AND prior 3-day return below +2 %,KILLED,,,,,,,,,,,,,0.02506265664160412,0.04373634618172672,-0.016260162601626105,-0.029818330736631538,0.0,0.00286829646442923
CHAIN_2_shock_premove,hit_p5_5d,5,65401,587082,392,2334,12,0.3053928839008578,0.32451514439209517,0.2809906107593969,0.0012173824433259406,65394,0.9998929679974312,1.0868437314486246,2.440227314146087,6.1497557950026644,2334,0.29203648499677853,0.31886327045063206,True,,,,,,,9.0,12,10,0.8333333333333334,0.3042462616606986,0.017155700983165396,chain,shock + not already run,KILLED,,,,,,,,,,,,,0.02506265664160412,0.04373634618172672,-0.016260162601626105,-0.029818330736631538,0.0,0.00286829646442923
E_xsrank_ge90,hit_p10_10d,10,58245,587082,392,2347,12,0.2608120868744098,0.21010693565805116,0.2400759023080498,0.0019648501141438304,58101,0.9975276847798095,1.0863734525869504,2.0736184566360034,10.80853356049611,2347,0.25074881060703913,0.27236766600479073,True,0.04950495049504955,0.08441179178612593,-0.045174537987679675,-0.05892848679491045,-0.0038461538461539435,0.0039746982982686455,7.0,12,12,1.0,0.2607352966547625,0.017563739376770537,leadership,causal cross-sectional rank of relative volume >= 0.90,KILLED,,,,,,,,,,,,,,,,,,
B_relvol3_below20dhigh,hit_p10_20d,20,24998,587082,392,2330,12,0.4091927354188335,0.3274380750900215,0.37689840429797133,0.0027622833704478694,24942,0.9977598207856628,1.0856844463959179,3.229433112086216,6.540338889210912,2330,0.3958444107453482,0.4232207463917949,True,,,,,,,7.0,12,12,1.0,0.40738206407985833,0.02236178894311545,premove,3x volume AND still 5 % or more below the 20-day high,KILLED,0.08000000000000007,0.12669803366975654,-0.06705261527993317,-0.0853641227671249,-0.01098901098901095,0.0029984887134137305,,,,,,,,,,,,
B_relvol3_atbreakout,hit_p10_10d,10,30199,587082,392,2153,12,0.2275240902016623,0.21010693565805116,0.20957478540416927,0.0021213605549073988,30173,0.9991390443392165,1.0856462992997549,1.7949304797493042,9.154433214592437,2153,0.21440624964993726,0.2413471078725285,True,0.03169251517194871,0.07217309373064773,-0.03065134099616862,-0.0487042374431275,0.0,0.00448725849195763,7.0,12,9,0.75,0.22769906206346038,0.01519917878075433,premove,3x volume AND within 1 % of the 20-day high,KILLED,,,,,,,,,,,,,,,,,,
B_relvol3_premove_p3lt5,hit_p5_5d,5,49700,587082,392,2327,12,0.3158148893360161,0.32451514439209517,0.2909741226658081,0.0018753523903445922,49696,0.9999195171026157,1.0853710510114778,2.484076667020801,8.012075441123196,2327,0.3007681928293208,0.3292381655495475,True,,,,,,,8.0,12,10,0.8333333333333334,0.31443893554588687,0.018651911468812878,premove,3x volume AND prior 3-day return below +5 %,KILLED,,,,,,,,,,,,,0.024867454333483807,0.04498838926485791,-0.018111165431062393,-0.030937589044135648,0.0,0.0026712682360284664
B_relvol2_premove_p3lt2,hit_p10_10d,10,65401,587082,392,2334,12,0.19995107108454,0.21010693565805116,0.18428449093188976,0.0013940427319858715,65394,0.9998929679974312,1.0850130147813442,1.5666580152650238,3.1519795044629064,2334,0.1909628132125931,0.20893705767572998,True,0.03571428571428581,0.06398372911039997,-0.024793388429751984,-0.042919153024333266,0.0,0.004923410743141395,9.0,12,10,0.8333333333333334,0.1997571808388019,0.017155700983165396,premove,2x volume AND prior 3-day return below +2 %,KILLED,,,,,,,,,,,,,,,,,,
CHAIN_2_shock_premove,hit_p10_10d,10,65401,587082,392,2334,12,0.19995107108454,0.21010693565805116,0.18428449093188976,0.0013940427319858715,65394,0.9998929679974312,1.0850130147813442,1.5666580152650238,3.1519795044629064,2334,0.1909628132125931,0.20893705767572998,True,0.03571428571428581,0.06398372911039997,-0.024793388429751984,-0.042919153024333266,0.0,0.004923410743141395,9.0,12,10,0.8333333333333334,0.1997571808388019,0.017155700983165396,chain,shock + not already run,KILLED,,,,,,,,,,,,,,,,,,
D_sell_pressure_drop,clean_p20_30d,30,94844,587082,392,2335,12,0.18401796634473452,0.16058915108962632,0.16987557992408264,0.0010927938974880363,94840,0.9999578254818439,1.0832514386463838,1.4142386420651882,4.338844228189206,2335,0.17717145481378496,0.19070934749195478,True,,,,,,,9.0,12,10,0.8333333333333334,0.18362595379454127,0.012009194044958036,tightening,down-volume share fell by more than 15 points against the prior window,KILLED,,,,,,,0.08571428571428563,0.1427038182704815,-0.07142857142857151,-0.0935147363494833,-0.012680691318270987,0.012916919289872146,,,,,,
C_vca_q95_premove,hit_p5_5d,5,17407,587082,392,2106,12,0.2300798529327282,0.32451514439209517,0.21265942778352293,0.0031725029506819522,17406,0.9999425518469581,1.0819170131777864,1.7420425149205276,1.2415778778953084,2106,0.21309448923720764,0.24645088886256195,True,,,,,,,10.0,12,8,0.6666666666666666,0.22887527453473586,0.02131326477853737,compression,volume compression in the top 5 % AND prior 3-day return below +2 %,KILLED,,,,,,,,,,,,,0.011538461538461497,0.03358975609630627,0.0,-0.020838098739160576,0.0,0.0033175227554787384
B_relvol2_postmove_p3ge5,clean_p10_20d,20,34622,587082,392,2289,12,0.39434463635838485,0.2955754051393161,0.3647250079477472,0.0018464527137351736,34601,0.9993934492519208,1.0812108513650371,2.961962841063764,8.856431765888912,2289,0.3864459900660853,0.4022188052276805,True,,,,,,,6.0,12,12,1.0,0.3934978229317852,0.015597019236323725,premove,2x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,0.09026631444648403,0.14600001325227557,-0.08571428571428574,-0.09935774237769501,-0.028818443804034533,0.00649241156089409,,,,,,,,,,,,
B_relvol2_below20dhigh,hit_p10_20d,20,49306,587082,392,2344,12,0.4017158155194094,0.3274380750900215,0.37176954314720806,0.0017388368753910876,49250,0.998864235589989,1.0805506339158695,2.994627237220132,7.645918507695254,2344,0.38996466069466795,0.4121990808719816,True,,,,,,,8.0,12,12,1.0,0.4005425692489699,0.017908570964994118,premove,2x volume AND still 5 % or more below the 20-day high,KILLED,0.07788179465056089,0.12356584979334172,-0.06628170139120027,-0.08475948820676149,-0.011363636363636576,0.004883542742606548,,,,,,,,,,,,
D_range_compression,clean_p20_30d,30,6631,587082,383,1932,12,0.18881013421806667,0.16058915108962632,0.1748868436934218,0.004684236630229107,6628,0.9995475795505957,1.0796131385844718,1.392329052464486,2.333109008546732,1932,0.16801175981186514,0.21000996843329456,False,,,,,,,10.0,12,9,0.75,0.18612083396743265,0.04810737445332529,tightening,"5-day true range under 60 % of the 20-day, price in the top half of its range",KILLED,,,,,,,0.08467741935483852,0.15921729453309935,-0.06611570247933884,-0.08915765382988367,-0.006800408024481452,0.029381410873180445,,,,,,
B_relvol3_postmove_p3ge5,hit_p10_20d,20,24415,587082,392,2243,12,0.4596354699979521,0.3274380750900215,0.42583719309751195,0.002487108644220039,24397,0.9992627483104649,1.0793690110849978,3.3798276900440127,9.93792840717073,2243,0.4488836249058558,0.4703827633609175,True,,,,,,,5.0,12,12,1.0,0.45833161858512694,0.01576899447061233,premove,3x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,0.09090909090909105,0.1489262994274214,-0.08598351001177873,-0.0991278559445549,-0.03041825095057038,0.006840634133333173,,,,,,,,,,,,
A_volz_ge2,clean_p20_30d,30,41144,587082,392,2305,12,0.20423391016916198,0.16058915108962632,0.18925303022927517,0.0022445081719293554,41086,0.9985903169356407,1.079157939614804,1.498087993988681,5.368770037256315,2305,0.19598296830788056,0.21355125879978243,True,,,,,,,6.0,12,10,0.8333333333333334,0.20342539279789207,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,KILLED,,,,,,,0.09333333333333349,0.15569498620382693,-0.08953063536454353,-0.10925028972298406,-0.027027027027026973,0.0005511383182101106,,,,,,
CHAIN_3_shock_premove_below,hit_p10_20d,20,34895,587082,392,2331,12,0.3911448631609113,0.3274380750900215,0.36245808614908437,0.002163248264069541,34893,0.9999426851984525,1.0791450876859414,2.8686777011826923,6.3736214053557765,2331,0.37916556279002833,0.4029780639820711,True,,,,,,,8.0,12,11,0.9166666666666666,0.389971181556196,0.020260782347041123,chain,shock + not run + below the 20-day high,KILLED,0.07563025210084029,0.1199012879371032,-0.05960264900662249,-0.0792429262291368,-0.0062893081761006275,0.0074683624374159005,,,,,,,,,,,,
F_room_available,hit_p5_5d,5,120588,587082,392,2347,12,0.373113410952997,0.32451514439209517,0.3458913377329515,0.00139214556810322,120465,0.9989799980097522,1.078701228534332,2.7222073220045493,15.093678802234901,2347,0.36400574258792284,0.38380597423217155,True,,,,,,,8.0,12,11,0.9166666666666666,0.372563880467735,0.0132351477758981,constraint,abnormal volume that did NOT close at its circuit limit,KILLED,,,,,,,,,,,,,0.03333333333333344,0.05367055765365457,-0.028037383177570208,-0.038465085798927795,0.0,0.002095352999862454
B_relvol2_premove_p3lt5,hit_p5_5d,5,88574,587082,392,2339,12,0.3303904080204123,0.32451514439209517,0.30647264720826517,0.0013495475647980777,88565,0.9998983900467405,1.0780420733430598,2.3917760812147137,7.977229017469569,2339,0.31934991352438,0.3424455171638308,True,,,,,,,9.0,12,10,0.8333333333333334,0.32952534374007353,0.015399552916205659,premove,2x volume AND prior 3-day return below +5 %,KILLED,,,,,,,,,,,,,0.028368794326241176,0.047118195492567246,-0.021428571428571463,-0.0323511701666679,0.0,0.0029418743275313746
D_sell_pressure_drop,clean_p10_20d,20,94844,587082,392,2335,12,0.3367318965880815,0.2955754051393161,0.3127277520033741,0.001661718562176488,94840,0.9999578254818439,1.0767573214396773,2.40041445847074,5.140547144913285,2335,0.32688855658809285,0.344542513885104,True,,,,,,,9.0,12,10,0.8333333333333334,0.3362825302416154,0.012009194044958036,tightening,down-volume share fell by more than 15 points against the prior window,KILLED,0.06995974743630573,0.11379214741259218,-0.058252427184466105,-0.07699839154234268,-0.011090573012939031,0.008303928228416895,,,,,,,,,,,,
D_sell_pressure_drop,hit_p20_20d,20,94844,587082,392,2335,12,0.1502888954493695,0.1305899346258274,0.13961145086461413,0.0011173937037340174,94840,0.9999578254818439,1.0764797193751188,1.0677444584755365,4.980892945769396,2335,0.14263552875588642,0.15791170458434436,True,,,,,,,9.0,12,10,0.8333333333333334,0.14986612481612005,0.012009194044958036,tightening,down-volume share fell by more than 15 points against the prior window,KILLED,0.06995974743630573,0.11379214741259218,-0.058252427184466105,-0.07699839154234268,-0.011090573012939031,0.008303928228416895,,,,,,,,,,,,
A_volz_ge2,hit_p10_20d,20,41144,587082,392,2305,12,0.4176793700174995,0.3274380750900215,0.38858248551818136,0.002432357044026456,41086,0.9985903169356407,1.074879557320866,2.909688449931813,8.306379178997078,2305,0.40651847677610914,0.42876059007938594,True,,,,,,,6.0,12,11,0.9166666666666666,0.4166585342051332,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,KILLED,0.08048103607770596,0.12959023859858068,-0.07514450867052025,-0.0913579279241095,-0.020154937404559703,0.0013364487376847079,,,,,,,,,,,,
B_relvol3_premove_p3lt5,hit_p10_10d,10,49700,587082,392,2327,12,0.20744466800804828,0.21010693565805116,0.19299641822279462,0.0015275730343214606,49696,0.9999195171026157,1.074862787181365,1.4448249785253664,4.308685715045534,2327,0.19586012797370358,0.21823777694871987,True,0.03536030030872861,0.06548618129089037,-0.026666666666666727,-0.043788236810812745,0.0,0.005099799802367521,8.0,12,10,0.8333333333333334,0.20712334311443895,0.018651911468812878,premove,3x volume AND prior 3-day return below +5 %,KILLED,,,,,,,,,,,,,,,,,,
B_relvol3_below20dhigh,clean_p10_20d,20,24998,587082,392,2330,12,0.35054804384350746,0.2955754051393161,0.32615668350573335,0.0028688521700300515,24942,0.9977598207856628,1.0747841806414205,2.4391360337774115,5.063896250779504,2330,0.34059204893395373,0.3605941749813151,True,,,,,,,7.0,12,12,1.0,0.3493398808565448,0.02236178894311545,premove,3x volume AND still 5 % or more below the 20-day high,KILLED,0.08000000000000007,0.12669803366975654,-0.06705261527993317,-0.0853641227671249,-0.01098901098901095,0.0029984887134137305,,,,,,,,,,,,
B_relvol2_atbreakout,hit_p10_10d,10,38754,587082,392,2214,12,0.22570573360169272,0.21010693565805116,0.21002272316471715,0.0018204372828951993,38727,0.9993032977241059,1.0746729220513962,1.5683010436975564,8.903281863730843,2214,0.21185474953520064,0.24002579349888745,True,0.03239453312304752,0.07118294045163781,-0.030303030303030165,-0.04825352457149071,0.0,0.004607910940237862,7.0,12,9,0.75,0.22589760207388204,0.016204778861536873,premove,2x volume AND within 1 % of the 20-day high,KILLED,,,,,,,,,,,,,,,,,,
F_room_available,hit_p10_10d,10,120588,587082,392,2347,12,0.2468985305337181,0.21010693565805116,0.2298049225916241,0.0011837379060885777,120465,0.9989799980097522,1.0743831235129626,1.7093607942093998,10.124912725134623,2347,0.23835951881058892,0.25557066137897594,True,0.04597701149425282,0.07671280103559497,-0.03984063745019917,-0.053704089716197244,0.0,0.0041019016617611665,8.0,12,11,0.9166666666666666,0.24668859010115307,0.0132351477758981,constraint,abnormal volume that did NOT close at its circuit limit,KILLED,,,,,,,,,,,,,,,,,,
A_first_shock,hit_p10_10d,10,25108,587082,392,2291,12,0.24398598056396367,0.21010693565805116,0.2272196075303127,0.002347871635644869,25072,0.9985661940417396,1.0737892878823867,1.6766373033650972,7.956925650546455,2291,0.23470910052467192,0.2533819933315251,True,0.04729729729729726,0.07717629308094662,-0.0357142857142857,-0.04869489443889507,0.0,0.0075119612923214615,9.0,12,10,0.8333333333333334,0.24389366380171898,0.01254580213477776,activity,first abnormal-volume day after a quiet five,KILLED,,,,,,,,,,,,,,,,,,
B_relvol3_postmove_p3ge5,clean_p10_20d,20,24415,587082,392,2243,12,0.39668236739709195,0.2955754051393161,0.3696561052588433,0.002911378629354795,24397,0.9992627483104649,1.0731119052348697,2.702626213824866,8.667488017828038,2243,0.3877159630159207,0.40481088671358484,True,,,,,,,5.0,12,12,1.0,0.39565414214576733,0.01576899447061233,premove,3x volume AFTER a prior 3-day return of +5 % or more — the echo,KILLED,0.09090909090909105,0.1489262994274214,-0.08598351001177873,-0.0991278559445549,-0.03041825095057038,0.006840634133333173,,,,,,,,,,,,
D_range_compression,hit_p20_30d,30,6631,587082,383,1932,12,0.22063037249283668,0.18646287912080425,0.20582377791188894,0.003944255332155663,6628,0.9995475795505957,1.0719382120476593,1.480659458094774,2.780849273742046,1932,0.19542777088419785,0.24549693976930903,False,,,,,,,10.0,12,10,0.8333333333333334,0.21733821733821734,0.04810737445332529,tightening,"5-day true range under 60 % of the 20-day, price in the top half of its range",KILLED,,,,,,,0.08467741935483852,0.15921729453309935,-0.06611570247933884,-0.08915765382988367,-0.006800408024481452,0.029381410873180445,,,,,,
B_relvol2_below20dhigh,clean_p10_20d,20,49306,587082,392,2344,12,0.3495517786881921,0.2955754051393161,0.32612994923857863,0.0015372992670002735,49250,0.998864235589989,1.071817474915214,2.3421829449613463,6.148601749706248,2344,0.34089991352208937,0.35724386213613935,True,,,,,,,8.0,12,12,1.0,0.34873332517439726,0.017908570964994118,premove,2x volume AND still 5 % or more below the 20-day high,KILLED,0.07788179465056089,0.12356584979334172,-0.06628170139120027,-0.08475948820676149,-0.011363636363636576,0.004883542742606548,,,,,,,,,,,,
A_relvol_ge5,hit_p20_20d,20,39419,587082,392,2322,12,0.15725918973084047,0.1305899346258274,0.14679164121360214,0.0015204322592557583,39288,0.9966767294959283,1.0713088867296965,1.0467548517238328,7.290649527539888,2322,0.14796820035244296,0.16862092432399894,True,,,,,,,6.0,12,10,0.8333333333333334,0.1569586709473577,0.01725056444861615,activity,today's volume >= 5x its own trailing 20-day median,KILLED,0.05882352941176472,0.11145381064206476,-0.05281285878300801,-0.07301063515740569,0.0,0.0035371491293000046,,,,,,,,,,,,
E_xsrank_ge95,hit_p20_20d,20,29571,587082,392,2346,12,0.17354840891413886,0.1305899346258274,0.1621958255557441,0.0018419182545063668,29465,0.9964154069865747,1.0699930674444087,1.1352583358394757,7.4404427715395105,2346,0.16111768134935206,0.18555654748580924,False,,,,,,,6.0,12,11,0.9166666666666666,0.17200680272108843,0.02225153021541375,leadership,causal cross-sectional rank of relative volume >= 0.95,KILLED,0.06849315068493156,0.12256157586187767,-0.06658595641646492,-0.08405404213964283,-0.010810810810810811,0.004150129129639532,,,,,,,,,,,,
A_volz_ge2,hit_p20_30d,30,41144,587082,392,2305,12,0.24492027999222243,0.18646287912080425,0.2291583507764202,0.002442928419027177,41086,0.9985903169356407,1.0687818234043396,1.5761929215802244,6.18333558379523,2305,0.23408369825602132,0.2567487932652151,True,,,,,,,6.0,12,10,0.8333333333333334,0.2438030643115058,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,KILLED,,,,,,,0.09333333333333349,0.15569498620382693,-0.08953063536454353,-0.10925028972298406,-0.027027027027026973,0.0005511383182101106,,,,,,
CHAIN_3_shock_premove_below,clean_p10_20d,20,34895,587082,392,2331,12,0.3407651526006591,0.2955754051393161,0.3188562175794572,0.0025181924536475716,34893,0.9999426851984525,1.0687110171049858,2.190893502120189,5.226648587595535,2331,0.33148541537731985,0.3500795718079924,True,,,,,,,8.0,12,11,0.9166666666666666,0.3399135446685879,0.020260782347041123,chain,shock + not run + below the 20-day high,KILLED,0.07563025210084029,0.1199012879371032,-0.05960264900662249,-0.0792429262291368,-0.0062893081761006275,0.0074683624374159005,,,,,,,,,,,,
B_relvol2_premove_p3lt5,hit_p10_10d,10,88574,587082,392,2339,12,0.2159663106554971,0.21010693565805116,0.2021650764974877,0.0014739789436219717,88565,0.9998983900467405,1.0682671527449137,1.3801234158009406,4.671357070320721,2339,0.2075201108542814,0.2255655058267021,True,0.040000000000000036,0.06835561367896988,-0.030973451327433787,-0.04610373756369283,0.0,0.005034496640389066,9.0,12,10,0.8333333333333334,0.21583614960647782,0.015399552916205659,premove,2x volume AND prior 3-day return below +5 %,KILLED,,,,,,,,,,,,,,,,,,
A_volz_ge2,clean_p10_20d,20,41144,587082,392,2305,12,0.36491347462570484,0.2955754051393161,0.34190843596358855,0.0022524814082142547,41086,0.9985903169356407,1.0672842089906753,2.3005038662116286,7.072031860554499,2305,0.35550579340076643,0.3740990242715838,True,,,,,,,6.0,12,10,0.8333333333333334,0.3642285546989363,0.012760062220493876,activity,volume z >= 2 vs own 60-day history,KILLED,0.08048103607770596,0.12959023859858068,-0.07514450867052025,-0.0913579279241095,-0.020154937404559703,0.0013364487376847079,,,,,,,,,,,,
C_bigvol_smallbody,hit_p5_5d,5,27822,587082,392,2227,12,0.2595068650708073,0.32451514439209517,0.2433678421222905,0.0017231074487343387,27819,0.9998921716627129,1.0663153471991615,1.6139022948516768,6.192846446755617,2227,0.2444997751746013,0.2754899074881172,True,,,,,,,8.0,12,9,0.75,0.2585876828607549,0.017360362303213285,compression,3x volume with a body under a quarter of the day's range,KILLED,,,,,,,,,,,,,0.011111111111111072,0.03806742439837634,-0.004736532151771,-0.02780757982955168,0.0,0.0005848592533616434
