mechanism,test,variant,split,h,outcome,n_rows,n_signal,episodes,lift_vs_base,incremental_vs_best_baseline,passed,note
trap_pressure,liquidity_split,top,holdout,180,down,453,0,0,,,,"symbols: BEXIMCO, LOVELLO, MALEKSPIN, PTL, SAIHAMCOT, SAIHAMTEX, SHARPIND; basis: day_volume"
trap_pressure,liquidity_split,mid,holdout,180,down,461,0,0,,,,"symbols: BRACBANK, BXPHARMA, GP, IPDC, ORIONPHARM, POWERGRID, SQURPHARMA; basis: day_volume"
vacuum_snapback,real,holdout,holdout,180,move,914,0,0,,,,best simple baseline = price_only_response; outcome = move; direction = 0
vacuum_snapback,baseline_comparison,state - price_only_response,holdout,180,move,914,0,0,,,False,no valid bootstrap resamples
vacuum_snapback,baseline,imb_l1,holdout,180,move,914,735,51,0.04351508656,,,
vacuum_snapback,baseline,imb_topk,holdout,180,move,914,732,36,0.01308127369,,,
vacuum_snapback,baseline,imb_weighted,holdout,180,move,914,673,41,0.01022723947,,,
vacuum_snapback,baseline,depth_ratio,holdout,180,move,914,593,22,-0.002809952731,,,
vacuum_snapback,baseline,price_only_response,holdout,180,move,914,474,85,0.06219243092,,,
vacuum_snapback,baseline,volume_only_response,holdout,180,move,914,629,75,-0.002812633718,,,
vacuum_snapback,graded_score,score_ge_0.6,holdout,180,move,914,0,0,,,,
vacuum_snapback,timestamp_permutation,circular shift within symbol,holdout,180,move,914,0,0,,,False,no signal rows; BH-FDR q=None pass=None
vacuum_snapback,side_flip,not_applicable,holdout,180,move,914,0,0,,,,mechanism carries no direction: side flip not applicable
vacuum_snapback,anchor_shift,placebo_shift_-h,holdout,180,move,914,0,0,,,,placebo must show |lift| < ½ real lift
vacuum_snapback,anchor_shift,leak_control_shift_+h,holdout,180,move,914,0,0,,,,future-shifted signal: expected to inflate (sensitivity)
vacuum_snapback,removal,largest_wall_removed,holdout,180,move,914,0,0,,,,best baseline price_only_response is not an imbalance baseline: unaffected by wall removal
vacuum_snapback,leave_one_symbol_out,without BEXIMCO,holdout,180,move,825,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without BRACBANK,holdout,180,move,832,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without BXPHARMA,holdout,180,move,838,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without GP,holdout,180,move,847,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without IPDC,holdout,180,move,847,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without LOVELLO,holdout,180,move,832,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without MALEKSPIN,holdout,180,move,833,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without ORIONPHARM,holdout,180,move,860,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without POWERGRID,holdout,180,move,880,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without PTL,holdout,180,move,833,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without SAIHAMCOT,holdout,180,move,826,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without SHARPIND,holdout,180,move,882,0,0,,,,
vacuum_snapback,leave_one_symbol_out,without SQURPHARMA,holdout,180,move,833,0,0,,,,
vacuum_snapback,liquidity_split,top,holdout,180,move,453,0,0,,,,"symbols: BEXIMCO, LOVELLO, MALEKSPIN, PTL, SAIHAMCOT, SAIHAMTEX, SHARPIND; basis: day_volume"
vacuum_snapback,liquidity_split,mid,holdout,180,move,461,0,0,,,,"symbols: BRACBANK, BXPHARMA, GP, IPDC, ORIONPHARM, POWERGRID, SQURPHARMA; basis: day_volume"
