mechanism,family,variant,split,h,outcome,primary_direction,n_rows,n_signal,n_signal_valid,episodes,share_of_rows,p_outcome,p_up,p_down,mean_fwd_ticks,base_p_outcome,base_mean_ticks,ctrl_p_outcome,ctrl_mean_ticks,n_matched,lift_vs_matched,lift_vs_base,ticks_vs_base,n_imb_l1,p_imb_l1,lift_imb_l1_vs_base,inc_vs_imb_l1,n_imb_topk,p_imb_topk,lift_imb_topk_vs_base,inc_vs_imb_topk,n_imb_weighted,p_imb_weighted,lift_imb_weighted_vs_base,inc_vs_imb_weighted,n_depth_ratio,p_depth_ratio,lift_depth_ratio_vs_base,inc_vs_depth_ratio,n_price_only_response,p_price_only_response,lift_price_only_response_vs_base,inc_vs_price_only_response,n_volume_only_response,p_volume_only_response,lift_volume_only_response_vs_base,inc_vs_volume_only_response,best_baseline,inc_vs_best
absorption,accumulation,mirror,dev,60,down,1,1624,64,64,35,0.039408867,0.078125,0.25,0.078125,0.484375,0.09259259259,0.03117283951,0.015625,0.2265625,64,0.0625,-0.01446759259,0.4532021605,657,0.1400304414,0.04743784881,-0.0619054414,295,0.1457627119,0.05317011927,-0.06763771186,230,0.1347826087,0.0421900161,-0.0566576087,273,0.1135531136,0.02096052096,-0.03542811355,490,0.06326530612,-0.02932728647,0.01485969388,612,0.09640522876,0.003812636166,-0.01828022876,imb_topk,-0.06763771186
absorption,accumulation,mirror,dev,180,down,1,1624,64,64,35,0.039408867,0.40625,0.421875,0.40625,0.1171875,0.3257389163,-0.1804187192,0.265625,-0.1171875,64,0.140625,0.08051108374,0.2976062192,659,0.4506828528,0.1249439366,-0.04443285281,295,0.4847457627,0.1590068465,-0.07849576271,231,0.380952381,0.0552134647,0.02529761905,275,0.3490909091,0.02335199283,0.05715909091,490,0.3551020408,0.02936312456,0.05114795918,614,0.3664495114,0.04071059514,0.0398004886,imb_topk,-0.07849576271
absorption,accumulation,mirror,dev,600,down,1,1624,64,64,35,0.039408867,0.390625,0.453125,0.390625,-0.0078125,0.4267241379,-0.3143472906,0.28125,0.8828125,64,0.109375,-0.03609913793,0.3065347906,659,0.5326251897,0.1059010518,-0.1420001897,295,0.6813559322,0.2546317943,-0.2907309322,231,0.619047619,0.1923234811,-0.228422619,275,0.4545454545,0.02782131661,-0.06392045455,490,0.4102040816,-0.0165200563,-0.01957908163,614,0.4153094463,-0.01141469168,-0.02468444625,imb_topk,-0.2907309322
absorption,accumulation,mirror,holdout,60,down,1,914,30,30,16,0.03282275711,0,0.1666666667,0,0.8,0.1062431544,-0.05366922234,0.1,-0.06666666667,30,-0.1,-0.1062431544,0.8536692223,282,0.1843971631,0.07815400868,-0.1843971631,25,0.08,-0.02624315444,-0.08,22,0.09090909091,-0.01533406353,-0.09090909091,51,0.01960784314,-0.0866353113,-0.01960784314,266,0.05263157895,-0.05361157549,-0.05263157895,628,0.1035031847,-0.002739969723,-0.1035031847,imb_l1,-0.1843971631
absorption,accumulation,mirror,holdout,180,down,1,914,30,30,16,0.03282275711,0.2333333333,0.4,0.2333333333,0.7166666667,0.3008752735,-0.09299781182,0.2,-0.1,30,0.03333333333,-0.06754194019,0.8096644785,283,0.4558303887,0.1549551152,-0.2224970554,25,0.32,0.01912472648,-0.08666666667,22,0.2272727273,-0.07360254625,0.006060606061,51,0.137254902,-0.1636203716,0.09607843137,266,0.3270676692,0.02619239565,-0.09373433584,629,0.2813990461,-0.01947622742,-0.04806571277,imb_l1,-0.2224970554
absorption,accumulation,mirror,holdout,600,down,1,914,30,30,16,0.03282275711,0.2666666667,0.3666666667,0.2666666667,0.08333333333,0.398249453,-0.2768052516,0.3,0.2166666667,30,-0.03333333333,-0.1315827863,0.360138585,283,0.5830388693,0.1847894163,-0.3163722026,25,0.4,0.001750547046,-0.1333333333,22,0.4090909091,0.01084145614,-0.1424242424,51,0.4901960784,0.09194662548,-0.2235294118,266,0.3834586466,-0.01479080634,-0.1167919799,629,0.3640699523,-0.03417950065,-0.09740328564,imb_l1,-0.3163722026
absorption,accumulation,mirror,val,60,down,1,1375,40,40,21,0.02909090909,0.025,0,0.025,-0.025,0.09249817917,-0.08849235251,0.025,-0.0125,40,0,-0.06749817917,0.06349235251,385,0.1272727273,0.0347745481,-0.1022727273,24,0.125,0.03250182083,-0.1,72,0.09722222222,0.004724043053,-0.07222222222,75,0.05333333333,-0.03916484584,-0.02833333333,326,0.1012269939,0.008728814695,-0.07622699387,544,0.09558823529,0.003090056124,-0.07058823529,imb_l1,-0.1022727273
absorption,accumulation,mirror,val,180,down,1,1375,40,40,21,0.02909090909,0.075,0.35,0.075,0.2875,0.2727272727,-0.1661818182,0.2,0.125,40,-0.125,-0.1977272727,0.4536818182,385,0.4077922078,0.1350649351,-0.3327922078,24,0.5416666667,0.2689393939,-0.4666666667,72,0.4444444444,0.1717171717,-0.3694444444,75,0.2533333333,-0.01939393939,-0.1783333333,327,0.3363914373,0.06366416458,-0.2613914373,545,0.2825688073,0.009841534612,-0.2075688073,imb_topk,-0.4666666667
absorption,accumulation,mirror,val,600,down,1,1375,40,40,21,0.02909090909,0.425,0.425,0.425,-0.1875,0.4567272727,-0.4934545455,0.45,-0.1875,40,-0.025,-0.03172727273,0.3059545455,385,0.6285714286,0.1718441558,-0.2035714286,24,0.5,0.04327272727,-0.075,72,0.6666666667,0.2099393939,-0.2416666667,75,0.2933333333,-0.1633939394,0.1316666667,327,0.4678899083,0.01116263553,-0.04288990826,545,0.4366972477,-0.02003002502,-0.01169724771,imb_weighted,-0.2416666667
absorption,accumulation,score_ge_0.6,dev,60,up,1,1624,77,77,41,0.0474137931,0.09090909091,0.09090909091,0.07792207792,-0.1363636364,0.09012345679,0.03117283951,0.1298701299,0.3571428571,77,-0.03896103896,0.000785634119,-0.1675364759,679,0.1207658321,0.03064237532,-0.0298567412,727,0.1348005502,0.04467709342,-0.0438914593,768,0.12109375,0.03097029321,-0.03018465909,743,0.1117092867,0.02158582989,-0.02080019577,379,0.06068601583,-0.02943744096,0.03022307508,612,0.08660130719,-0.003522149601,0.00430778372,imb_topk,-0.0438914593
absorption,accumulation,score_ge_0.6,dev,180,up,1,1624,77,77,41,0.0474137931,0.2857142857,0.2857142857,0.4935064935,-2.045454545,0.256773399,-0.1804187192,0.3766233766,0.3051948052,77,-0.09090909091,0.0289408867,-1.865035826,680,0.3235294118,0.06675601275,-0.03781512605,728,0.342032967,0.08525956802,-0.05631868132,769,0.3289986996,0.0722253006,-0.0432844139,743,0.3135935397,0.05682014069,-0.02787925399,380,0.2315789474,-0.02519445165,0.05413533835,614,0.2703583062,0.01358490717,0.01535597953,imb_topk,-0.05631868132
absorption,accumulation,score_ge_0.6,dev,600,up,1,1624,77,77,41,0.0474137931,0.4155844156,0.4155844156,0.4805194805,-2.12987013,0.3626847291,-0.3143472906,0.5064935065,1.149350649,77,-0.09090909091,0.05289968652,-1.815522839,680,0.3911764706,0.02849174152,0.024407945,728,0.4642857143,0.1016009852,-0.0487012987,769,0.4317295189,0.06904478979,-0.01614510327,743,0.3876177658,0.02493303675,0.02796664977,380,0.3157894737,-0.04689525538,0.0997949419,614,0.3778501629,0.0151654338,0.03773425272,imb_topk,-0.0487012987
absorption,accumulation,score_ge_0.6,holdout,60,up,1,914,31,31,17,0.03391684902,0.09677419355,0.09677419355,0.1290322581,-0.1129032258,0.06024096386,-0.05366922234,0.1935483871,0.4677419355,31,-0.09677419355,0.03653322969,-0.05923400346,452,0.08407079646,0.0238298326,0.01270339709,706,0.06657223796,0.006331274105,0.03020195559,650,0.07230769231,0.01206672845,0.02446650124,541,0.05545286506,-0.004788098791,0.04132132848,208,0.0625,0.002259036145,0.03427419355,628,0.07484076433,0.01459980048,0.02193342922,imb_l1,0.01270339709
absorption,accumulation,score_ge_0.6,holdout,180,up,1,914,31,31,17,0.03391684902,0.1290322581,0.1290322581,0.5806451613,-0.7258064516,0.2297592998,-0.09299781182,0.3548387097,0.1612903226,31,-0.2258064516,-0.1007270417,-0.6328086398,452,0.3362831858,0.1065238861,-0.2072509278,707,0.2545968883,0.02483758848,-0.1255646302,651,0.2703533026,0.04059400283,-0.1413210445,542,0.2527675277,0.02300822789,-0.1237352696,208,0.2403846154,0.0106253156,-0.1113523573,629,0.2464228935,0.0166635937,-0.1173906354,imb_l1,-0.2072509278
absorption,accumulation,score_ge_0.6,holdout,600,up,1,914,31,31,17,0.03391684902,0.2258064516,0.2258064516,0.5806451613,-2.532258065,0.3501094092,-0.2768052516,0.3548387097,-1.080645161,31,-0.1290322581,-0.1243029576,-2.255452813,452,0.4380530973,0.08794368815,-0.2122466457,707,0.369165488,0.01905607879,-0.1433590364,651,0.4116743472,0.06156493797,-0.1858678955,542,0.352398524,0.002289114795,-0.1265920724,208,0.2836538462,-0.06645556304,-0.05784739454,629,0.3513513514,0.001241942161,-0.1255448997,imb_l1,-0.2122466457
absorption,accumulation,score_ge_0.6,val,60,up,1,1375,39,39,24,0.02836363636,0.07692307692,0.07692307692,0.2564102564,-0.1153846154,0.04952658412,-0.08849235251,0,-0.1153846154,39,0.07692307692,0.0273964928,-0.02689226287,733,0.06821282401,0.01868623989,0.008710252912,930,0.04838709677,-0.001139487348,0.02853598015,826,0.05811138015,0.008584796023,0.01881169678,684,0.04678362573,-0.002742958391,0.03013945119,280,0.03928571429,-0.01024086984,0.03763736264,544,0.04227941176,-0.007247172358,0.03464366516,imb_l1,0.008710252912
absorption,accumulation,score_ge_0.6,val,180,up,1,1375,39,39,24,0.02836363636,0.3846153846,0.3846153846,0.358974359,-0.2948717949,0.2101818182,-0.1661818182,0.3333333333,-0.1025641026,39,0.05128205128,0.1744335664,-0.1286899767,735,0.2789115646,0.06872974644,0.10570382,931,0.2040816327,-0.006100185529,0.180533752,828,0.2475845411,0.03740272288,0.1370308436,686,0.2084548105,-0.001727007686,0.1761605741,280,0.3035714286,0.09338961039,0.08104395604,545,0.2055045872,-0.004677231026,0.1791107975,price_only_response,0.08104395604
absorption,accumulation,score_ge_0.6,val,600,up,1,1375,39,39,24,0.02836363636,0.358974359,0.358974359,0.4358974359,-0.3333333333,0.2683636364,-0.4934545455,0.2051282051,-1.128205128,39,0.1538461538,0.09061072261,0.1601212121,735,0.3292517007,0.06088806432,0.02972265829,931,0.2781954887,0.009831852358,0.08077887025,828,0.3055555556,0.03719191919,0.05341880342,686,0.2536443149,-0.01471932149,0.1053300441,280,0.2964285714,0.02806493506,0.06254578755,545,0.304587156,0.0362235196,0.05438720301,imb_l1,0.02972265829
absorption,accumulation,state,dev,60,up,1,1624,84,84,45,0.05172413793,0.08333333333,0.08333333333,0.07142857143,-0.125,0.09012345679,0.03117283951,0.1785714286,0.6547619048,84,-0.09523809524,-0.006790123457,-0.1561728395,679,0.1207658321,0.03064237532,-0.03743249877,727,0.1348005502,0.04467709342,-0.05146721687,768,0.12109375,0.03097029321,-0.03776041667,743,0.1117092867,0.02158582989,-0.02837595334,379,0.06068601583,-0.02943744096,0.0226473175,612,0.08660130719,-0.003522149601,-0.003267973856,imb_topk,-0.05146721687
absorption,accumulation,state,dev,180,up,1,1624,84,84,45,0.05172413793,0.2738095238,0.2738095238,0.4880952381,-1.886904762,0.256773399,-0.1804187192,0.3333333333,0.2619047619,84,-0.05952380952,0.01703612479,-1.706486043,680,0.3235294118,0.06675601275,-0.04971988796,728,0.342032967,0.08525956802,-0.06822344322,769,0.3289986996,0.0722253006,-0.0551891758,743,0.3135935397,0.05682014069,-0.03978401589,380,0.2315789474,-0.02519445165,0.04223057644,614,0.2703583062,0.01358490717,0.003451217621,imb_topk,-0.06822344322
absorption,accumulation,state,dev,600,up,1,1624,84,84,45,0.05172413793,0.4285714286,0.4285714286,0.4761904762,-1.81547619,0.3626847291,-0.3143472906,0.4642857143,0.5833333333,84,-0.03571428571,0.06588669951,-1.5011289,680,0.3911764706,0.02849174152,0.03739495798,728,0.4642857143,0.1016009852,-0.03571428571,769,0.4317295189,0.06904478979,-0.003158090284,743,0.3876177658,0.02493303675,0.04095366276,380,0.3157894737,-0.04689525538,0.1127819549,614,0.3778501629,0.0151654338,0.0507212657,imb_topk,-0.03571428571
absorption,accumulation,state,holdout,60,up,1,914,33,33,17,0.03610503282,0.09090909091,0.09090909091,0.1212121212,-0.1060606061,0.06024096386,-0.05366922234,0.1875,0.375,32,-0.09659090909,0.03066812705,-0.05239138372,452,0.08407079646,0.0238298326,0.006838294449,706,0.06657223796,0.006331274105,0.02433685295,650,0.07230769231,0.01206672845,0.0186013986,541,0.05545286506,-0.004788098791,0.03545622584,208,0.0625,0.002259036145,0.02840909091,628,0.07484076433,0.01459980048,0.01606832658,imb_l1,0.006838294449
absorption,accumulation,state,holdout,180,up,1,914,33,33,17,0.03610503282,0.1515151515,0.1515151515,0.5757575758,-0.696969697,0.2297592998,-0.09299781182,0.28125,-0.203125,32,-0.1297348485,-0.07824414827,-0.6039718852,452,0.3362831858,0.1065238861,-0.1847680343,707,0.2545968883,0.02483758848,-0.1030817367,651,0.2703533026,0.04059400283,-0.1188381511,542,0.2527675277,0.02300822789,-0.1012523762,208,0.2403846154,0.0106253156,-0.08886946387,629,0.2464228935,0.0166635937,-0.09490774197,imb_l1,-0.1847680343
absorption,accumulation,state,holdout,600,up,1,914,33,33,17,0.03610503282,0.2424242424,0.2424242424,0.5757575758,-2.393939394,0.3501094092,-0.2768052516,0.34375,-0.796875,32,-0.1013257576,-0.1076851668,-2.117134142,452,0.4380530973,0.08794368815,-0.1956288549,707,0.369165488,0.01905607879,-0.1267412456,651,0.4116743472,0.06156493797,-0.1692501047,542,0.352398524,0.002289114795,-0.1099742816,208,0.2836538462,-0.06645556304,-0.04122960373,629,0.3513513514,0.001241942161,-0.1089271089,imb_l1,-0.1956288549
absorption,accumulation,state,val,60,up,1,1375,44,44,28,0.032,0.06818181818,0.06818181818,0.2272727273,-0.1022727273,0.04952658412,-0.08849235251,0.1136363636,-0.2159090909,44,-0.04545454545,0.01865523406,-0.01378037476,733,0.06821282401,0.01868623989,-3.10058291e-05,930,0.04838709677,-0.001139487348,0.01979472141,826,0.05811138015,0.008584796023,0.01007043804,684,0.04678362573,-0.002742958391,0.02139819245,280,0.03928571429,-0.01024086984,0.0288961039,544,0.04227941176,-0.007247172358,0.02590240642,imb_l1,-3.10058291e-05
absorption,accumulation,state,val,180,up,1,1375,44,44,28,0.032,0.3409090909,0.3409090909,0.3636363636,-0.3295454545,0.2101818182,-0.1661818182,0.2727272727,-0.6590909091,44,0.06818181818,0.1307272727,-0.1633636364,735,0.2789115646,0.06872974644,0.06199752628,931,0.2040816327,-0.006100185529,0.1368274583,828,0.2475845411,0.03740272288,0.09332454985,686,0.2084548105,-0.001727007686,0.1324542804,280,0.3035714286,0.09338961039,0.03733766234,545,0.2055045872,-0.004677231026,0.1354045038,price_only_response,0.03733766234
absorption,accumulation,state,val,600,up,1,1375,44,44,28,0.032,0.3409090909,0.3409090909,0.4772727273,-0.4545454545,0.2683636364,-0.4934545455,0.3181818182,-0.3181818182,44,0.02272727273,0.07254545455,0.03890909091,735,0.3292517007,0.06088806432,0.01165739023,931,0.2781954887,0.009831852358,0.06271360219,828,0.3055555556,0.03719191919,0.03535353535,686,0.2536443149,-0.01471932149,0.08726477604,280,0.2964285714,0.02806493506,0.04448051948,545,0.304587156,0.0362235196,0.03632193495,imb_l1,0.01165739023
accumulation_like,accumulation,score_ge_0.6,dev,60,move,0,1624,0,0,0,0,,,,,0.1827160494,0.03117283951,,,0,,,,1336,0.1893712575,0.006655208102,,1022,0.1937377691,0.0110217197,,998,0.1953907816,0.01267473218,,1016,0.1830708661,0.000354816759,,869,0.1553509781,-0.02736507125,,612,0.1830065359,0.000290486565,,imb_weighted,
accumulation_like,accumulation,score_ge_0.6,dev,180,move,0,1624,0,0,0,0,,,,,0.5825123153,-0.1804187192,,,0,,,,1339,0.57356236,-0.008949955301,,1023,0.6217008798,0.03918856449,,1000,0.595,0.01248768473,,1018,0.6011787819,0.01866646665,,870,0.6264367816,0.04392446634,,614,0.6368078176,0.05429550232,,volume_only_response,
accumulation_like,accumulation,score_ge_0.6,dev,600,move,0,1624,0,0,0,0,,,,,0.789408867,-0.3143472906,,,0,,,,1339,0.785660941,-0.003747925994,,1023,0.7908113392,0.001402472203,,1000,0.766,-0.023408867,,1018,0.7701375246,-0.01927134244,,870,0.8252873563,0.03587848933,,614,0.7931596091,0.003750742125,,price_only_response,
accumulation_like,accumulation,score_ge_0.6,holdout,60,move,0,914,0,0,0,0,,,,,0.1664841183,-0.05366922234,,,0,,,,734,0.1811989101,0.01471479179,,731,0.1586867305,-0.007797387785,,672,0.1666666667,0.0001825483753,,592,0.160472973,-0.006011145318,,474,0.1476793249,-0.0188047934,,628,0.178343949,0.01185983075,,imb_l1,
accumulation_like,accumulation,score_ge_0.6,holdout,180,move,0,914,0,0,0,0,,,,,0.5306345733,-0.09299781182,,,0,,,,735,0.5741496599,0.04351508656,,732,0.543715847,0.01308127369,,673,0.5408618128,0.01022723947,,593,0.5278246206,-0.002809952731,,474,0.5928270042,0.06219243092,,629,0.5278219396,-0.002812633718,,price_only_response,
accumulation_like,accumulation,score_ge_0.6,holdout,600,move,0,914,0,0,0,0,,,,,0.7483588621,-0.2768052516,,,0,,,,735,0.756462585,0.00810372289,,732,0.7718579235,0.02349906135,,673,0.7696879643,0.02132910219,,593,0.7436762226,-0.004682639547,,474,0.8248945148,0.07653565262,,629,0.7154213037,-0.03293755849,,price_only_response,
accumulation_like,accumulation,score_ge_0.6,val,60,move,0,1375,0,0,0,0,,,,,0.1420247633,-0.08849235251,,,0,,,,1118,0.133273703,-0.008751060251,,954,0.1383647799,-0.003659983418,,898,0.1481069042,0.00608214094,,759,0.1475625823,0.005537819053,,606,0.1485148515,0.006490088193,,544,0.1378676471,-0.004157116233,,price_only_response,
accumulation_like,accumulation,score_ge_0.6,val,180,move,0,1375,0,0,0,0,,,,,0.4829090909,-0.1661818182,,,0,,,,1120,0.48125,-0.001659090909,,955,0.4460732984,-0.03683579248,,900,0.5011111111,0.0182020202,,761,0.4862023653,0.0032932744,,607,0.629324547,0.146415456,,545,0.4880733945,0.005164303586,,price_only_response,
accumulation_like,accumulation,score_ge_0.6,val,600,move,0,1375,0,0,0,0,,,,,0.7250909091,-0.4934545455,,,0,,,,1120,0.7330357143,0.007944805195,,955,0.7015706806,-0.02352022846,,900,0.7344444444,0.009353535354,,761,0.7227332457,-0.002357663362,,607,0.8220757825,0.09698487345,,545,0.7412844037,0.01619349458,,price_only_response,
accumulation_like,accumulation,state,dev,60,move,0,1624,0,0,0,0,,,,,0.1827160494,0.03117283951,,,0,,,,1336,0.1893712575,0.006655208102,,1022,0.1937377691,0.0110217197,,998,0.1953907816,0.01267473218,,1016,0.1830708661,0.000354816759,,869,0.1553509781,-0.02736507125,,612,0.1830065359,0.000290486565,,imb_weighted,
accumulation_like,accumulation,state,dev,180,move,0,1624,0,0,0,0,,,,,0.5825123153,-0.1804187192,,,0,,,,1339,0.57356236,-0.008949955301,,1023,0.6217008798,0.03918856449,,1000,0.595,0.01248768473,,1018,0.6011787819,0.01866646665,,870,0.6264367816,0.04392446634,,614,0.6368078176,0.05429550232,,volume_only_response,
accumulation_like,accumulation,state,dev,600,move,0,1624,0,0,0,0,,,,,0.789408867,-0.3143472906,,,0,,,,1339,0.785660941,-0.003747925994,,1023,0.7908113392,0.001402472203,,1000,0.766,-0.023408867,,1018,0.7701375246,-0.01927134244,,870,0.8252873563,0.03587848933,,614,0.7931596091,0.003750742125,,price_only_response,
accumulation_like,accumulation,state,holdout,60,move,0,914,0,0,0,0,,,,,0.1664841183,-0.05366922234,,,0,,,,734,0.1811989101,0.01471479179,,731,0.1586867305,-0.007797387785,,672,0.1666666667,0.0001825483753,,592,0.160472973,-0.006011145318,,474,0.1476793249,-0.0188047934,,628,0.178343949,0.01185983075,,imb_l1,
accumulation_like,accumulation,state,holdout,180,move,0,914,0,0,0,0,,,,,0.5306345733,-0.09299781182,,,0,,,,735,0.5741496599,0.04351508656,,732,0.543715847,0.01308127369,,673,0.5408618128,0.01022723947,,593,0.5278246206,-0.002809952731,,474,0.5928270042,0.06219243092,,629,0.5278219396,-0.002812633718,,price_only_response,
accumulation_like,accumulation,state,holdout,600,move,0,914,0,0,0,0,,,,,0.7483588621,-0.2768052516,,,0,,,,735,0.756462585,0.00810372289,,732,0.7718579235,0.02349906135,,673,0.7696879643,0.02132910219,,593,0.7436762226,-0.004682639547,,474,0.8248945148,0.07653565262,,629,0.7154213037,-0.03293755849,,price_only_response,
accumulation_like,accumulation,state,val,60,move,0,1375,0,0,0,0,,,,,0.1420247633,-0.08849235251,,,0,,,,1118,0.133273703,-0.008751060251,,954,0.1383647799,-0.003659983418,,898,0.1481069042,0.00608214094,,759,0.1475625823,0.005537819053,,606,0.1485148515,0.006490088193,,544,0.1378676471,-0.004157116233,,price_only_response,
accumulation_like,accumulation,state,val,180,move,0,1375,0,0,0,0,,,,,0.4829090909,-0.1661818182,,,0,,,,1120,0.48125,-0.001659090909,,955,0.4460732984,-0.03683579248,,900,0.5011111111,0.0182020202,,761,0.4862023653,0.0032932744,,607,0.629324547,0.146415456,,545,0.4880733945,0.005164303586,,price_only_response,
accumulation_like,accumulation,state,val,600,move,0,1375,0,0,0,0,,,,,0.7250909091,-0.4934545455,,,0,,,,1120,0.7330357143,0.007944805195,,955,0.7015706806,-0.02352022846,,900,0.7344444444,0.009353535354,,761,0.7227332457,-0.002357663362,,607,0.8220757825,0.09698487345,,545,0.7412844037,0.01619349458,,price_only_response,
adverse_retreat,accumulation,mirror,dev,60,up,-1,1624,2,2,2,0.001231527094,0,0,0,0,0.09012345679,0.03117283951,0,0,2,0,-0.09012345679,-0.03117283951,679,0.1207658321,0.03064237532,-0.1207658321,727,0.1348005502,0.04467709342,-0.1348005502,768,0.12109375,0.03097029321,-0.12109375,743,0.1117092867,0.02158582989,-0.1117092867,379,0.06068601583,-0.02943744096,-0.06068601583,612,0.08660130719,-0.003522149601,-0.08660130719,imb_topk,-0.1348005502
adverse_retreat,accumulation,mirror,dev,180,up,-1,1624,2,2,2,0.001231527094,0,0,0,0,0.256773399,-0.1804187192,1,0.5,2,-1,-0.256773399,0.1804187192,680,0.3235294118,0.06675601275,-0.3235294118,728,0.342032967,0.08525956802,-0.342032967,769,0.3289986996,0.0722253006,-0.3289986996,743,0.3135935397,0.05682014069,-0.3135935397,380,0.2315789474,-0.02519445165,-0.2315789474,614,0.2703583062,0.01358490717,-0.2703583062,imb_topk,-0.342032967
adverse_retreat,accumulation,mirror,dev,600,up,-1,1624,2,2,2,0.001231527094,0.5,0.5,0,0.75,0.3626847291,-0.3143472906,0,-0.25,2,0.5,0.1373152709,1.064347291,680,0.3911764706,0.02849174152,0.1088235294,728,0.4642857143,0.1016009852,0.03571428571,769,0.4317295189,0.06904478979,0.06827048114,743,0.3876177658,0.02493303675,0.1123822342,380,0.3157894737,-0.04689525538,0.1842105263,614,0.3778501629,0.0151654338,0.1221498371,imb_topk,0.03571428571
adverse_retreat,accumulation,mirror,holdout,60,up,-1,914,0,0,0,0,,,,,0.06024096386,-0.05366922234,,,0,,,,452,0.08407079646,0.0238298326,,706,0.06657223796,0.006331274105,,650,0.07230769231,0.01206672845,,541,0.05545286506,-0.004788098791,,208,0.0625,0.002259036145,,628,0.07484076433,0.01459980048,,imb_l1,
adverse_retreat,accumulation,mirror,holdout,180,up,-1,914,0,0,0,0,,,,,0.2297592998,-0.09299781182,,,0,,,,452,0.3362831858,0.1065238861,,707,0.2545968883,0.02483758848,,651,0.2703533026,0.04059400283,,542,0.2527675277,0.02300822789,,208,0.2403846154,0.0106253156,,629,0.2464228935,0.0166635937,,imb_l1,
adverse_retreat,accumulation,mirror,holdout,600,up,-1,914,0,0,0,0,,,,,0.3501094092,-0.2768052516,,,0,,,,452,0.4380530973,0.08794368815,,707,0.369165488,0.01905607879,,651,0.4116743472,0.06156493797,,542,0.352398524,0.002289114795,,208,0.2836538462,-0.06645556304,,629,0.3513513514,0.001241942161,,imb_l1,
adverse_retreat,accumulation,mirror,val,60,up,-1,1375,0,0,0,0,,,,,0.04952658412,-0.08849235251,,,0,,,,733,0.06821282401,0.01868623989,,930,0.04838709677,-0.001139487348,,826,0.05811138015,0.008584796023,,684,0.04678362573,-0.002742958391,,280,0.03928571429,-0.01024086984,,544,0.04227941176,-0.007247172358,,imb_l1,
adverse_retreat,accumulation,mirror,val,180,up,-1,1375,0,0,0,0,,,,,0.2101818182,-0.1661818182,,,0,,,,735,0.2789115646,0.06872974644,,931,0.2040816327,-0.006100185529,,828,0.2475845411,0.03740272288,,686,0.2084548105,-0.001727007686,,280,0.3035714286,0.09338961039,,545,0.2055045872,-0.004677231026,,price_only_response,
adverse_retreat,accumulation,mirror,val,600,up,-1,1375,0,0,0,0,,,,,0.2683636364,-0.4934545455,,,0,,,,735,0.3292517007,0.06088806432,,931,0.2781954887,0.009831852358,,828,0.3055555556,0.03719191919,,686,0.2536443149,-0.01471932149,,280,0.2964285714,0.02806493506,,545,0.304587156,0.0362235196,,imb_l1,
adverse_retreat,accumulation,score_ge_0.6,dev,60,down,-1,1624,2,2,2,0.001231527094,0,0,0,0,0.09259259259,0.03117283951,0,0,2,0,-0.09259259259,-0.03117283951,657,0.1400304414,0.04743784881,-0.1400304414,295,0.1457627119,0.05317011927,-0.1457627119,230,0.1347826087,0.0421900161,-0.1347826087,273,0.1135531136,0.02096052096,-0.1135531136,490,0.06326530612,-0.02932728647,-0.06326530612,612,0.09640522876,0.003812636166,-0.09640522876,imb_topk,-0.1457627119
adverse_retreat,accumulation,score_ge_0.6,dev,180,down,-1,1624,2,2,2,0.001231527094,0.5,0,0.5,-1.25,0.3257389163,-0.1804187192,0,0,2,0.5,0.1742610837,-1.069581281,659,0.4506828528,0.1249439366,0.04931714719,295,0.4847457627,0.1590068465,0.01525423729,231,0.380952381,0.0552134647,0.119047619,275,0.3490909091,0.02335199283,0.1509090909,490,0.3551020408,0.02936312456,0.1448979592,614,0.3664495114,0.04071059514,0.1335504886,imb_topk,0.01525423729
adverse_retreat,accumulation,score_ge_0.6,dev,600,down,-1,1624,2,2,2,0.001231527094,0.5,0,0.5,-1,0.4267241379,-0.3143472906,0.5,-2.5,2,0,0.07327586207,-0.6856527094,659,0.5326251897,0.1059010518,-0.03262518968,295,0.6813559322,0.2546317943,-0.1813559322,231,0.619047619,0.1923234811,-0.119047619,275,0.4545454545,0.02782131661,0.04545454545,490,0.4102040816,-0.0165200563,0.08979591837,614,0.4153094463,-0.01141469168,0.08469055375,imb_topk,-0.1813559322
adverse_retreat,accumulation,score_ge_0.6,holdout,60,down,-1,914,1,1,1,0.001094091904,0,0,0,0,0.1062431544,-0.05366922234,0,0.5,1,0,-0.1062431544,0.05366922234,282,0.1843971631,0.07815400868,-0.1843971631,25,0.08,-0.02624315444,-0.08,22,0.09090909091,-0.01533406353,-0.09090909091,51,0.01960784314,-0.0866353113,-0.01960784314,266,0.05263157895,-0.05361157549,-0.05263157895,628,0.1035031847,-0.002739969723,-0.1035031847,imb_l1,-0.1843971631
adverse_retreat,accumulation,score_ge_0.6,holdout,180,down,-1,914,1,1,1,0.001094091904,1,0,1,-1.5,0.3008752735,-0.09299781182,0,0,1,1,0.6991247265,-1.407002188,283,0.4558303887,0.1549551152,0.5441696113,25,0.32,0.01912472648,0.68,22,0.2272727273,-0.07360254625,0.7727272727,51,0.137254902,-0.1636203716,0.862745098,266,0.3270676692,0.02619239565,0.6729323308,629,0.2813990461,-0.01947622742,0.7186009539,imb_l1,0.5441696113
