symbol,year,rows,days
PTL,2024,1233,19
PUBALIBANK,2015,1813,42
PUBALIBANK,2016,12067,284
PUBALIBANK,2017,17571,247
PUBALIBANK,2018,10020,240
PUBALIBANK,2019,9853,236
PUBALIBANK,2020,6251,197
PUBALIBANK,2021,11492,239
PUBALIBANK,2022,7716,243
PUBALIBANK,2023,5367,242
PUBALIBANK,2024,731,22
PURABIGEN,2015,735,42
PURABIGEN,2016,7183,284
PURABIGEN,2017,12516,246
PURABIGEN,2018,6063,240
PURABIGEN,2019,20621,236
PURABIGEN,2020,23937,190
PURABIGEN,2021,37224,239
PURABIGEN,2022,17671,243
PURABIGEN,2023,20548,242
PURABIGEN,2024,2375,22
QUASEMIND,2015,3797,42
QUASEMIND,2016,24496,284
QUASEMIND,2017,18498,247
QUASEMIND,2018,14212,240
QUASEMIND,2019,15681,236
QUASEMIND,2020,21363,188
QUASEMIND,2021,23102,239
QUASEMIND,2022,24207,225
QUASEMIND,2023,154,79
QUASEMIND,2024,939,12
QUEENSOUTH,2018,18166,190
QUEENSOUTH,2019,13974,236
QUEENSOUTH,2020,10993,179
QUEENSOUTH,2021,26286,236
QUEENSOUTH,2022,33223,235
QUEENSOUTH,2023,1424,197
QUEENSOUTH,2024,1111,15
RAHIMAFOOD,2020,450,3
RAHIMAFOOD,2021,32549,239
RAHIMAFOOD,2022,32033,243
RAHIMAFOOD,2023,14383,232
RAHIMAFOOD,2024,1241,20
RAHIMTEXT,2015,815,42
RAHIMTEXT,2016,9458,284
RAHIMTEXT,2017,9947,247
RAHIMTEXT,2018,12683,240
RAHIMTEXT,2019,12529,236
RAHIMTEXT,2020,5096,168
RAHIMTEXT,2021,6931,200
RAHIMTEXT,2022,7365,223
RAHIMTEXT,2023,3807,212
RAHIMTEXT,2024,270,21
RAKCERAMIC,2015,2996,42
RAKCERAMIC,2016,19061,284
RAKCERAMIC,2017,22095,247
RAKCERAMIC,2018,15134,240
RAKCERAMIC,2019,13366,236
RAKCERAMIC,2020,9334,198
RAKCERAMIC,2021,26592,239
RAKCERAMIC,2022,33684,241
RAKCERAMIC,2023,870,197
RAKCERAMIC,2024,1248,19
RANFOUNDRY,2015,1875,42
RANFOUNDRY,2016,10637,283
RANFOUNDRY,2017,12549,247
RANFOUNDRY,2018,11721,240
RANFOUNDRY,2019,7483,235
RANFOUNDRY,2020,4434,191
RANFOUNDRY,2021,9215,228
RANFOUNDRY,2022,24305,243
RANFOUNDRY,2023,13772,243
RANFOUNDRY,2024,772,22
RDFOOD,2015,1225,42
RDFOOD,2016,11885,282
RDFOOD,2017,19671,247
RDFOOD,2018,20150,240
RDFOOD,2019,14737,236
RDFOOD,2020,15438,193
RDFOOD,2021,25355,239
RDFOOD,2022,24544,236
RDFOOD,2023,34679,239
RDFOOD,2024,2786,22
RECKITTBEN,2015,255,39
RECKITTBEN,2016,1829,262
RECKITTBEN,2017,1780,206
RECKITTBEN,2018,5470,238
RECKITTBEN,2019,18783,236
RECKITTBEN,2020,12655,197
RECKITTBEN,2021,13809,239
RECKITTBEN,2022,6842,240
RECKITTBEN,2023,2055,231
RECKITTBEN,2024,572,22
REGENTTEX,2015,1406,14
REGENTTEX,2016,22898,283
REGENTTEX,2017,22774,247
REGENTTEX,2018,17676,240
REGENTTEX,2019,17101,235
REGENTTEX,2020,11643,186
REGENTTEX,2021,20967,238
REGENTTEX,2022,10886,226
REGENTTEX,2023,381,111
REGENTTEX,2024,697,13
RELIANCE1,2015,314,40
RELIANCE1,2016,2373,276
RELIANCE1,2017,2997,244
RELIANCE1,2018,1149,218
RELIANCE1,2019,4762,234
RELIANCE1,2020,8305,193
RELIANCE1,2021,8044,239
RELIANCE1,2022,1810,205
RELIANCE1,2023,1677,157
RELIANCE1,2024,2200,22
RELIANCINS,2015,147,35
RELIANCINS,2016,2067,269
RELIANCINS,2017,2340,242
RELIANCINS,2018,1753,240
RELIANCINS,2019,4244,235
RELIANCINS,2020,9183,197
RELIANCINS,2021,17210,239
RELIANCINS,2022,9125,243
RELIANCINS,2023,14539,243
RELIANCINS,2024,1540,22
RENATA,2015,1205,42
RENATA,2016,10155,283
RENATA,2017,8560,246
RENATA,2018,8309,240
RENATA,2019,12173,236
RENATA,2020,11927,196
RENATA,2021,16611,239
RENATA,2022,13714,242
RENATA,2023,1356,228
RENATA,2024,71,18
RENWICKJA,2015,291,39
RENWICKJA,2016,6658,277
RENWICKJA,2017,6061,247
RENWICKJA,2018,10724,240
RENWICKJA,2019,13454,234
RENWICKJA,2020,4247,181
RENWICKJA,2021,6602,199
RENWICKJA,2022,4554,212
RENWICKJA,2023,4582,230
RENWICKJA,2024,219,20
REPUBLIC,2015,520,41
REPUBLIC,2016,6006,283
REPUBLIC,2017,4526,245
REPUBLIC,2018,8249,234
REPUBLIC,2019,17962,236
REPUBLIC,2020,22876,198
REPUBLIC,2021,34490,239
REPUBLIC,2022,11445,240
REPUBLIC,2023,19995,243
REPUBLIC,2024,3108,22
RINGSHINE,2019,1979,11
RINGSHINE,2020,21535,197
RINGSHINE,2021,34297,239
RINGSHINE,2022,26709,237
RINGSHINE,2023,670,184
RINGSHINE,2024,1237,14
RNSPIN,2015,1862,42
RNSPIN,2016,14442,285
RNSPIN,2017,23351,246
RNSPIN,2018,16466,240
RNSPIN,2019,18493,234
RNSPIN,2020,9800,196
RNSPIN,2021,21321,239
RNSPIN,2022,13988,234
RNSPIN,2023,1595,195
RNSPIN,2024,709,22
ROBI,2020,810,5
ROBI,2021,56041,237
ROBI,2022,33926,243
ROBI,2023,2967,240
ROBI,2024,248,22
RSRMSTEEL,2015,2992,42
RSRMSTEEL,2016,18326,284
RSRMSTEEL,2017,22777,246
RSRMSTEEL,2018,18867,239
RSRMSTEEL,2019,16200,235
RSRMSTEEL,2020,13786,193
RSRMSTEEL,2021,22969,238
RSRMSTEEL,2022,16193,244
RSRMSTEEL,2023,13058,244
RSRMSTEEL,2024,2037,22
RUNNERAUTO,2019,17353,142
RUNNERAUTO,2020,15705,188
RUNNERAUTO,2021,18309,239
RUNNERAUTO,2022,12233,228
RUNNERAUTO,2023,334,146
RUNNERAUTO,2024,565,11
RUPALIBANK,2015,1263,42
RUPALIBANK,2016,7400,284
RUPALIBANK,2017,15937,247
RUPALIBANK,2018,20039,240
RUPALIBANK,2019,15178,236
RUPALIBANK,2020,9200,191
RUPALIBANK,2021,19518,238
RUPALIBANK,2022,7430,230
RUPALIBANK,2023,16567,207
RUPALIBANK,2024,4640,22
RUPALIINS,2015,572,42
RUPALIINS,2016,6545,284
RUPALIINS,2017,8011,247
RUPALIINS,2018,5138,240
RUPALIINS,2019,20362,236
RUPALIINS,2020,22767,188
RUPALIINS,2021,38920,239
RUPALIINS,2022,18228,241
RUPALIINS,2023,20552,243
RUPALIINS,2024,3664,22
RUPALILIFE,2015,1514,42
RUPALILIFE,2016,12380,283
RUPALILIFE,2017,7950,247
RUPALILIFE,2018,16578,240
RUPALILIFE,2019,24881,236
RUPALILIFE,2020,24108,191
RUPALILIFE,2021,25781,239
RUPALILIFE,2022,18877,243
RUPALILIFE,2023,42376,243
RUPALILIFE,2024,3948,22
SADHESIVE,2022,1601,68
SADHESIVE,2023,2734,227
SADHESIVE,2024,214,19
SAFKOSPINN,2015,1914,42
SAFKOSPINN,2016,11455,284
SAFKOSPINN,2017,15026,247
SAFKOSPINN,2018,16463,240
SAFKOSPINN,2019,15247,236
SAFKOSPINN,2020,6921,175
SAFKOSPINN,2021,21334,239
SAFKOSPINN,2022,21854,221
SAFKOSPINN,2023,3337,190
SAFKOSPINN,2024,731,17
SAIFPOWER,2015,3719,41
SAIFPOWER,2016,21168,283
SAIFPOWER,2017,25783,246
SAIFPOWER,2018,20658,240
SAIFPOWER,2019,16915,236
SAIFPOWER,2020,18323,197
SAIFPOWER,2021,51772,239
SAIFPOWER,2022,42901,242
SAIFPOWER,2023,1566,200
SAIFPOWER,2024,1461,18
SAIHAMCOT,2015,1263,42
SAIHAMCOT,2016,11492,284
SAIHAMCOT,2017,15206,247
SAIHAMCOT,2018,13983,240
SAIHAMCOT,2019,18399,236
SAIHAMCOT,2020,11402,178
SAIHAMCOT,2021,22284,216
SAIHAMCOT,2022,18490,238
SAIHAMCOT,2023,809,149
SAIHAMCOT,2024,667,11
SAIHAMTEX,2015,945,42
SAIHAMTEX,2016,7464,284
SAIHAMTEX,2017,16224,247
SAIHAMTEX,2018,13357,240
SAIHAMTEX,2019,6808,236
SAIHAMTEX,2020,11592,185
SAIHAMTEX,2021,19765,228
SAIHAMTEX,2022,18142,227
SAIHAMTEX,2023,3796,194
SAIHAMTEX,2024,818,17
SALAMCRST,2015,1928,42
SALAMCRST,2016,14787,281
SALAMCRST,2017,12637,247
SALAMCRST,2018,11684,240
SALAMCRST,2019,10325,236
SALAMCRST,2020,8615,185
SALAMCRST,2021,18650,239
SALAMCRST,2022,17804,227
SALAMCRST,2023,114,72
SALAMCRST,2024,584,12
SALVOCHEM,2015,1959,42
SALVOCHEM,2016,15682,284
SALVOCHEM,2017,21028,247
SALVOCHEM,2018,17187,240
SALVOCHEM,2019,10930,234
SALVOCHEM,2020,9021,190
SALVOCHEM,2021,29107,239
SALVOCHEM,2022,26933,242
SALVOCHEM,2023,397,148
SALVOCHEM,2024,1443,14
SAMATALETH,2015,182,35
SAMATALETH,2016,1326,222
SAMATALETH,2017,4894,230
SAMATALETH,2018,6305,240
SAMATALETH,2019,9484,236
SAMATALETH,2020,11485,188
SAMATALETH,2021,11093,187
SAMATALETH,2022,11249,240
SAMATALETH,2023,16382,243
SAMATALETH,2024,1416,22
SAMORITA,2015,2835,41
SAMORITA,2016,12669,284
SAMORITA,2017,12407,247
SAMORITA,2018,9368,240
SAMORITA,2019,6270,236
SAMORITA,2020,8870,189
SAMORITA,2021,14176,238
SAMORITA,2022,24506,243
SAMORITA,2023,22197,242
SAMORITA,2024,3860,22
SANDHANINS,2015,1026,42
SANDHANINS,2016,8093,284
SANDHANINS,2017,8541,247
SANDHANINS,2018,8515,240
SANDHANINS,2019,14669,236
SANDHANINS,2020,20657,182
SANDHANINS,2021,33899,239
SANDHANINS,2022,17130,242
SANDHANINS,2023,18616,242
SANDHANINS,2024,3693,22
SAPORTL,2015,3230,42
SAPORTL,2016,21745,283
SAPORTL,2017,19250,247
SAPORTL,2018,13868,240
SAPORTL,2019,11055,236
SAPORTL,2020,17134,194
SAPORTL,2021,32257,239
SAPORTL,2022,32031,243
SAPORTL,2023,27019,243
SAPORTL,2024,2678,22
SBACBANK,2021,22436,96
SBACBANK,2022,24148,237
SBACBANK,2023,954,221
SBACBANK,2024,1469,21
SEAPEARL,2019,11805,109
SEAPEARL,2020,6561,139
SEAPEARL,2021,21752,166
SEAPEARL,2022,32991,243
SEAPEARL,2023,51939,242
SEAPEARL,2024,5582,22
SEMLFBSLGF,2019,11638,178
SEMLFBSLGF,2020,15708,195
SEMLFBSLGF,2021,14327,239
SEMLFBSLGF,2022,6250,228
SEMLFBSLGF,2023,1088,125
SEMLFBSLGF,2024,513,19
SEMLIBBLSF,2017,1488,204
SEMLIBBLSF,2018,2117,155
SEMLIBBLSF,2019,8712,231
SEMLIBBLSF,2020,13179,190
SEMLIBBLSF,2021,13764,239
SEMLIBBLSF,2022,3294,207
SEMLIBBLSF,2023,1480,140
SEMLIBBLSF,2024,858,22
SEMLLECMF,2016,1509,186
SEMLLECMF,2017,2406,233
SEMLLECMF,2018,5285,240
SEMLLECMF,2019,10317,234
SEMLLECMF,2020,14992,198
SEMLLECMF,2021,15145,239
SEMLLECMF,2022,7408,210
SEMLLECMF,2023,942,96
SEMLLECMF,2024,531,19
SHAHJABANK,2015,1967,42
SHAHJABANK,2016,12252,283
SHAHJABANK,2017,19718,247
SHAHJABANK,2018,13090,240
SHAHJABANK,2019,9636,236
SHAHJABANK,2020,6049,194
SHAHJABANK,2021,12169,239
SHAHJABANK,2022,8753,243
SHAHJABANK,2023,3981,239
SHAHJABANK,2024,690,22
SHASHADNIM,2015,3091,43
SHASHADNIM,2016,17587,284
SHASHADNIM,2017,15456,246
SHASHADNIM,2018,20326,240
SHASHADNIM,2019,19568,236
SHASHADNIM,2020,10964,185
SHASHADNIM,2021,17051,227
SHASHADNIM,2022,14981,224
SHASHADNIM,2023,275,113
SHASHADNIM,2024,535,11
SHEPHERD,2017,16188,200
SHEPHERD,2018,20782,240
SHEPHERD,2019,8043,236
SHEPHERD,2020,10935,191
SHEPHERD,2021,18097,223
SHEPHERD,2022,14413,219
SHEPHERD,2023,435,120
SHEPHERD,2024,542,10
SHURWID,2015,1784,42
SHURWID,2016,7602,282
SHURWID,2017,10839,246
SHURWID,2018,13690,240
SHURWID,2019,28357,235
SHURWID,2020,13337,177
SHURWID,2021,21048,213
SHURWID,2022,22838,237
SHURWID,2023,14891,240
SHURWID,2024,995,22
SHYAMPSUG,2015,83,23
SHYAMPSUG,2016,2145,205
SHYAMPSUG,2017,4652,245
SHYAMPSUG,2018,4878,240
SHYAMPSUG,2019,2497,232
SHYAMPSUG,2020,5196,188
SHYAMPSUG,2021,7049,239
SHYAMPSUG,2022,6478,217
SHYAMPSUG,2023,13662,243
SHYAMPSUG,2024,1369,22
SIBL,2015,1712,42
SIBL,2016,13770,284
SIBL,2017,17872,247
SIBL,2018,11628,240
SIBL,2019,10532,236
SIBL,2020,7963,195
SIBL,2021,17109,239
SIBL,2022,12701,241
SIBL,2023,887,221
SIBL,2024,779,22
SICL,2024,129,6
SILCOPHL,2019,14534,131
SILCOPHL,2020,18245,195
SILCOPHL,2021,22846,237
SILCOPHL,2022,22125,243
SILCOPHL,2023,9483,234
SILCOPHL,2024,849,22
SILVAPHL,2018,8874,54
SILVAPHL,2019,21446,236
SILVAPHL,2020,17892,197
SILVAPHL,2021,25131,236
SILVAPHL,2022,21404,234
SILVAPHL,2023,2542,199
SILVAPHL,2024,1102,21
SIMTEX,2015,2676,29
SIMTEX,2016,15289,284
SIMTEX,2017,13774,247
SIMTEX,2018,12763,240
SIMTEX,2019,20735,236
SIMTEX,2020,14320,183
SIMTEX,2021,20684,236
SIMTEX,2022,18209,235
SIMTEX,2023,25725,243
SIMTEX,2024,2049,22
SINGERBD,2015,3283,42
SINGERBD,2016,19978,284
SINGERBD,2017,18481,247
SINGERBD,2018,18521,240
SINGERBD,2019,24647,236
SINGERBD,2020,18776,196
SINGERBD,2021,18171,239
SINGERBD,2022,11642,240
SINGERBD,2023,3151,234
SINGERBD,2024,1413,22
SINOBANGLA,2015,2779,42
SINOBANGLA,2016,18031,280
SINOBANGLA,2017,11853,247
SINOBANGLA,2018,20373,240
SINOBANGLA,2019,23552,236
SINOBANGLA,2020,22236,190
SINOBANGLA,2021,19304,239
SINOBANGLA,2022,29020,243
SINOBANGLA,2023,34820,243
SINOBANGLA,2024,2372,21
SKICL,2021,6554,39
SKICL,2022,44463,243
SKICL,2023,31338,243
SKICL,2024,2893,22
SKTRIMS,2018,13812,110
SKTRIMS,2019,19957,236
SKTRIMS,2020,8654,175
SKTRIMS,2021,20230,181
SKTRIMS,2022,15353,237
SKTRIMS,2023,26095,243
SKTRIMS,2024,3638,22
SONALIANSH,2015,1976,42
SONALIANSH,2016,13619,284
SONALIANSH,2017,11935,247
SONALIANSH,2018,15560,240
SONALIANSH,2019,23301,236
SONALIANSH,2020,15218,192
SONALIANSH,2021,24898,239
SONALIANSH,2022,24214,243
SONALIANSH,2023,35803,243
SONALIANSH,2024,2604,22
SONALILIFE,2021,23628,118
SONALILIFE,2022,29774,243
SONALILIFE,2023,31801,242
SONALILIFE,2024,2252,22
SONALIPAPR,2020,1658,86
SONALIPAPR,2021,22231,213
SONALIPAPR,2022,37992,242
SONALIPAPR,2023,17512,227
SONALIPAPR,2024,1323,20
SONARBAINS,2015,355,41
SONARBAINS,2016,3083,281
SONARBAINS,2017,4441,244
SONARBAINS,2018,4011,240
SONARBAINS,2019,30811,236
SONARBAINS,2020,27840,181
SONARBAINS,2021,34254,239
SONARBAINS,2022,15626,242
SONARBAINS,2023,14633,238
SONARBAINS,2024,839,22
SONARGAON,2015,547,42
SONARGAON,2016,4274,282
SONARGAON,2017,4600,246
SONARGAON,2018,8672,240
SONARGAON,2019,10364,236
SONARGAON,2020,10485,168
SONARGAON,2021,13126,215
SONARGAON,2022,25809,234
SONARGAON,2023,7714,228
SONARGAON,2024,860,22
SOUTHEASTB,2015,1730,42
SOUTHEASTB,2016,11150,282
SOUTHEASTB,2017,20073,247
SOUTHEASTB,2018,12443,240
SOUTHEASTB,2019,13381,236
SOUTHEASTB,2020,13308,197
SOUTHEASTB,2021,27821,239
SOUTHEASTB,2022,14032,239
SOUTHEASTB,2023,1220,228
SOUTHEASTB,2024,1000,22
SPCERAMICS,2015,1251,42
SPCERAMICS,2016,6841,283
SPCERAMICS,2017,10209,247
SPCERAMICS,2018,10197,240
SPCERAMICS,2019,7546,236
SPCERAMICS,2020,15404,196
SPCERAMICS,2021,46057,239
SPCERAMICS,2022,38064,243
SPCERAMICS,2023,14153,200
SPCERAMICS,2024,1431,17
SPCL,2015,3675,41
SPCL,2016,24128,284
SPCL,2017,21159,247
SPCL,2018,18617,240
SPCL,2019,12705,236
SPCL,2020,14500,197
SPCL,2021,30789,239
SPCL,2022,28474,243
SPCL,2023,892,201
SPCL,2024,56,16
SQUARETEXT,2015,1364,42
SQUARETEXT,2016,9701,284
SQUARETEXT,2017,10163,247
SQUARETEXT,2018,7945,240
SQUARETEXT,2019,6448,236
SQUARETEXT,2020,4480,194
SQUARETEXT,2021,10364,239
SQUARETEXT,2022,22707,243
SQUARETEXT,2023,518,189
SQUARETEXT,2024,1030,17
SQURPHARMA,2015,3917,42
SQURPHARMA,2016,25215,284
SQURPHARMA,2017,25521,247
SQURPHARMA,2018,27546,240
SQURPHARMA,2019,34302,236
SQURPHARMA,2020,36832,197
SQURPHARMA,2021,52167,239
SQURPHARMA,2022,43411,243
SQURPHARMA,2023,24166,243
SQURPHARMA,2024,4027,22
SSSTEEL,2019,26806,224
SSSTEEL,2020,28613,195
SSSTEEL,2021,49983,238
SSSTEEL,2022,32189,241
SSSTEEL,2023,1343,212
SSSTEEL,2024,1525,22
STANCERAM,2015,1872,41
STANCERAM,2016,9719,284
STANCERAM,2017,9085,247
STANCERAM,2018,4890,240
STANCERAM,2019,21939,236
STANCERAM,2020,14451,190
STANCERAM,2021,13490,189
STANCERAM,2022,10456,223
STANCERAM,2023,9690,238
STANCERAM,2024,3023,22
STANDARINS,2015,414,42
STANDARINS,2016,2591,282
STANDARINS,2017,3311,242
STANDARINS,2018,8587,240
STANDARINS,2019,8988,236
STANDARINS,2020,17538,170
STANDARINS,2021,23337,235
STANDARINS,2022,7998,214
STANDARINS,2023,15393,227
STANDARINS,2024,3437,22
STANDBANKL,2015,1444,42
STANDBANKL,2016,11692,284
STANDBANKL,2017,18322,247
STANDBANKL,2018,8100,240
STANDBANKL,2019,8866,236
STANDBANKL,2020,7848,195
STANDBANKL,2021,22520,239
STANDBANKL,2022,9319,235
STANDBANKL,2023,1672,206
STANDBANKL,2024,700,22
STYLECRAFT,2015,151,37
STYLECRAFT,2016,3587,270
STYLECRAFT,2017,4946,246
STYLECRAFT,2018,17651,240
STYLECRAFT,2019,35755,236
STYLECRAFT,2020,25625,197
STYLECRAFT,2021,26065,239
STYLECRAFT,2022,18510,241
STYLECRAFT,2023,16437,243
STYLECRAFT,2024,920,22
SUMITPOWER,2015,3461,42
SUMITPOWER,2016,18596,251
SUMITPOWER,2017,21608,246
SUMITPOWER,2018,19735,240
SUMITPOWER,2019,18487,236
SUMITPOWER,2020,20209,196
SUMITPOWER,2021,49653,239
SUMITPOWER,2022,23436,243
SUMITPOWER,2023,1001,223
SUMITPOWER,2024,1132,20
SUNLIFEINS,2015,1599,42
SUNLIFEINS,2016,7584,284
SUNLIFEINS,2017,4326,247
SUNLIFEINS,2018,5872,240
SUNLIFEINS,2019,9350,236
SUNLIFEINS,2020,3828,169
SUNLIFEINS,2021,8351,239
SUNLIFEINS,2022,21906,243
SUNLIFEINS,2023,11485,189
SUNLIFEINS,2024,930,16
TAKAFULINS,2015,510,42
TAKAFULINS,2016,4325,284
TAKAFULINS,2017,3269,244
TAKAFULINS,2018,1369,220
TAKAFULINS,2019,7642,236
TAKAFULINS,2020,10435,190
TAKAFULINS,2021,13299,238
TAKAFULINS,2022,14935,242
TAKAFULINS,2023,9095,243
TAKAFULINS,2024,631,22
TALLUSPIN,2015,1995,41
TALLUSPIN,2016,17121,284
TALLUSPIN,2017,7312,247
TALLUSPIN,2018,6019,239
TALLUSPIN,2019,4005,237
TALLUSPIN,2020,4240,193
TALLUSPIN,2021,14177,240
TALLUSPIN,2022,10268,220
TALLUSPIN,2023,1124,131
TALLUSPIN,2024,468,19
TAMIJTEX,2021,4421,131
TAMIJTEX,2022,23471,243
TAMIJTEX,2023,10831,215
TAMIJTEX,2024,687,20
TILIL,2023,25817,157
TILIL,2024,3169,22
TITASGAS,2015,3619,41
TITASGAS,2016,22257,284
TITASGAS,2017,18625,247
TITASGAS,2018,11303,240
TITASGAS,2019,11372,236
TITASGAS,2020,12528,197
TITASGAS,2021,25617,239
TITASGAS,2022,28827,242
TITASGAS,2023,438,182
TITASGAS,2024,1221,19
TOSRIFA,2015,2625,43
TOSRIFA,2016,16052,284
TOSRIFA,2017,15773,247
TOSRIFA,2018,10668,240
TOSRIFA,2019,7980,236
TOSRIFA,2020,5941,174
TOSRIFA,2021,14772,239
TOSRIFA,2022,19502,224
TOSRIFA,2023,20903,243
TOSRIFA,2024,2277,22
TRUSTB1MF,2015,1134,42
TRUSTB1MF,2016,7597,283
TRUSTB1MF,2017,10813,247
TRUSTB1MF,2018,4966,240
TRUSTB1MF,2019,7394,236
TRUSTB1MF,2020,13828,197
TRUSTB1MF,2021,20973,239
TRUSTB1MF,2022,7781,231
TRUSTB1MF,2023,1100,210
TRUSTB1MF,2024,633,22
TRUSTBANK,2015,2507,42
TRUSTBANK,2016,13056,281
TRUSTBANK,2017,18169,247
TRUSTBANK,2018,9641,240
TRUSTBANK,2019,7863,236
TRUSTBANK,2020,6326,195
TRUSTBANK,2021,9700,239
TRUSTBANK,2022,5106,232
TRUSTBANK,2023,841,189
TRUSTBANK,2024,434,21
TUNGHAI,2015,1767,42
TUNGHAI,2016,14379,284
TUNGHAI,2017,23151,248
TUNGHAI,2018,7488,241
TUNGHAI,2019,5411,237
TUNGHAI,2020,5288,195
TUNGHAI,2021,13340,239
TUNGHAI,2022,5399,224
TUNGHAI,2023,495,117
TUNGHAI,2024,466,15
UCB,2015,1531,23
UCB,2016,19513,284
UCB,2017,22782,247
UCB,2018,12515,240
UCB,2019,12177,236
UCB,2020,9084,197
UCB,2021,22682,239
UCB,2022,10298,242
UCB,2023,1276,230
UCB,2024,1027,22
UNILEVERCL,2015,251,38
UNILEVERCL,2016,3718,275
UNILEVERCL,2017,3349,246
UNILEVERCL,2018,4544,238
UNILEVERCL,2019,9740,236
UNILEVERCL,2020,9260,194
UNILEVERCL,2021,15464,239
UNILEVERCL,2022,5776,238
UNILEVERCL,2023,8002,242
UNILEVERCL,2024,918,22
UNIONBANK,2022,34526,225
UNIONBANK,2023,2392,238
UNIONBANK,2024,2055,22
UNIONCAP,2015,828,42
UNIONCAP,2016,10934,283
UNIONCAP,2017,17798,247
UNIONCAP,2018,10293,240
UNIONCAP,2019,11493,236
UNIONCAP,2020,10932,194
UNIONCAP,2021,22881,239
UNIONCAP,2022,16588,243
UNIONCAP,2023,17291,233
UNIONCAP,2024,4086,22
UNIONINS,2022,39900,233
UNIONINS,2023,37468,243
UNIONINS,2024,3962,22
UNIQUEHRL,2015,2476,42
UNIQUEHRL,2016,16809,284
UNIQUEHRL,2017,17394,247
UNIQUEHRL,2018,17539,240
UNIQUEHRL,2019,8387,236
UNIQUEHRL,2020,5070,180
UNIQUEHRL,2021,12484,227
UNIQUEHRL,2022,38360,243
UNIQUEHRL,2023,46438,243
UNIQUEHRL,2024,3647,22
UNITEDFIN,2015,1623,43
UNITEDFIN,2016,8878,282
UNITEDFIN,2017,15882,247
UNITEDFIN,2018,6134,240
UNITEDFIN,2019,21434,236
UNITEDFIN,2020,15872,189
UNITEDFIN,2021,29250,239
UNITEDFIN,2022,12472,228
UNITEDFIN,2023,541,129
UNITEDFIN,2024,535,16
UNITEDINS,2015,197,37
UNITEDINS,2016,1980,270
UNITEDINS,2017,1653,233
UNITEDINS,2018,2219,233
UNITEDINS,2019,12238,236
UNITEDINS,2020,11679,183
UNITEDINS,2021,14761,239
UNITEDINS,2022,3993,210
UNITEDINS,2023,10561,238
UNITEDINS,2024,1338,22
UPGDCL,2015,3829,43
UPGDCL,2016,23347,283
UPGDCL,2017,20402,248
UPGDCL,2018,23697,239
UPGDCL,2019,32045,236
UPGDCL,2020,21625,195
UPGDCL,2021,37001,239
UPGDCL,2022,17057,241
UPGDCL,2023,770,211
UPGDCL,2024,663,16
USMANIAGL,2015,1400,40
USMANIAGL,2016,9829,284
USMANIAGL,2017,10011,247
USMANIAGL,2018,22159,240
USMANIAGL,2019,16595,236
USMANIAGL,2020,5082,190
USMANIAGL,2021,7191,238
USMANIAGL,2022,7166,214
USMANIAGL,2023,5787,242
USMANIAGL,2024,392,22
UTTARABANK,2015,2324,42
UTTARABANK,2016,13626,282
UTTARABANK,2017,19572,247
UTTARABANK,2018,17362,240
UTTARABANK,2019,17651,236
UTTARABANK,2020,12117,197
UTTARABANK,2021,25736,239
UTTARABANK,2022,17498,242
UTTARABANK,2023,9430,243
UTTARABANK,2024,2526,22
UTTARAFIN,2015,1959,42
UTTARAFIN,2016,10039,282
UTTARAFIN,2017,14386,247
UTTARAFIN,2018,6430,240
UTTARAFIN,2019,6456,236
UTTARAFIN,2020,6013,190
UTTARAFIN,2021,12733,231
UTTARAFIN,2022,5310,232
UTTARAFIN,2023,536,105
UTTARAFIN,2024,403,12
VAMLBDMF1,2016,1795,198
VAMLBDMF1,2017,1768,223
VAMLBDMF1,2018,638,165
VAMLBDMF1,2019,3125,186
VAMLBDMF1,2020,6470,193
VAMLBDMF1,2021,8991,239
VAMLBDMF1,2022,3231,233
VAMLBDMF1,2023,742,126
VAMLBDMF1,2024,431,20
VAMLRBBF,2016,503,17
VAMLRBBF,2017,1714,233
VAMLRBBF,2018,1318,203
VAMLRBBF,2019,5334,226
VAMLRBBF,2020,7075,194
VAMLRBBF,2021,7517,239
VAMLRBBF,2022,2777,204
VAMLRBBF,2023,447,59
VAMLRBBF,2024,536,22
VFSTDL,2018,9706,76
VFSTDL,2019,24482,236
VFSTDL,2020,16520,184
VFSTDL,2021,23021,227
VFSTDL,2022,24619,232
VFSTDL,2023,184,95
VFSTDL,2024,985,14
WALTONHIL,2020,15157,68
WALTONHIL,2021,40219,238
WALTONHIL,2022,13866,238
WALTONHIL,2023,603,188
WALTONHIL,2024,1180,16
WATACHEM,2015,1185,41
WATACHEM,2016,10932,284
WATACHEM,2017,11294,247
WATACHEM,2018,18318,240
WATACHEM,2019,25798,236
WATACHEM,2020,23647,197
WATACHEM,2021,15885,225
WATACHEM,2022,15200,240
WATACHEM,2023,577,161
WATACHEM,2024,516,12
WMSHIPYARD,2015,3373,42
WMSHIPYARD,2016,13899,285
WMSHIPYARD,2017,19373,245
WMSHIPYARD,2018,25027,239
WMSHIPYARD,2019,22254,235
WMSHIPYARD,2020,19252,193
WMSHIPYARD,2021,30504,239
WMSHIPYARD,2022,22993,239
WMSHIPYARD,2023,18535,229
WMSHIPYARD,2024,4207,22
WONDERTOYS,2022,2158,71
WONDERTOYS,2023,4159,234
WONDERTOYS,2024,144,19
YPL,2016,7120,67
YPL,2017,17006,247
YPL,2018,10772,240
YPL,2019,8720,236
YPL,2020,13372,173
YPL,2021,19064,239
