symbol,year,rows,days
DESCO,2022,9331,242
DESCO,2023,472,147
DESCO,2024,409,18
DESHBANDHU,2015,1795,42
DESHBANDHU,2016,11735,284
DESHBANDHU,2017,12177,247
DESHBANDHU,2018,16298,240
DESHBANDHU,2019,11007,236
DESHBANDHU,2020,13282,187
DESHBANDHU,2021,29175,239
DESHBANDHU,2022,23910,241
DESHBANDHU,2023,32193,243
DESHBANDHU,2024,4592,21
DGIC,2021,21545,180
DGIC,2022,17722,243
DGIC,2023,24991,243
DGIC,2024,3216,22
DHAKABANK,2015,1302,42
DHAKABANK,2016,9283,284
DHAKABANK,2017,16551,247
DHAKABANK,2018,15936,240
DHAKABANK,2019,15597,236
DHAKABANK,2020,9473,198
DHAKABANK,2021,19675,239
DHAKABANK,2022,8527,242
DHAKABANK,2023,2043,231
DHAKABANK,2024,609,22
DHAKAINS,2015,354,41
DHAKAINS,2016,3436,278
DHAKAINS,2017,4231,246
DHAKAINS,2018,3073,239
DHAKAINS,2019,14021,236
DHAKAINS,2020,18183,193
DHAKAINS,2021,24986,239
DHAKAINS,2022,9221,235
DHAKAINS,2023,21415,243
DHAKAINS,2024,1424,22
DOMINAGE,2020,3251,19
DOMINAGE,2021,39981,239
DOMINAGE,2022,15869,232
DOMINAGE,2023,12941,233
DOMINAGE,2024,3045,22
DOREENPWR,2016,19121,194
DOREENPWR,2017,24144,247
DOREENPWR,2018,18521,240
DOREENPWR,2019,20791,236
DOREENPWR,2020,14327,188
DOREENPWR,2021,27134,239
DOREENPWR,2022,26925,241
DOREENPWR,2023,506,175
DOREENPWR,2024,943,15
DSHGARME,2015,2212,42
DSHGARME,2016,11846,284
DSHGARME,2017,11030,247
DSHGARME,2018,15580,240
DSHGARME,2019,11288,236
DSHGARME,2020,8171,197
DSHGARME,2021,19066,239
DSHGARME,2022,17920,233
DSHGARME,2023,12645,236
DSHGARME,2024,410,22
DSSL,2016,16783,208
DSSL,2017,20537,247
DSSL,2018,25473,238
DSSL,2019,29070,236
DSSL,2020,22820,193
DSSL,2021,40619,238
DSSL,2022,31583,232
DSSL,2023,3172,195
DSSL,2024,1352,18
DULAMIACOT,2015,173,38
DULAMIACOT,2016,1005,222
DULAMIACOT,2017,3510,229
DULAMIACOT,2018,4947,240
DULAMIACOT,2019,4788,232
DULAMIACOT,2020,4882,187
DULAMIACOT,2021,4604,236
DULAMIACOT,2022,4306,223
DULAMIACOT,2023,658,116
DULAMIACOT,2024,101,13
DUTCHBANGL,2015,650,41
DUTCHBANGL,2016,4889,283
DUTCHBANGL,2017,10819,247
DUTCHBANGL,2018,11741,240
DUTCHBANGL,2019,23467,236
DUTCHBANGL,2020,12608,195
DUTCHBANGL,2021,26933,239
DUTCHBANGL,2022,14629,243
DUTCHBANGL,2023,2416,231
DUTCHBANGL,2024,1183,22
EASTERNINS,2015,302,41
EASTERNINS,2016,2564,276
EASTERNINS,2017,2804,246
EASTERNINS,2018,1993,239
EASTERNINS,2019,19498,236
EASTERNINS,2020,12824,188
EASTERNINS,2021,16248,239
EASTERNINS,2022,23964,243
EASTERNINS,2023,23208,241
EASTERNINS,2024,3113,22
EASTLAND,2015,611,40
EASTLAND,2016,4719,283
EASTLAND,2017,5731,247
EASTLAND,2018,3015,239
EASTLAND,2019,15371,236
EASTLAND,2020,18238,197
EASTLAND,2021,27661,239
EASTLAND,2022,11995,241
EASTLAND,2023,13790,243
EASTLAND,2024,2285,22
EASTRNLUB,2015,197,34
EASTRNLUB,2016,12626,284
EASTRNLUB,2017,5955,247
EASTRNLUB,2018,16752,240
EASTRNLUB,2019,17077,236
EASTRNLUB,2020,10793,198
EASTRNLUB,2021,17053,239
EASTRNLUB,2022,25635,242
EASTRNLUB,2023,22449,243
EASTRNLUB,2024,1572,22
EBL,2015,688,42
EBL,2016,6042,283
EBL,2017,13355,247
EBL,2018,8248,240
EBL,2019,7136,236
EBL,2020,3451,191
EBL,2021,14955,239
EBL,2022,8643,243
EBL,2023,2396,241
EBL,2024,1166,22
EBL1STMF,2015,605,42
EBL1STMF,2016,5093,283
EBL1STMF,2017,6513,247
EBL1STMF,2018,2219,239
EBL1STMF,2019,2922,236
EBL1STMF,2020,8241,190
EBL1STMF,2021,9504,239
EBL1STMF,2022,2570,189
EBL1STMF,2023,197,95
EBL1STMF,2024,268,14
EBLNRBMF,2015,410,41
EBLNRBMF,2016,1771,264
EBLNRBMF,2017,5648,247
EBLNRBMF,2018,1388,234
EBLNRBMF,2019,1948,229
EBLNRBMF,2020,6377,180
EBLNRBMF,2021,12456,239
EBLNRBMF,2022,6956,229
EBLNRBMF,2023,965,191
EBLNRBMF,2024,564,21
ECABLES,2015,318,39
ECABLES,2016,12075,282
ECABLES,2017,9275,247
ECABLES,2018,11617,240
ECABLES,2019,21225,236
ECABLES,2020,8354,194
ECABLES,2021,8357,228
ECABLES,2022,18987,243
ECABLES,2023,20659,240
ECABLES,2024,808,17
EGEN,2021,21974,203
EGEN,2022,16446,243
EGEN,2023,5767,202
EGEN,2024,1320,18
EHL,2015,1951,41
EHL,2016,15390,284
EHL,2017,15829,247
EHL,2018,11484,240
EHL,2019,19414,236
EHL,2020,10624,198
EHL,2021,19157,239
EHL,2022,40793,243
EHL,2023,48498,243
EHL,2024,4093,22
EIL,2020,20191,88
EIL,2021,33185,239
EIL,2022,15856,241
EIL,2023,22227,240
EIL,2024,4185,22
EMERALDOIL,2015,3664,42
EMERALDOIL,2016,22848,284
EMERALDOIL,2017,18723,248
EMERALDOIL,2018,6234,241
EMERALDOIL,2019,8534,237
EMERALDOIL,2020,4751,196
EMERALDOIL,2021,18639,240
EMERALDOIL,2022,18536,241
EMERALDOIL,2023,37737,241
EMERALDOIL,2024,5015,22
ENVOYTEX,2015,1948,41
ENVOYTEX,2016,11048,284
ENVOYTEX,2017,10711,247
ENVOYTEX,2018,7405,240
ENVOYTEX,2019,5474,236
ENVOYTEX,2020,4255,191
ENVOYTEX,2021,8204,239
ENVOYTEX,2022,10335,223
ENVOYTEX,2023,823,107
ENVOYTEX,2024,466,11
EPGL,2021,41286,227
EPGL,2022,22353,243
EPGL,2023,8525,202
EPGL,2024,921,15
ESQUIRENIT,2019,21182,170
ESQUIRENIT,2020,16419,182
ESQUIRENIT,2021,21279,239
ESQUIRENIT,2022,14375,239
ESQUIRENIT,2023,211,102
ESQUIRENIT,2024,566,12
ETL,2016,9281,116
ETL,2017,21102,246
ETL,2018,15017,240
ETL,2019,8721,236
ETL,2020,11050,176
ETL,2021,23083,232
ETL,2022,11883,224
ETL,2023,12275,194
ETL,2024,4760,22
EXIM1STMF,2015,35,16
EXIM1STMF,2016,2101,222
EXIM1STMF,2017,3138,245
EXIM1STMF,2018,1309,234
EXIM1STMF,2019,3654,232
EXIM1STMF,2020,9518,194
EXIM1STMF,2021,17150,239
EXIM1STMF,2022,6221,236
EXIM1STMF,2023,526,170
EXIM1STMF,2024,398,20
EXIMBANK,2015,2922,42
EXIMBANK,2016,20063,283
EXIMBANK,2017,25739,247
EXIMBANK,2018,17855,240
EXIMBANK,2019,18334,236
EXIMBANK,2020,16841,198
EXIMBANK,2021,30083,238
EXIMBANK,2022,16545,243
EXIMBANK,2023,3659,240
EXIMBANK,2024,1299,21
FAMILYTEX,2015,2738,42
FAMILYTEX,2016,18032,284
FAMILYTEX,2017,21645,247
FAMILYTEX,2018,15484,240
FAMILYTEX,2019,15488,236
FAMILYTEX,2020,11173,196
FAMILYTEX,2021,24350,240
FAMILYTEX,2022,7400,230
FAMILYTEX,2023,567,168
FAMILYTEX,2024,1114,20
FARCHEM,2015,3845,42
FARCHEM,2016,22530,284
FARCHEM,2017,22052,247
FARCHEM,2018,17319,240
FARCHEM,2019,17123,236
FARCHEM,2020,15083,196
FARCHEM,2021,29393,238
FARCHEM,2022,22807,240
FARCHEM,2023,14734,222
FARCHEM,2024,826,22
FAREASTFIN,2015,1318,42
FAREASTFIN,2016,9822,283
FAREASTFIN,2017,17802,247
FAREASTFIN,2018,5724,240
FAREASTFIN,2019,4300,236
FAREASTFIN,2020,3527,174
FAREASTFIN,2021,8382,240
FAREASTFIN,2022,3313,205
FAREASTFIN,2023,220,66
FAREASTFIN,2024,210,16
FAREASTLIF,2015,939,42
FAREASTLIF,2016,7633,285
FAREASTLIF,2017,7363,247
FAREASTLIF,2018,8234,240
FAREASTLIF,2019,7538,236
FAREASTLIF,2020,8384,182
FAREASTLIF,2021,15630,237
FAREASTLIF,2022,30320,244
FAREASTLIF,2023,15678,198
FAREASTLIF,2024,1391,18
FASFIN,2015,1121,42
FASFIN,2016,9100,284
FASFIN,2017,20344,247
FASFIN,2018,18425,240
FASFIN,2019,21578,236
FASFIN,2020,17774,195
FASFIN,2021,25644,239
FASFIN,2022,14396,231
FASFIN,2023,4188,190
FASFIN,2024,2380,22
FBFIF,2015,125,32
FBFIF,2016,2128,235
FBFIF,2017,9892,247
FBFIF,2018,4762,240
FBFIF,2019,5441,235
FBFIF,2020,15566,195
FBFIF,2021,23400,239
FBFIF,2022,9517,243
FBFIF,2023,3381,230
FBFIF,2024,1186,22
FEDERALINS,2015,1235,42
FEDERALINS,2016,10810,283
FEDERALINS,2017,11299,247
FEDERALINS,2018,6411,240
FEDERALINS,2019,24849,236
FEDERALINS,2020,24329,191
FEDERALINS,2021,36374,239
FEDERALINS,2022,13272,241
FEDERALINS,2023,16945,242
FEDERALINS,2024,1941,22
FEKDIL,2015,1623,41
FEKDIL,2016,14196,284
FEKDIL,2017,14567,247
FEKDIL,2018,13558,240
FEKDIL,2019,13123,236
FEKDIL,2020,11260,186
FEKDIL,2021,24305,239
FEKDIL,2022,21410,240
FEKDIL,2023,16731,226
FEKDIL,2024,1165,22
FINEFOODS,2015,387,42
FINEFOODS,2016,4760,282
FINEFOODS,2017,19240,247
FINEFOODS,2018,24657,240
FINEFOODS,2019,20687,236
FINEFOODS,2020,22952,195
FINEFOODS,2021,26005,239
FINEFOODS,2022,23829,243
FINEFOODS,2023,23467,243
FINEFOODS,2024,1370,22
FIRSTFIN,2015,935,42
FIRSTFIN,2016,5354,283
FIRSTFIN,2017,7347,247
FIRSTFIN,2018,2458,239
FIRSTFIN,2019,2721,236
FIRSTFIN,2020,2024,160
FIRSTFIN,2021,7782,238
FIRSTFIN,2022,3862,237
FIRSTFIN,2023,1100,133
FIRSTFIN,2024,567,21
FIRSTSBANK,2015,2141,42
FIRSTSBANK,2016,16419,284
FIRSTSBANK,2017,23084,247
FIRSTSBANK,2018,14167,240
FIRSTSBANK,2019,18511,236
FIRSTSBANK,2020,15719,197
FIRSTSBANK,2021,39439,238
FIRSTSBANK,2022,28280,243
FIRSTSBANK,2023,2138,239
FIRSTSBANK,2024,1409,22
FORTUNE,2016,5521,49
FORTUNE,2017,24492,247
FORTUNE,2018,24804,240
FORTUNE,2019,36933,236
FORTUNE,2020,24836,195
FORTUNE,2021,44374,239
FORTUNE,2022,32478,237
FORTUNE,2023,604,190
FORTUNE,2024,1949,16
FUWANGCER,2015,1501,42
FUWANGCER,2016,19762,284
FUWANGCER,2017,19465,246
FUWANGCER,2018,16761,240
FUWANGCER,2019,13150,236
FUWANGCER,2020,14997,194
FUWANGCER,2021,33801,239
FUWANGCER,2022,28651,241
FUWANGCER,2023,14149,203
FUWANGCER,2024,4172,22
FUWANGFOOD,2015,2397,42
FUWANGFOOD,2016,16645,284
FUWANGFOOD,2017,22888,247
FUWANGFOOD,2018,22582,240
FUWANGFOOD,2019,18961,236
FUWANGFOOD,2020,20982,196
FUWANGFOOD,2021,34510,239
FUWANGFOOD,2022,33408,233
FUWANGFOOD,2023,31442,217
FUWANGFOOD,2024,5167,22
GBBPOWER,2015,2089,42
GBBPOWER,2016,14863,284
GBBPOWER,2017,18020,247
GBBPOWER,2018,11425,240
GBBPOWER,2019,9404,236
GBBPOWER,2020,14559,193
GBBPOWER,2021,38462,239
GBBPOWER,2022,24531,240
GBBPOWER,2023,8712,238
GBBPOWER,2024,1475,22
GEMINISEA,2015,1376,41
GEMINISEA,2016,15641,284
GEMINISEA,2017,16796,247
GEMINISEA,2018,23108,240
GEMINISEA,2019,20324,236
GEMINISEA,2020,9270,192
GEMINISEA,2021,16815,220
GEMINISEA,2022,43945,243
GEMINISEA,2023,51383,242
GEMINISEA,2024,4758,22
GENEXIL,2019,22016,210
GENEXIL,2020,18586,185
GENEXIL,2021,27347,225
GENEXIL,2022,48559,242
GENEXIL,2023,47187,243
GENEXIL,2024,4246,22
GENNEXT,2015,2805,42
GENNEXT,2016,17819,283
GENNEXT,2017,24373,247
GENNEXT,2018,19560,240
GENNEXT,2019,16482,234
GENNEXT,2020,12042,197
GENNEXT,2021,25389,239
GENNEXT,2022,17810,243
GENNEXT,2023,24296,243
GENNEXT,2024,2491,22
GHAIL,2015,1996,42
GHAIL,2016,18726,282
GHAIL,2017,18796,247
GHAIL,2018,18226,240
GHAIL,2019,15235,234
GHAIL,2020,18420,195
GHAIL,2021,25787,236
GHAIL,2022,21168,237
GHAIL,2023,7329,182
GHAIL,2024,998,22
GHCL,2015,829,42
GHCL,2016,10955,284
GHCL,2017,9218,247
GHCL,2018,8201,240
GHCL,2019,4001,236
GHCL,2020,4665,178
GHCL,2021,8352,236
GHCL,2022,7002,212
GHCL,2023,142,73
GHCL,2024,371,12
GIB,2022,1261,31
GIB,2023,4525,243
GIB,2024,2260,22
GLDNJMF,2022,292,47
GLDNJMF,2023,1643,123
GLDNJMF,2024,3739,22
GLOBALINS,2015,943,41
GLOBALINS,2016,5024,284
GLOBALINS,2017,4632,247
GLOBALINS,2018,5004,240
GLOBALINS,2019,26377,236
GLOBALINS,2020,23513,187
GLOBALINS,2021,33256,239
GLOBALINS,2022,21219,242
GLOBALINS,2023,21476,242
GLOBALINS,2024,1825,22
GOLDENSON,2015,2809,42
GOLDENSON,2016,18878,284
GOLDENSON,2017,16000,247
GOLDENSON,2018,6206,240
GOLDENSON,2019,6329,236
GOLDENSON,2020,8141,191
GOLDENSON,2021,36908,239
GOLDENSON,2022,25733,221
GOLDENSON,2023,276,126
GOLDENSON,2024,1002,15
GP,2015,3245,42
GP,2016,18744,284
GP,2017,20698,246
GP,2018,23455,238
GP,2019,30974,235
GP,2020,29484,197
GP,2021,33584,238
GP,2022,29759,242
GP,2023,5912,243
GP,2024,445,22
GPHISPAT,2015,1187,42
GPHISPAT,2016,17986,283
GPHISPAT,2017,17705,247
GPHISPAT,2018,10573,240
GPHISPAT,2019,6947,236
GPHISPAT,2020,10336,190
GPHISPAT,2021,37033,239
GPHISPAT,2022,41349,243
GPHISPAT,2023,1766,230
GPHISPAT,2024,1697,21
GQBALLPEN,2015,1948,41
GQBALLPEN,2016,10916,284
GQBALLPEN,2017,13977,247
GQBALLPEN,2018,10562,240
GQBALLPEN,2019,10714,236
GQBALLPEN,2020,17887,194
GQBALLPEN,2021,25376,239
GQBALLPEN,2022,18534,234
GQBALLPEN,2023,23208,243
GQBALLPEN,2024,3322,22
GRAMEENS2,2015,1005,42
GRAMEENS2,2016,7601,284
GRAMEENS2,2017,8674,247
GRAMEENS2,2018,4369,240
GRAMEENS2,2019,5065,236
GRAMEENS2,2020,14557,194
GRAMEENS2,2021,20970,239
GRAMEENS2,2022,4688,223
GRAMEENS2,2023,786,143
GRAMEENS2,2024,692,22
GREENDELMF,2015,912,42
GREENDELMF,2016,5690,283
GREENDELMF,2017,4459,247
GREENDELMF,2018,2502,240
GREENDELMF,2019,3613,236
GREENDELMF,2020,8299,189
GREENDELMF,2021,15733,239
GREENDELMF,2022,3951,218
GREENDELMF,2023,261,128
GREENDELMF,2024,363,16
GREENDELT,2015,876,42
GREENDELT,2016,3801,281
GREENDELT,2017,3102,242
GREENDELT,2018,2016,233
GREENDELT,2019,2258,232
GREENDELT,2020,7597,174
GREENDELT,2021,24489,239
GREENDELT,2022,13802,241
GREENDELT,2023,14966,240
GREENDELT,2024,1474,22
GSPFINANCE,2015,2119,42
GSPFINANCE,2016,15822,284
GSPFINANCE,2017,17787,247
GSPFINANCE,2018,14946,240
GSPFINANCE,2019,18625,236
GSPFINANCE,2020,19472,193
GSPFINANCE,2021,40375,239
GSPFINANCE,2022,24858,221
GSPFINANCE,2023,229,89
GSPFINANCE,2024,427,14
HAKKANIPUL,2015,2641,42
HAKKANIPUL,2016,15681,284
HAKKANIPUL,2017,17025,247
HAKKANIPUL,2018,6443,240
HAKKANIPUL,2019,15270,236
HAKKANIPUL,2020,24305,180
HAKKANIPUL,2021,22135,235
HAKKANIPUL,2022,28518,243
HAKKANIPUL,2023,26235,243
HAKKANIPUL,2024,2085,21
HEIDELBCEM,2015,1449,42
HEIDELBCEM,2016,10929,284
HEIDELBCEM,2017,10865,247
HEIDELBCEM,2018,6707,240
HEIDELBCEM,2019,9474,236
HEIDELBCEM,2020,5248,187
HEIDELBCEM,2021,12189,238
HEIDELBCEM,2022,6308,239
HEIDELBCEM,2023,20645,215
HEIDELBCEM,2024,1618,22
HFL,2015,1666,41
HFL,2016,15361,284
HFL,2017,15877,247
HFL,2018,15583,240
HFL,2019,8638,236
HFL,2020,8825,192
HFL,2021,18088,239
HFL,2022,23502,239
HFL,2023,10675,237
HFL,2024,641,22
HIMADRI,2022,412,2
HIMADRI,2023,352,92
HIMADRI,2024,87,15
HRTEX,2015,810,42
HRTEX,2016,8896,283
HRTEX,2017,12260,247
HRTEX,2018,17296,240
HRTEX,2019,14567,236
HRTEX,2020,12076,185
HRTEX,2021,18378,239
HRTEX,2022,17196,225
HRTEX,2023,1774,114
HRTEX,2024,567,10
HWAWELLTEX,2015,569,42
HWAWELLTEX,2016,3575,279
HWAWELLTEX,2017,4831,246
HWAWELLTEX,2018,3022,240
HWAWELLTEX,2019,1662,233
HWAWELLTEX,2020,1374,192
HWAWELLTEX,2021,4116,227
HWAWELLTEX,2022,8058,241
HWAWELLTEX,2023,10578,243
HWAWELLTEX,2024,431,22
IBNSINA,2015,2277,42
IBNSINA,2016,15751,280
IBNSINA,2017,14407,247
IBNSINA,2018,17387,240
IBNSINA,2019,12297,236
IBNSINA,2020,8250,198
IBNSINA,2021,11758,239
IBNSINA,2022,8063,243
IBNSINA,2023,3324,237
IBNSINA,2024,572,21
IBP,2018,7649,47
IBP,2019,29140,236
IBP,2020,25868,198
IBP,2021,28350,238
IBP,2022,28241,242
IBP,2023,10844,232
IBP,2024,3470,22
ICB,2015,2304,42
ICB,2016,12268,284
ICB,2017,20589,247
ICB,2018,14902,240
ICB,2019,11155,236
ICB,2020,14129,197
ICB,2021,27324,239
ICB,2022,15722,243
ICB,2023,705,183
ICB,2024,544,20
ICB3RDNRB,2015,647,42
ICB3RDNRB,2016,5020,283
ICB3RDNRB,2017,6873,247
ICB3RDNRB,2018,2502,240
ICB3RDNRB,2019,3391,236
ICB3RDNRB,2020,9734,191
ICB3RDNRB,2021,8016,239
ICB3RDNRB,2022,3106,207
ICB3RDNRB,2023,658,104
ICB3RDNRB,2024,1072,22
ICBAGRANI1,2017,943,59
ICBAGRANI1,2018,1745,208
ICBAGRANI1,2019,5455,225
ICBAGRANI1,2020,9089,198
ICBAGRANI1,2021,4565,238
ICBAGRANI1,2022,1304,172
ICBAGRANI1,2023,222,46
ICBAGRANI1,2024,457,21
ICBAMCL2ND,2015,406,42
ICBAMCL2ND,2016,2848,279
ICBAMCL2ND,2017,4074,247
ICBAMCL2ND,2018,1520,234
ICBAMCL2ND,2019,5255,236
ICBAMCL2ND,2020,6458,186
ICBAMCL2ND,2021,9170,239
ICBAMCL2ND,2022,4108,205
ICBAMCL2ND,2023,697,88
ICBAMCL2ND,2024,549,22
ICBEPMF1S1,2015,490,42
ICBEPMF1S1,2016,3625,284
ICBEPMF1S1,2017,6917,247
ICBEPMF1S1,2018,2954,240
ICBEPMF1S1,2019,5408,236
ICBEPMF1S1,2020,9492,198
ICBEPMF1S1,2021,6165,239
ICBEPMF1S1,2022,2111,180
ICBEPMF1S1,2023,384,54
ICBEPMF1S1,2024,772,22
ICBIBANK,2015,757,42
ICBIBANK,2016,5913,284
ICBIBANK,2017,10704,247
ICBIBANK,2018,5474,240
ICBIBANK,2019,3700,236
ICBIBANK,2020,5092,197
ICBIBANK,2021,16221,239
ICBIBANK,2022,7664,235
ICBIBANK,2023,187,111
ICBIBANK,2024,506,16
ICBSONALI1,2015,179,39
ICBSONALI1,2016,1917,261
ICBSONALI1,2017,3340,242
ICBSONALI1,2018,780,196
ICBSONALI1,2019,2414,202
ICBSONALI1,2020,5176,190
ICBSONALI1,2021,4142,239
ICBSONALI1,2022,1362,190
ICBSONALI1,2023,411,41
ICBSONALI1,2024,1744,22
ICICL,2022,170,9
ICICL,2023,37436,243
ICICL,2024,3591,22
IDLC,2015,2496,42
IDLC,2016,14254,283
IDLC,2017,21860,247
IDLC,2018,14041,240
IDLC,2019,12978,236
IDLC,2020,9924,191
IDLC,2021,29914,239
IDLC,2022,20541,243
IDLC,2023,990,215
IDLC,2024,680,19
IFADAUTOS,2015,3929,43
IFADAUTOS,2016,22902,283
IFADAUTOS,2017,24276,245
IFADAUTOS,2018,24848,240
IFADAUTOS,2019,24652,236
IFADAUTOS,2020,18614,196
IFADAUTOS,2021,35075,239
IFADAUTOS,2022,21730,243
IFADAUTOS,2023,648,201
IFADAUTOS,2024,1082,19
IFIC,2015,2003,42
IFIC,2016,13372,285
IFIC,2017,24415,246
IFIC,2018,17395,240
IFIC,2019,24186,234
IFIC,2020,24655,197
IFIC,2021,54179,238
IFIC,2022,40436,243
IFIC,2023,3887,242
IFIC,2024,2255,22
IFIC1STMF,2015,531,41
IFIC1STMF,2016,4340,283
IFIC1STMF,2017,6929,247
IFIC1STMF,2018,3171,240
IFIC1STMF,2019,4376,236
IFIC1STMF,2020,7693,191
IFIC1STMF,2021,15032,239
IFIC1STMF,2022,5623,234
IFIC1STMF,2023,461,187
IFIC1STMF,2024,518,21
IFILISLMF1,2015,639,42
IFILISLMF1,2016,5176,284
IFILISLMF1,2017,6035,247
IFILISLMF1,2018,2926,240
IFILISLMF1,2019,3136,236
IFILISLMF1,2020,5363,183
IFILISLMF1,2021,5870,239
IFILISLMF1,2022,2224,202
IFILISLMF1,2023,383,94
IFILISLMF1,2024,2176,22
ILFSL,2015,1429,42
ILFSL,2016,10349,284
ILFSL,2017,19073,247
ILFSL,2018,17596,240
ILFSL,2019,16591,236
ILFSL,2020,16425,191
ILFSL,2021,22039,239
ILFSL,2022,13036,238
ILFSL,2023,3313,188
ILFSL,2024,2481,22
IMAMBUTTON,2015,347,42
IMAMBUTTON,2016,3031,274
IMAMBUTTON,2017,6082,246
IMAMBUTTON,2018,6187,240
IMAMBUTTON,2019,4550,236
IMAMBUTTON,2020,4425,185
IMAMBUTTON,2021,7154,240
IMAMBUTTON,2022,8554,185
IMAMBUTTON,2023,16988,240
IMAMBUTTON,2024,1652,21
INDEXAGRO,2021,23062,174
INDEXAGRO,2022,21767,243
INDEXAGRO,2023,1481,156
INDEXAGRO,2024,691,14
INTECH,2015,949,41
INTECH,2016,13259,284
INTECH,2017,17627,247
INTECH,2018,23998,238
INTECH,2019,25091,234
INTECH,2020,11698,189
INTECH,2021,21604,239
INTECH,2022,16407,243
INTECH,2023,17074,241
INTECH,2024,2992,22
INTRACO,2018,17124,147
INTRACO,2019,21389,236
INTRACO,2020,16013,187
INTRACO,2021,31277,239
INTRACO,2022,37998,241
INTRACO,2023,49446,242
INTRACO,2024,4820,22
IPDC,2015,2848,42
IPDC,2016,18224,283
IPDC,2017,15330,247
IPDC,2018,13767,239
IPDC,2019,13265,235
IPDC,2020,9846,187
IPDC,2021,27581,239
IPDC,2022,23961,234
IPDC,2023,361,137
IPDC,2024,1061,12
ISLAMIBANK,2015,2099,42
ISLAMIBANK,2016,18469,284
ISLAMIBANK,2017,25517,247
ISLAMIBANK,2018,15963,240
ISLAMIBANK,2019,14665,236
ISLAMIBANK,2020,14467,198
ISLAMIBANK,2021,21020,239
ISLAMIBANK,2022,12920,243
ISLAMIBANK,2023,3720,231
ISLAMIBANK,2024,44,17
ISLAMICFIN,2015,2225,42
ISLAMICFIN,2016,14287,284
ISLAMICFIN,2017,19592,247
ISLAMICFIN,2018,9436,240
ISLAMICFIN,2019,11141,236
ISLAMICFIN,2020,14780,197
ISLAMICFIN,2021,33445,239
ISLAMICFIN,2022,18763,241
ISLAMICFIN,2023,1008,181
ISLAMICFIN,2024,1024,21
ISLAMIINS,2015,630,42
ISLAMIINS,2016,4151,283
ISLAMIINS,2017,10168,247
ISLAMIINS,2018,5818,240
ISLAMIINS,2019,13787,236
ISLAMIINS,2020,20077,196
ISLAMIINS,2021,32401,239
ISLAMIINS,2022,15905,243
ISLAMIINS,2023,12050,241
ISLAMIINS,2024,738,22
ISNLTD,2015,759,42
ISNLTD,2016,2031,267
ISNLTD,2017,4462,246
ISNLTD,2018,8298,238
ISNLTD,2019,8823,234
ISNLTD,2020,21830,194
ISNLTD,2021,19292,239
ISNLTD,2022,23767,243
ISNLTD,2023,19945,243
ISNLTD,2024,2338,22
ITC,2016,23615,279
ITC,2017,14633,247
ITC,2018,14080,240
ITC,2019,14091,236
ITC,2020,14649,187
ITC,2021,18649,239
ITC,2022,21078,243
ITC,2023,38961,242
ITC,2024,3698,22
JAMUNABANK,2015,1416,42
JAMUNABANK,2016,10163,284
JAMUNABANK,2017,15462,247
JAMUNABANK,2018,12318,240
JAMUNABANK,2019,14532,236
JAMUNABANK,2020,10573,197
JAMUNABANK,2021,23846,239
JAMUNABANK,2022,9132,242
JAMUNABANK,2023,3509,240
JAMUNABANK,2024,1656,22
JAMUNAOIL,2015,2194,41
JAMUNAOIL,2016,15671,284
JAMUNAOIL,2017,14291,247
JAMUNAOIL,2018,8566,240
JAMUNAOIL,2019,11444,236
JAMUNAOIL,2020,7649,198
JAMUNAOIL,2021,10554,239
JAMUNAOIL,2022,7519,242
JAMUNAOIL,2023,9170,243
JAMUNAOIL,2024,879,22
JANATAINS,2015,430,41
JANATAINS,2016,3826,283
JANATAINS,2017,4276,247
JANATAINS,2018,3112,240
JANATAINS,2019,14960,236
JANATAINS,2020,17686,179
JANATAINS,2021,25972,239
JANATAINS,2022,12424,240
JANATAINS,2023,21374,242
JANATAINS,2024,2573,22
JHRML,2022,42286,181
JHRML,2023,44144,243
JHRML,2024,3595,22
JMISMDL,2015,1849,42
JMISMDL,2016,13822,284
JMISMDL,2017,16419,246
JMISMDL,2018,16836,240
JMISMDL,2019,34534,234
JMISMDL,2020,19004,198
JMISMDL,2021,26884,239
JMISMDL,2022,23079,243
JMISMDL,2023,1501,203
JMISMDL,2024,1063,15
JUTESPINN,2015,233,38
JUTESPINN,2016,1194,210
JUTESPINN,2017,2293,229
JUTESPINN,2018,4269,239
JUTESPINN,2019,2511,227
JUTESPINN,2020,3113,190
JUTESPINN,2021,4385,234
JUTESPINN,2022,7118,242
JUTESPINN,2023,6271,243
JUTESPINN,2024,402,22
KARNAPHULI,2015,565,42
KARNAPHULI,2016,5062,282
KARNAPHULI,2017,5813,247
KARNAPHULI,2018,3162,240
KARNAPHULI,2019,13881,236
KARNAPHULI,2020,19530,189
KARNAPHULI,2021,27676,239
KARNAPHULI,2022,14017,243
KARNAPHULI,2023,22494,243
KARNAPHULI,2024,4361,22
KBPPWBIL,2015,2702,42
KBPPWBIL,2016,20850,284
KBPPWBIL,2017,20587,247
KBPPWBIL,2018,14376,240
KBPPWBIL,2019,9533,234
KBPPWBIL,2020,9620,180
KBPPWBIL,2021,24043,239
KBPPWBIL,2022,16650,231
KBPPWBIL,2023,36544,243
KBPPWBIL,2024,4300,22
KBSEED,2022,2390,69
KBSEED,2023,3113,229
KBSEED,2024,409,19
KDSALTD,2015,4127,42
KDSALTD,2016,22187,282
KDSALTD,2017,14435,247
KDSALTD,2018,17648,240
