symbol,file,file_bytes,lines_physical,header_ok,rows_raw,rows_skipped_by_parser,daily_file_present,daily_header_ok,daily_rows,daily_date_unparseable,daily_date_duplicates,daily_first,daily_last,status,ts_unparseable,nonnumeric_closing,nonnumeric_opening,nonnumeric_high,nonnumeric_low,nonnumeric_volume,seconds_nonzero,rows_unusable,rows_usable,non_monotonic_rows,duplicate_ts_rows,duplicate_ts_distinct,duplicate_ts_conflicting_prices,first_ts,last_ts,days,rows_fri_sat,days_fri_sat,rows_outside_strict_session,rows_outside_loose_session,gap_1min_share,gap_2min_share,gap_gt5min_share,rows_per_day_p10,rows_per_day_median,rows_per_day_p90,rows_per_day_max,days_with_1_row,days_with_lt5_rows,rows_nonpositive_price,rows_negative_volume,rows_zero_volume,rows_volume_1,rows_ohlc_equal,rows_off_tick_grid,rows_ohlc_violation,rows_high_lt_low,rows_minute_jump_ge10pct,rows_minute_jump_ge10pct_finite,rows_minute_jump_through_zero,rows_spike_and_revert,days_gap_zero_endpoint,days_gap_beyond_band,days_gap_gt20pct,rows_floor_era,days_floor_era,ohlc_equal_share_floor,ohlc_equal_share_nonfloor,days_not_in_daily_file,rows_snapshot_prev_session,rows_snapshot_same_day_multirow,xcheck_days,xcheck_close_mismatch,xcheck_close_within_day_range,xcheck_high_mismatch,xcheck_high_minute_above_daily,xcheck_low_mismatch,xcheck_low_minute_below_daily,xcheck_volume_untestable_daily_zero,xcheck_volume_mismatch_5pct,xcheck_volume_minute_gt_daily,xcheck_volume_minute_lt_daily,xcheck_volume_minute_gt_2x_daily,xcheck_days_in_daily_not_minute,xcheck_days_in_minute_not_daily,minute_start_vs_daily_start_days,daily_rows_in_minute_era,days_gap_beyond_band_daily_agrees,days_gap_beyond_band_daily_disagrees,days_gap_beyond_band_daily_untestable,calendar_days_in_span,days_present,days_missing,missing_share,longest_missing_run
1JANATAMF,1JANATAMF.csv,2995504,72632,True,72631,0,True,True,2660.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72631.0,0.0,0.0,0.0,0.0,2015-10-15 10:54:00,2024-01-31 14:29:00,1944.0,150.0,37.0,853.0,147.0,0.2765006295358411,0.23534737646243298,0.27566596403864924,3.0,27.0,85.70000000000005,249.0,104.0,271.0,1.0,0.0,2.0,843.0,69639.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3791.0,333.0,0.9730941704035875,0.9580185938407902,46.0,92.0,97.0,1898.0,460.0,456.0,56.0,1.0,32.0,3.0,0.0,254.0,190.0,64.0,69.0,26.0,46.0,1109.0,1938.0,,,,2002.0,1944.0,58.0,0.028971028971028972,8.0
1STPRIMFMF,1STPRIMFMF.csv,4649845,104210,True,104209,0,True,True,2695.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104209.0,0.0,0.0,0.0,0.0,2015-10-15 11:00:00,2024-01-31 14:22:00,1984.0,154.0,37.0,900.0,151.0,0.38362435803374906,0.22403521643433602,0.19764245536806066,10.0,42.0,109.70000000000005,228.0,67.0,140.0,2.0,0.0,2.0,1218.0,95150.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,17337.0,362.0,0.8236142354501932,0.930921355557602,47.0,63.0,84.0,1937.0,497.0,493.0,139.0,7.0,149.0,8.0,0.0,260.0,178.0,82.0,69.0,25.0,47.0,1109.0,1975.0,1.0,3.0,0.0,2002.0,1984.0,18.0,0.008991008991008992,2.0
AAMRANET,AAMRANET.csv,6897163,154717,True,154716,0,True,True,1502.0,0.0,0.0,2017-10-02,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154716.0,0.0,0.0,0.0,0.0,2017-10-02 10:30:00,2024-01-31 14:28:00,1476.0,0.0,0.0,1930.0,16.0,0.5606956408248499,0.22362960062646828,0.07139780736100235,33.0,95.0,197.0,263.0,6.0,20.0,0.0,0.0,2.0,1437.0,125541.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,65421.0,368.0,0.7192491707555678,0.8789629878492636,0.0,0.0,9.0,1476.0,203.0,203.0,68.0,3.0,52.0,2.0,0.0,82.0,58.0,24.0,10.0,12.0,0.0,0.0,1502.0,1.0,0.0,0.0,1490.0,1476.0,14.0,0.009395973154362415,2.0
AAMRATECH,AAMRATECH.csv,6490291,145113,True,145112,0,True,True,2700.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145112.0,0.0,0.0,0.0,0.0,2015-10-15 11:00:00,2024-01-31 14:15:00,1986.0,171.0,37.0,2597.0,157.0,0.407815491245476,0.29582326062350656,0.12615457708592429,16.0,61.0,151.5,253.0,36.0,75.0,0.0,0.0,1.0,1091.0,127185.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,48401.0,369.0,0.7883928018016156,0.9205364436310244,47.0,38.0,86.0,1939.0,285.0,283.0,89.0,6.0,63.0,0.0,0.0,283.0,189.0,94.0,69.0,27.0,47.0,1109.0,1980.0,,,,2002.0,1986.0,16.0,0.007992007992007992,4.0
ABB1STMF,ABB1STMF.csv,2472775,59467,True,59466,0,True,True,2613.0,0.0,0.0,2012-10-02,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59466.0,0.0,0.0,0.0,0.0,2015-10-15 10:56:00,2024-01-31 14:29:00,1911.0,154.0,37.0,771.0,151.0,0.29700286682303884,0.2301972026757015,0.2836591086786552,2.0,19.0,80.0,221.0,107.0,298.0,1.0,0.0,2.0,504.0,56891.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,3051.0,303.0,0.9816453621763356,0.955348754763804,47.0,77.0,91.0,1864.0,350.0,346.0,59.0,1.0,54.0,3.0,0.0,263.0,187.0,76.0,68.0,27.0,47.0,1108.0,1905.0,,,,2002.0,1911.0,91.0,0.045454545454545456,8.0
ABBANK,ABBANK.csv,6723884,150964,True,150963,0,True,True,2698.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150963.0,0.0,0.0,0.0,0.0,2015-10-15 10:42:00,2024-01-31 14:23:00,1984.0,229.0,37.0,1675.0,178.0,0.3579900522892488,0.3743010759905758,0.09840313064257379,6.0,73.0,143.70000000000005,271.0,42.0,152.0,0.0,0.0,2.0,878.0,136818.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,8639.0,361.0,0.9145734460006946,0.9057994435232287,47.0,25.0,79.0,1937.0,377.0,374.0,120.0,1.0,85.0,0.0,0.0,268.0,194.0,74.0,71.0,26.0,47.0,1109.0,1977.0,0.0,2.0,0.0,2002.0,1984.0,18.0,0.008991008991008992,1.0
ABBLPBOND,ABBLPBOND.csv,2158,50,True,49,0,True,True,33.0,0.0,0.0,2023-06-15,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,2023-06-15 10:03:00,2024-01-30 12:57:00,27.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.8636363636363636,1.0,1.0,3.400000000000002,8.0,17.0,26.0,0.0,0.0,0.0,22.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,27.0,1.0,,0.0,5.0,0.0,27.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,33.0,,,,154.0,27.0,127.0,0.8246753246753247,63.0
ACFL,ACFL.csv,3478205,78179,True,78178,0,True,True,1216.0,0.0,0.0,2018-08-06,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78178.0,0.0,0.0,0.0,0.0,2018-08-06 10:33:00,2024-01-31 14:20:00,1193.0,0.0,0.0,831.0,24.0,0.48831590569591476,0.19518087939208936,0.12706371371046307,2.0,62.0,132.0,204.0,109.0,219.0,0.0,0.0,1.0,1191.0,68529.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,0.0,3.0,0.0,6709.0,296.0,0.8660008943210613,0.8775692957785893,1.0,9.0,9.0,1192.0,242.0,240.0,34.0,1.0,33.0,1.0,0.0,95.0,53.0,42.0,7.0,10.0,1.0,0.0,1216.0,2.0,1.0,0.0,1282.0,1193.0,89.0,0.06942277691107644,6.0
ACHIASF,ACHIASF.csv,393243,9012,True,9011,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9011.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 14:16:00,320.0,0.0,0.0,166.0,15.0,0.057645840524680705,0.46266252445058104,0.3325279024277989,8.0,22.0,51.0,275.0,8.0,22.0,411.0,0.0,32.0,1090.0,8933.0,0.0,0.0,0.0,9.0,7.0,2.0,24.0,4.0,4.0,1.0,9011.0,320.0,0.9913439129952281,,316.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.0,-516.0,18.0,0.0,0.0,4.0,351.0,320.0,31.0,0.08831908831908832,4.0
ACI,ACI.csv,6574316,142259,True,142258,0,True,True,2692.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142258.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:24:00,1979.0,201.0,37.0,1852.0,169.0,0.35464324667270225,0.3466306432181581,0.11294634264572745,6.0,71.0,128.0,259.0,44.0,155.0,0.0,0.0,1.0,2457.0,124112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,9895.0,355.0,0.8323395654370894,0.8754410220378807,47.0,19.0,85.0,1932.0,175.0,170.0,39.0,3.0,31.0,5.0,0.0,260.0,183.0,77.0,66.0,25.0,47.0,1109.0,1971.0,3.0,1.0,0.0,2002.0,1979.0,23.0,0.011488511488511488,5.0
ACIFORMULA,ACIFORMULA.csv,5108366,109222,True,109221,0,True,True,2691.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109221.0,0.0,0.0,0.0,0.0,2015-10-15 11:08:00,2024-01-31 14:19:00,1976.0,226.0,37.0,2175.0,166.0,0.33755419833092454,0.33080330085318665,0.16167653503659846,7.0,45.0,109.0,258.0,47.0,143.0,1.0,0.0,1.0,1672.0,94883.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,1.0,0.0,0.0,20737.0,353.0,0.7528572117471187,0.8958794810361195,47.0,15.0,87.0,1929.0,265.0,263.0,60.0,2.0,45.0,3.0,0.0,253.0,191.0,62.0,67.0,27.0,47.0,1109.0,1970.0,,,,2002.0,1976.0,26.0,0.012987012987012988,2.0
ACMELAB,ACMELAB.csv,6688725,149036,True,149035,0,True,True,1826.0,0.0,0.0,2016-06-07,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149035.0,0.0,0.0,0.0,0.0,2016-06-07 10:35:00,2024-01-31 14:26:00,1807.0,180.0,2.0,2446.0,125.0,0.4031434238052544,0.3326609068927106,0.10286086885646752,22.0,73.0,154.0,267.0,6.0,17.0,1.0,0.0,1.0,1519.0,128235.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,29319.0,369.0,0.7831440362904601,0.8793644959738046,7.0,0.0,23.0,1800.0,148.0,145.0,45.0,0.0,25.0,2.0,0.0,168.0,126.0,42.0,49.0,12.0,7.0,0.0,1826.0,,,,1816.0,1807.0,9.0,0.004955947136563877,1.0
ACMEPL,ACMEPL.csv,2098355,46935,True,46934,0,True,True,471.0,0.0,0.0,2021-11-14,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46934.0,0.0,0.0,0.0,0.0,2021-11-14 10:02:00,2024-01-31 14:29:00,453.0,0.0,0.0,1544.0,0.0,0.8165702114842623,0.10333254448054044,0.02392375379187195,1.0,36.0,251.0,285.0,64.0,163.0,0.0,0.0,0.0,689.0,32713.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13152.0,280.0,0.6688716545012166,0.707950979811734,0.0,3.0,1.0,453.0,3.0,3.0,6.0,0.0,2.0,0.0,0.0,16.0,16.0,0.0,1.0,4.0,0.0,0.0,471.0,,,,544.0,453.0,91.0,0.16727941176470587,8.0
ACTIVEFINE,ACTIVEFINE.csv,8331256,184632,True,184631,0,True,True,2633.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184631.0,0.0,0.0,0.0,0.0,2015-10-15 11:04:00,2024-01-31 14:25:00,1930.0,213.0,37.0,2379.0,188.0,0.4955254760510342,0.307513368837609,0.05894330080295127,3.0,88.5,188.0,281.0,108.0,245.0,0.0,0.0,1.0,870.0,160498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,8237.0,305.0,0.8534660677431104,0.870029592843294,56.0,37.0,87.0,1874.0,195.0,193.0,84.0,3.0,60.0,2.0,0.0,261.0,190.0,71.0,72.0,27.0,56.0,1109.0,1915.0,4.0,2.0,0.0,2002.0,1930.0,72.0,0.03596403596403597,6.0
ADNTEL,ADNTEL.csv,5575081,122302,True,122301,0,True,True,958.0,0.0,0.0,2020-01-06,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122301.0,0.0,0.0,0.0,0.0,2020-01-06 10:30:00,2024-01-31 14:27:00,936.0,0.0,0.0,1586.0,11.0,0.6842335104849009,0.14846949285214023,0.050681827545008856,56.5,129.0,213.0,250.0,8.0,18.0,0.0,0.0,1.0,1359.0,86388.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,52970.0,369.0,0.7027562771380026,0.7091055948998284,1.0,0.0,4.0,935.0,85.0,83.0,20.0,1.0,24.0,0.0,0.0,71.0,40.0,31.0,7.0,9.0,1.0,0.0,958.0,1.0,0.0,0.0,946.0,936.0,10.0,0.010570824524312896,3.0
ADVENT,ADVENT.csv,7012659,155902,True,155901,0,True,True,1358.0,0.0,0.0,2018-04-12,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155901.0,0.0,0.0,0.0,0.0,2018-04-12 10:31:00,2024-01-31 14:27:00,1332.0,0.0,0.0,2079.0,30.0,0.6304627706719976,0.1815629265894196,0.052326145604875494,28.099999999999994,110.0,206.9000000000001,275.0,29.0,65.0,0.0,0.0,1.0,1279.0,130702.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,59279.0,369.0,0.7960997992543734,0.8642959160439652,0.0,2.0,8.0,1332.0,135.0,132.0,53.0,4.0,43.0,1.0,0.0,83.0,54.0,29.0,10.0,12.0,0.0,0.0,1358.0,1.0,0.0,0.0,1356.0,1332.0,24.0,0.017699115044247787,2.0
AFCAGRO,AFCAGRO.csv,4891610,109855,True,109854,0,True,True,2246.0,0.0,0.0,2014-02-11,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109854.0,0.0,0.0,0.0,0.0,2015-10-15 10:56:00,2024-01-31 14:19:00,1855.0,200.0,37.0,1544.0,175.0,0.33206788951749555,0.33662348725451163,0.1492143445772646,3.0,49.0,119.0,252.0,117.0,232.0,0.0,0.0,1.0,901.0,99793.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,5532.0,243.0,0.8852133044107013,0.9096451371714499,48.0,20.0,73.0,1807.0,286.0,280.0,72.0,3.0,66.0,5.0,0.0,261.0,191.0,70.0,67.0,26.0,48.0,611.0,1847.0,3.0,0.0,0.0,2002.0,1855.0,147.0,0.07342657342657342,15.0
AFTABAUTO,AFTABAUTO.csv,5525800,124481,True,124480,0,True,True,2704.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124480.0,0.0,0.0,0.0,0.0,2015-10-15 11:14:00,2024-01-31 14:29:00,1989.0,209.0,37.0,1310.0,168.0,0.31237397033251424,0.3398943595856022,0.16066486517376788,18.0,53.0,115.0,262.0,41.0,85.0,0.0,0.0,2.0,1541.0,112789.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,28753.0,368.0,0.7936910931033283,0.9398393347749329,47.0,19.0,89.0,1942.0,288.0,287.0,63.0,3.0,42.0,2.0,0.0,263.0,189.0,74.0,70.0,27.0,47.0,1109.0,1983.0,1.0,1.0,0.0,2002.0,1989.0,13.0,0.006493506493506494,1.0
AGNISYSL,AGNISYSL.csv,8430323,187327,True,187326,0,True,True,2703.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187326.0,0.0,0.0,0.0,0.0,2015-10-15 10:46:00,2024-01-31 14:23:00,1990.0,214.0,37.0,2578.0,182.0,0.4629699572668019,0.2902620106185522,0.08718759442310182,34.0,87.0,172.0,258.0,34.0,58.0,0.0,0.0,1.0,1471.0,167902.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,55089.0,369.0,0.8503149449073317,0.9154699516776696,47.0,49.0,87.0,1943.0,336.0,331.0,96.0,3.0,88.0,2.0,0.0,261.0,186.0,75.0,69.0,25.0,47.0,1109.0,1982.0,0.0,1.0,0.0,2002.0,1990.0,12.0,0.005994005994005994,1.0
AGRANINS,AGRANINS.csv,5267341,118559,True,118558,0,True,True,2681.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118558.0,0.0,0.0,0.0,0.0,2015-10-15 13:53:00,2024-01-31 14:29:00,1976.0,117.0,35.0,1032.0,155.0,0.5604467241941294,0.16909128338851623,0.12279768746461718,4.0,36.0,152.0,257.0,61.0,225.0,3.0,0.0,1.0,1199.0,94691.0,0.0,0.0,0.0,5.0,3.0,2.0,38.0,3.0,2.0,2.0,21567.0,364.0,0.8563546158482868,0.7858667299027745,44.0,33.0,110.0,1932.0,625.0,612.0,125.0,15.0,77.0,6.0,0.0,224.0,175.0,49.0,55.0,25.0,44.0,1109.0,1971.0,1.0,1.0,0.0,2002.0,1976.0,26.0,0.012987012987012988,3.0
AIBL1STIMF,AIBL1STIMF.csv,1218988,29462,True,29461,0,True,True,2563.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29461.0,0.0,0.0,0.0,0.0,2015-10-15 11:06:00,2024-01-31 14:28:00,1844.0,96.0,33.0,410.0,116.0,0.2545171452366296,0.15693232429300794,0.4027953796574574,2.0,8.0,41.0,165.0,161.0,587.0,3.0,0.0,2.0,612.0,28315.0,0.0,0.0,0.0,3.0,0.0,3.0,6.0,3.0,3.0,0.0,3332.0,294.0,0.9648859543817527,0.9606184698993455,39.0,81.0,111.0,1805.0,562.0,550.0,68.0,10.0,53.0,8.0,0.0,235.0,163.0,72.0,59.0,27.0,39.0,1109.0,1846.0,1.0,2.0,0.0,2002.0,1844.0,158.0,0.07892107892107893,7.0
AIL,AIL.csv,5961554,133467,True,133466,0,True,True,1337.0,0.0,0.0,2017-12-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133466.0,0.0,0.0,0.0,0.0,2017-12-28 10:31:00,2024-01-31 14:29:00,1309.0,0.0,0.0,915.0,23.0,0.5672344257209229,0.2252548105662205,0.06053406175987651,11.0,103.0,181.0,241.0,40.0,84.0,0.0,0.0,1.0,909.0,110463.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,0.0,2.0,0.0,32121.0,274.0,0.6521278914106037,0.8832798855394938,0.0,3.0,8.0,1309.0,159.0,157.0,40.0,0.0,41.0,1.0,0.0,77.0,53.0,24.0,9.0,14.0,0.0,0.0,1337.0,1.0,1.0,0.0,1428.0,1309.0,119.0,0.08333333333333333,22.0
AL-HAJTEX,AL-HAJTEX.csv,7307740,160719,True,160718,0,True,True,2673.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160718.0,0.0,0.0,0.0,0.0,2015-10-15 10:40:00,2024-01-31 14:24:00,1957.0,227.0,37.0,1672.0,178.0,0.37526848533329976,0.3607183124318945,0.09723420739350344,24.0,83.0,138.0,217.0,60.0,117.0,0.0,0.0,1.0,1327.0,142833.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,8.0,1.0,27888.0,351.0,0.7684308663224326,0.9139727471203795,47.0,18.0,85.0,1910.0,304.0,300.0,89.0,2.0,80.0,2.0,0.0,263.0,200.0,63.0,75.0,28.0,47.0,1109.0,1952.0,1.0,7.0,0.0,2002.0,1957.0,45.0,0.022477522477522476,6.0
ALARABANK,ALARABANK.csv,4288188,95593,True,95592,0,True,True,2701.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95592.0,0.0,0.0,0.0,0.0,2015-10-15 10:38:00,2024-01-31 14:26:00,1989.0,195.0,37.0,865.0,168.0,0.16909714432229736,0.39131224426567524,0.22388171319295322,11.0,43.0,96.0,194.0,37.0,87.0,1.0,0.0,2.0,794.0,93009.0,0.0,0.0,0.0,1.0,0.0,1.0,5.0,1.0,2.0,0.0,6057.0,366.0,0.9740795773485224,0.9729044507734406,47.0,17.0,55.0,1942.0,380.0,373.0,105.0,4.0,61.0,1.0,0.0,254.0,178.0,76.0,71.0,25.0,47.0,1109.0,1981.0,1.0,1.0,0.0,2002.0,1989.0,13.0,0.006493506493506494,2.0
ALIF,ALIF.csv,8629294,193774,True,193773,0,True,True,2665.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193773.0,0.0,0.0,0.0,0.0,2015-10-15 10:52:00,2024-01-31 14:29:00,1950.0,234.0,37.0,2877.0,188.0,0.49280847447907705,0.32608185671165607,0.05339818478493194,4.0,93.0,201.0,285.0,77.0,222.0,0.0,0.0,1.0,1554.0,169191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,14813.0,330.0,0.8166475393235672,0.8778162717925794,47.0,8.0,40.0,1903.0,300.0,295.0,160.0,2.0,178.0,6.0,0.0,256.0,192.0,64.0,73.0,27.0,47.0,1109.0,1944.0,2.0,2.0,0.0,2002.0,1950.0,52.0,0.025974025974025976,3.0
ALLTEX,ALLTEX.csv,3752040,84669,True,84668,0,True,True,2633.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84668.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:29:00,1915.0,210.0,37.0,1090.0,172.0,0.3002187231882832,0.33331722112793494,0.19387816755888004,3.0,27.0,112.60000000000014,217.0,108.0,243.0,2.0,0.0,2.0,884.0,78338.0,0.0,0.0,0.0,4.0,2.0,2.0,11.0,2.0,10.0,3.0,8718.0,301.0,0.851571461344345,0.9336932192231732,47.0,30.0,47.0,1868.0,621.0,613.0,135.0,3.0,121.0,8.0,0.0,280.0,191.0,89.0,74.0,30.0,47.0,1109.0,1912.0,3.0,7.0,0.0,2002.0,1915.0,87.0,0.043456543456543456,8.0
AMANFEED,AMANFEED.csv,7366203,165088,True,165087,0,True,True,1959.0,0.0,0.0,2015-09-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165087.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:28:00,1934.0,240.0,37.0,2416.0,199.0,0.4491734752042561,0.3314618793402512,0.07165053661287257,3.0,84.0,172.70000000000005,256.0,116.0,244.0,0.0,0.0,1.0,1098.0,142119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,12730.0,316.0,0.7358994501178319,0.8713153973890271,47.0,39.0,64.0,1887.0,222.0,216.0,65.0,1.0,64.0,5.0,0.0,254.0,188.0,66.0,73.0,29.0,47.0,44.0,1930.0,2.0,1.0,0.0,2002.0,1934.0,68.0,0.03396603396603397,4.0
AMBEEPHA,AMBEEPHA.csv,4477202,100192,True,100191,0,True,True,2700.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100191.0,0.0,0.0,0.0,0.0,2015-10-15 10:54:00,2024-01-31 14:25:00,1991.0,172.0,37.0,1033.0,148.0,0.34715885947046843,0.26531568228105906,0.19882892057026477,13.0,43.0,96.0,199.0,30.0,60.0,1.0,0.0,1.0,3213.0,88626.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,1.0,0.0,25574.0,369.0,0.7331273950105576,0.9364756020745942,47.0,2.0,91.0,1944.0,408.0,407.0,76.0,4.0,80.0,9.0,0.0,248.0,172.0,76.0,65.0,26.0,47.0,1109.0,1984.0,1.0,0.0,0.0,2002.0,1991.0,11.0,0.005494505494505495,1.0
AMCL(PRAN),AMCL(PRAN).csv,4135066,89859,True,89858,0,True,True,2694.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89858.0,0.0,0.0,0.0,0.0,2015-10-15 11:12:00,2024-01-31 14:17:00,1986.0,195.0,37.0,1795.0,150.0,0.3886903678077203,0.24013337581937363,0.19834532046613257,7.0,29.0,109.0,225.0,44.0,98.0,1.0,0.0,1.0,2348.0,76339.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,28661.0,369.0,0.7898538083109452,0.8775103354739612,47.0,15.0,93.0,1939.0,328.0,322.0,66.0,4.0,34.0,4.0,0.0,249.0,182.0,67.0,65.0,27.0,47.0,1109.0,1980.0,0.0,1.0,0.0,2002.0,1986.0,16.0,0.007992007992007992,1.0
AMPL,AMPL.csv,193331,4397,True,4396,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4396.0,0.0,0.0,0.0,0.0,2023-06-06 10:08:00,2024-01-31 14:17:00,152.0,0.0,0.0,5.0,5.0,0.0235626767200754,0.4458058435438266,0.3546182846371348,7.0,25.0,57.900000000000006,94.0,4.0,13.0,0.0,0.0,0.0,143.0,4367.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4396.0,152.0,0.9934030937215651,,148.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,-236.0,18.0,,,,162.0,152.0,10.0,0.06172839506172839,3.0
ANLIMAYARN,ANLIMAYARN.csv,5887981,132456,True,132455,0,True,True,2705.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,132455.0,0.0,0.0,0.0,0.0,2015-10-15 10:38:00,2024-01-31 14:17:00,1991.0,198.0,37.0,1338.0,173.0,0.3826572847682119,0.27884320578857,0.14969646799116998,20.0,58.0,127.0,229.0,59.0,94.0,1.0,0.0,1.0,1989.0,119134.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,21855.0,367.0,0.8406771905742393,0.9110397830018083,47.0,19.0,88.0,1944.0,368.0,366.0,90.0,3.0,85.0,7.0,0.0,254.0,182.0,72.0,66.0,26.0,47.0,1109.0,1984.0,1.0,2.0,0.0,2002.0,1991.0,11.0,0.005494505494505495,2.0
