symbol,file,file_bytes,lines_physical,header_ok,rows_raw,rows_skipped_by_parser,daily_file_present,daily_header_ok,daily_rows,daily_date_unparseable,daily_date_duplicates,daily_first,daily_last,status,ts_unparseable,nonnumeric_closing,nonnumeric_opening,nonnumeric_high,nonnumeric_low,nonnumeric_volume,seconds_nonzero,rows_unusable,rows_usable,non_monotonic_rows,duplicate_ts_rows,duplicate_ts_distinct,duplicate_ts_conflicting_prices,first_ts,last_ts,days,rows_fri_sat,days_fri_sat,rows_outside_strict_session,rows_outside_loose_session,gap_1min_share,gap_2min_share,gap_gt5min_share,rows_per_day_p10,rows_per_day_median,rows_per_day_p90,rows_per_day_max,days_with_1_row,days_with_lt5_rows,rows_nonpositive_price,rows_negative_volume,rows_zero_volume,rows_volume_1,rows_ohlc_equal,rows_off_tick_grid,rows_ohlc_violation,rows_high_lt_low,rows_minute_jump_ge10pct,rows_minute_jump_ge10pct_finite,rows_minute_jump_through_zero,rows_spike_and_revert,days_gap_zero_endpoint,days_gap_beyond_band,days_gap_gt20pct,rows_floor_era,days_floor_era,ohlc_equal_share_floor,ohlc_equal_share_nonfloor,days_not_in_daily_file,rows_snapshot_prev_session,rows_snapshot_same_day_multirow,xcheck_days,xcheck_close_mismatch,xcheck_close_within_day_range,xcheck_high_mismatch,xcheck_high_minute_above_daily,xcheck_low_mismatch,xcheck_low_minute_below_daily,xcheck_volume_untestable_daily_zero,xcheck_volume_mismatch_5pct,xcheck_volume_minute_gt_daily,xcheck_volume_minute_lt_daily,xcheck_volume_minute_gt_2x_daily,xcheck_days_in_daily_not_minute,xcheck_days_in_minute_not_daily,minute_start_vs_daily_start_days,daily_rows_in_minute_era,days_gap_beyond_band_daily_agrees,days_gap_beyond_band_daily_disagrees,days_gap_beyond_band_daily_untestable,calendar_days_in_span,days_present,days_missing,missing_share,longest_missing_run
PROVATIINS,PROVATIINS.csv,5217911,116462,True,116461,0,True,True,2681.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116461.0,0.0,0.0,0.0,0.0,2015-10-15 11:34:00,2024-01-31 14:29:00,1967.0,155.0,37.0,1687.0,185.0,0.544744702779185,0.18420179223365415,0.13099376386535538,4.0,32.0,158.4000000000001,267.0,70.0,201.0,0.0,0.0,2.0,1230.0,94578.0,0.0,0.0,0.0,4.0,4.0,0.0,17.0,0.0,4.0,0.0,21871.0,349.0,0.7133190069041196,0.8349402685273285,46.0,77.0,122.0,1921.0,586.0,584.0,108.0,3.0,94.0,3.0,0.0,237.0,177.0,60.0,60.0,27.0,46.0,1109.0,1962.0,3.0,1.0,0.0,2002.0,1967.0,35.0,0.017482517482517484,2.0
PTL,PTL.csv,6954513,155763,True,155762,0,True,True,2411.0,0.0,0.0,2013-11-19,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155762.0,0.0,0.0,0.0,0.0,2015-10-15 11:04:00,2024-01-31 14:29:00,1961.0,216.0,37.0,1921.0,224.0,0.44757186234159724,0.31321642902191793,0.08878355797426545,3.0,73.0,168.0,278.0,89.0,245.0,1.0,0.0,2.0,1078.0,131132.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,1.0,0.0,9649.0,350.0,0.8496217224582858,0.8413625071006686,47.0,111.0,98.0,1914.0,289.0,287.0,97.0,1.0,117.0,6.0,0.0,257.0,192.0,65.0,69.0,29.0,47.0,695.0,1957.0,1.0,0.0,0.0,2002.0,1961.0,41.0,0.02047952047952048,4.0
PUBALIBANK,PUBALIBANK.csv,3662200,82882,True,82881,0,True,True,2706.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82881.0,0.0,0.0,0.0,0.0,2015-10-15 10:36:00,2024-01-31 14:13:00,1992.0,205.0,37.0,732.0,197.0,0.1536797339564094,0.3119336374537947,0.29816167834934293,16.0,39.0,70.0,176.0,33.0,60.0,2.0,0.0,1.0,1405.0,80453.0,0.0,0.0,0.0,2.0,0.0,2.0,11.0,2.0,1.0,0.0,8838.0,369.0,0.948744059742023,0.9733263103872074,47.0,44.0,107.0,1945.0,465.0,460.0,112.0,8.0,33.0,3.0,0.0,252.0,192.0,60.0,72.0,26.0,47.0,1109.0,1985.0,1.0,0.0,0.0,2002.0,1992.0,10.0,0.004995004995004995,1.0
PURABIGEN,PURABIGEN.csv,6669455,148874,True,148873,0,True,True,2692.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148873.0,0.0,0.0,0.0,0.0,2015-10-15 11:52:00,2024-01-31 14:20:00,1984.0,156.0,37.0,1473.0,201.0,0.5249746407150978,0.20636671227934017,0.11812320868138526,12.0,58.0,170.70000000000005,268.0,42.0,82.0,1.0,0.0,2.0,1283.0,123559.0,0.0,0.0,0.0,2.0,1.0,1.0,8.0,1.0,4.0,0.0,29397.0,369.0,0.8730142531550839,0.8193695805015233,47.0,34.0,112.0,1937.0,552.0,547.0,128.0,7.0,145.0,3.0,0.0,253.0,178.0,75.0,62.0,25.0,47.0,1109.0,1976.0,2.0,2.0,0.0,2002.0,1984.0,18.0,0.008991008991008992,3.0
QUASEMIND,QUASEMIND.csv,6534199,146450,True,146449,0,True,True,2508.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146449.0,0.0,0.0,0.0,0.0,2015-10-15 11:24:00,2024-01-31 14:25:00,1792.0,269.0,37.0,1849.0,223.0,0.3767463724534589,0.3796981825974547,0.08878243016238412,6.0,76.0,151.0,253.0,97.0,174.0,0.0,0.0,1.0,823.0,126855.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,9014.0,178.0,0.686820501442201,0.877971404664023,47.0,20.0,103.0,1745.0,279.0,271.0,81.0,1.0,65.0,6.0,0.0,260.0,199.0,61.0,80.0,28.0,47.0,1109.0,1787.0,2.0,1.0,0.0,2002.0,1792.0,210.0,0.1048951048951049,12.0
QUEENSOUTH,QUEENSOUTH.csv,4713618,105178,True,105177,0,True,True,1320.0,0.0,0.0,2018-03-13,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105177.0,0.0,0.0,0.0,0.0,2018-03-13 10:32:00,2024-01-31 14:22:00,1288.0,0.0,0.0,1974.0,28.0,0.5661715869822599,0.2005602133045847,0.07868012975387192,2.0,68.5,185.29999999999995,269.0,74.0,223.0,0.0,0.0,2.0,975.0,88808.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13252.0,309.0,0.780863265922125,0.85352189284743,0.0,1.0,9.0,1288.0,195.0,192.0,64.0,1.0,41.0,1.0,0.0,78.0,56.0,22.0,11.0,18.0,0.0,0.0,1320.0,1.0,0.0,0.0,1377.0,1288.0,89.0,0.06463326071169208,8.0
RAHIMAFOOD,RAHIMAFOOD.csv,3766859,80657,True,80656,0,True,True,2115.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80656.0,0.0,0.0,0.0,0.0,2020-02-02 09:53:00,2024-01-31 14:21:00,737.0,0.0,0.0,1720.0,19.0,0.7206171248388994,0.1366008083184224,0.04196749208573681,2.0,131.0,203.0,257.0,42.0,127.0,1.0,0.0,1.0,910.0,51901.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,26090.0,356.0,0.7551552318896129,0.5900927317377122,1.0,8.0,0.0,736.0,26.0,25.0,9.0,0.0,8.0,1.0,0.0,34.0,27.0,7.0,6.0,1.0,1.0,2680.0,1426.0,,,,927.0,737.0,190.0,0.20496224379719524,174.0
RAHIMTEXT,RAHIMTEXT.csv,3131862,68902,True,68901,0,True,True,2550.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68901.0,0.0,0.0,0.0,0.0,2015-10-15 11:46:00,2024-01-31 14:14:00,1873.0,186.0,37.0,848.0,191.0,0.26280062063615206,0.2882079131109387,0.24889598376797756,3.0,32.0,75.0,183.0,113.0,241.0,0.0,0.0,2.0,1750.0,64119.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,0.0,4.0,2.0,6723.0,317.0,0.9065893202439387,0.9331918041751102,48.0,15.0,109.0,1825.0,412.0,407.0,69.0,2.0,61.0,4.0,0.0,241.0,173.0,68.0,65.0,31.0,48.0,1109.0,1870.0,3.0,1.0,0.0,2002.0,1873.0,129.0,0.06443556443556443,12.0
RAKCERAMIC,RAKCERAMIC.csv,6419437,144381,True,144380,0,True,True,2657.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144380.0,0.0,0.0,0.0,0.0,2015-10-15 10:46:00,2024-01-31 14:29:00,1943.0,258.0,37.0,2288.0,230.0,0.37000217640079475,0.3552447748829307,0.10296481953425023,4.0,69.0,149.0,280.0,85.0,221.0,0.0,0.0,2.0,995.0,126478.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,12620.0,320.0,0.7464342313787639,0.888418336369156,47.0,20.0,105.0,1896.0,199.0,197.0,59.0,1.0,32.0,2.0,0.0,252.0,186.0,66.0,75.0,28.0,47.0,1109.0,1937.0,2.0,0.0,0.0,2002.0,1943.0,59.0,0.029470529470529472,7.0
RANFOUNDRY,RANFOUNDRY.csv,4522610,96764,True,96763,0,True,True,2673.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96763.0,0.0,0.0,0.0,0.0,2015-10-15 10:54:00,2024-01-31 14:19:00,1974.0,173.0,37.0,1866.0,195.0,0.32816044055744864,0.281098017702476,0.204580700292228,11.0,40.0,98.0,245.0,48.0,93.0,5.0,0.0,2.0,1991.0,85163.0,0.0,0.0,0.0,6.0,1.0,5.0,1.0,5.0,1.0,0.0,26006.0,369.0,0.7910482196416212,0.912856678491174,47.0,14.0,107.0,1927.0,324.0,322.0,77.0,5.0,56.0,10.0,0.0,249.0,174.0,75.0,71.0,28.0,47.0,1109.0,1969.0,0.0,1.0,0.0,2002.0,1974.0,28.0,0.013986013986013986,3.0
RDFOOD,RDFOOD.csv,7669121,170471,True,170470,0,True,True,2691.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170470.0,0.0,0.0,0.0,0.0,2015-10-15 11:30:00,2024-01-31 14:21:00,1976.0,168.0,37.0,1863.0,206.0,0.45754744976082234,0.2788942039479151,0.09633577456764039,21.0,78.0,167.0,253.0,58.0,116.0,0.0,0.0,2.0,1570.0,149395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,46509.0,359.0,0.7853963748951815,0.9105041101636805,46.0,78.0,107.0,1930.0,399.0,391.0,215.0,6.0,154.0,1.0,0.0,246.0,179.0,67.0,75.0,26.0,46.0,1109.0,1970.0,2.0,1.0,0.0,2002.0,1976.0,26.0,0.012987012987012988,5.0
RECKITTBEN,RECKITTBEN.csv,2991970,64051,True,64050,0,True,True,2496.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64050.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:00:00,1910.0,115.0,34.0,528.0,184.0,0.4226424203411651,0.17346314773093016,0.2239942066301899,3.0,19.0,88.0,189.0,103.0,363.0,3.0,0.0,1.0,5837.0,55966.0,0.0,0.0,0.0,3.0,0.0,3.0,1.0,3.0,5.0,0.0,4187.0,355.0,0.9183186052065918,0.8706713662863539,43.0,28.0,117.0,1867.0,286.0,275.0,46.0,4.0,36.0,6.0,0.0,200.0,145.0,55.0,57.0,36.0,43.0,1109.0,1917.0,1.0,4.0,0.0,2002.0,1910.0,92.0,0.04595404595404595,5.0
REGENTTEX,REGENTTEX.csv,5608004,126430,True,126429,0,True,True,1775.0,0.0,0.0,2015-12-14,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126429.0,0.0,0.0,0.0,0.0,2015-12-14 10:34:00,2024-01-31 14:22:00,1793.0,261.0,35.0,1227.0,207.0,0.2736929939985237,0.42978754132032476,0.11371513848326326,3.0,72.0,117.0,237.0,120.0,206.0,1.0,0.0,1.0,1132.0,121313.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,2.0,1.0,4249.0,211.0,0.9053895034125676,0.9614175806187593,45.0,68.0,89.0,1748.0,363.0,361.0,158.0,2.0,168.0,6.0,0.0,246.0,186.0,60.0,74.0,13.0,45.0,0.0,1775.0,1.0,1.0,0.0,1974.0,1793.0,181.0,0.0916919959473151,10.0
RELIANCE1,RELIANCE1.csv,1482345,33632,True,33631,0,True,True,2528.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33631.0,0.0,0.0,0.0,0.0,2015-10-15 11:04:00,2024-01-31 14:22:00,1828.0,140.0,35.0,387.0,186.0,0.3042165833411942,0.15740653397478224,0.35040719428984685,2.0,9.0,45.0,225.0,156.0,475.0,2.0,0.0,2.0,390.0,31746.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,1.0,1.0,0.0,4290.0,245.0,0.9195804195804196,0.9475137180055213,46.0,111.0,140.0,1782.0,554.0,544.0,66.0,6.0,73.0,7.0,0.0,244.0,156.0,88.0,56.0,31.0,46.0,1109.0,1827.0,0.0,1.0,0.0,2002.0,1828.0,174.0,0.08691308691308691,17.0
RELIANCINS,RELIANCINS.csv,2726743,62149,True,62148,0,True,True,2615.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62148.0,0.0,0.0,0.0,0.0,2015-10-15 12:36:00,2024-01-31 14:19:00,1965.0,126.0,34.0,702.0,191.0,0.4078726550687071,0.15879899639433062,0.24496950966219697,3.0,17.0,82.0,228.0,76.0,310.0,3.0,0.0,2.0,1223.0,52095.0,0.0,0.0,0.0,2.0,0.0,2.0,20.0,3.0,5.0,0.0,19429.0,370.0,0.8268052910597561,0.8434420281373628,45.0,29.0,131.0,1920.0,616.0,605.0,70.0,6.0,75.0,9.0,0.0,213.0,159.0,54.0,63.0,24.0,45.0,1109.0,1958.0,3.0,2.0,0.0,2002.0,1965.0,37.0,0.01848151848151848,4.0
RENATA,RENATA.csv,4065852,84082,True,84081,0,True,True,2684.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84081.0,0.0,0.0,0.0,0.0,2015-10-15 10:48:00,2024-01-31 12:51:00,1970.0,189.0,37.0,1081.0,197.0,0.2904117596911498,0.2483954646758656,0.2452290192544239,6.0,39.0,82.0,194.0,46.0,146.0,1.0,0.0,2.0,3142.0,76674.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,7.0,0.0,5893.0,350.0,0.9378924147293399,0.9099478180795006,47.0,24.0,106.0,1923.0,107.0,105.0,21.0,1.0,7.0,1.0,0.0,241.0,168.0,73.0,66.0,26.0,47.0,1109.0,1963.0,7.0,0.0,0.0,2002.0,1970.0,32.0,0.015984015984015984,3.0
RENWICKJA,RENWICKJA.csv,2594808,57393,True,57392,0,True,True,2585.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57392.0,0.0,0.0,0.0,0.0,2015-10-15 12:12:00,2024-01-31 10:53:00,1879.0,176.0,37.0,649.0,184.0,0.2833210239043107,0.2553455947255598,0.2668203844144615,3.0,23.0,68.0,150.0,114.0,268.0,1.0,0.0,1.0,2390.0,53752.0,0.0,0.0,0.0,3.0,2.0,1.0,12.0,1.0,9.0,1.0,5808.0,323.0,0.8917011019283747,0.9416291873449132,48.0,61.0,123.0,1831.0,439.0,433.0,72.0,6.0,74.0,9.0,0.0,207.0,156.0,51.0,67.0,32.0,48.0,1109.0,1877.0,4.0,5.0,0.0,2002.0,1879.0,123.0,0.06143856143856144,21.0
REPUBLIC,REPUBLIC.csv,5755070,129178,True,129177,0,True,True,2686.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129177.0,0.0,0.0,0.0,0.0,2015-10-15 12:17:00,2024-01-31 14:24:00,1981.0,162.0,37.0,1139.0,203.0,0.5647268782037171,0.17003679360986196,0.1256014340073587,7.0,42.0,165.0,266.0,46.0,128.0,2.0,0.0,1.0,1435.0,100289.0,0.0,0.0,0.0,5.0,3.0,2.0,10.0,2.0,5.0,1.0,26131.0,367.0,0.7798017680150013,0.7754983211381324,57.0,51.0,120.0,1924.0,588.0,579.0,91.0,9.0,73.0,7.0,0.0,225.0,165.0,60.0,61.0,26.0,57.0,1109.0,1964.0,3.0,2.0,0.0,2002.0,1981.0,21.0,0.01048951048951049,2.0
RINGSHINE,RINGSHINE.csv,3751977,86428,True,86427,0,True,True,908.0,0.0,0.0,2019-12-12,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86427.0,0.0,0.0,0.0,0.0,2019-12-12 10:30:00,2024-01-31 14:25:00,882.0,0.0,0.0,1536.0,30.0,0.7474428663276638,0.12844701619030918,0.03925419369922263,2.0,96.0,226.0,273.0,87.0,217.0,0.0,0.0,1.0,903.0,68493.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,2.0,7262.0,296.0,0.885981823189204,0.7839196614665572,1.0,6.0,7.0,881.0,23.0,23.0,37.0,2.0,26.0,1.0,0.0,68.0,49.0,19.0,10.0,13.0,1.0,0.0,908.0,2.0,1.0,0.0,960.0,882.0,78.0,0.08125,7.0
RNSPIN,RNSPIN.csv,5215171,122028,True,122027,0,True,True,2649.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122027.0,0.0,0.0,0.0,0.0,2015-10-15 10:46:00,2024-01-31 14:13:00,1933.0,191.0,37.0,1307.0,215.0,0.2846936566356354,0.37141738971139276,0.14200542908055358,4.0,61.0,114.0,241.0,91.0,209.0,1.0,0.0,2.0,1301.0,116888.0,0.0,0.0,0.0,3.0,2.0,1.0,8.0,1.0,8.0,1.0,4923.0,313.0,0.9512492382693479,0.9581653914469189,48.0,45.0,109.0,1885.0,329.0,326.0,103.0,6.0,100.0,5.0,0.0,264.0,191.0,73.0,72.0,27.0,48.0,1109.0,1926.0,4.0,4.0,0.0,2002.0,1933.0,69.0,0.034465534465534464,5.0
ROBI,ROBI.csv,4178887,93993,True,93992,0,True,True,762.0,0.0,0.0,2020-12-24,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93992.0,0.0,0.0,0.0,0.0,2020-12-24 10:00:00,2024-01-31 13:44:00,747.0,0.0,0.0,1684.0,29.0,0.8558957584857096,0.06825030832752427,0.03536918869644485,7.0,142.0,269.0,284.0,1.0,30.0,0.0,0.0,0.0,588.0,52918.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9177.0,367.0,0.9724310776942355,0.5187054176737605,0.0,0.0,0.0,747.0,6.0,6.0,8.0,0.0,8.0,2.0,0.0,30.0,23.0,7.0,4.0,1.0,0.0,0.0,762.0,2.0,0.0,0.0,755.0,747.0,8.0,0.010596026490066225,1.0
RSRMSTEEL,RSRMSTEEL.csv,6561870,147206,True,147205,0,True,True,2233.0,0.0,0.0,2014-09-22,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147205.0,0.0,0.0,0.0,0.0,2015-10-15 10:34:00,2024-01-31 14:28:00,1987.0,228.0,37.0,1778.0,223.0,0.3234860692200691,0.37073916456637607,0.12023991516203225,19.600000000000023,71.0,122.0,243.0,34.0,76.0,2.0,0.0,2.0,1501.0,136569.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,4.0,2.0,22947.0,371.0,0.884734387937421,0.9356902573677349,48.0,25.0,107.0,1939.0,280.0,279.0,99.0,6.0,56.0,4.0,0.0,253.0,179.0,74.0,74.0,27.0,48.0,388.0,1980.0,3.0,1.0,0.0,2002.0,1987.0,15.0,0.007492507492507493,2.0
RUNNERAUTO,RUNNERAUTO.csv,2842672,64500,True,64499,0,True,True,981.0,0.0,0.0,2019-05-21,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64499.0,0.0,0.0,0.0,0.0,2019-05-21 10:00:00,2024-01-31 14:18:00,954.0,0.0,0.0,743.0,23.0,0.5332598945629081,0.17809426390746716,0.11786922653237863,2.0,59.0,149.0,250.0,94.0,185.0,0.0,0.0,2.0,991.0,54491.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5727.0,246.0,0.8489610616378558,0.8444327230654053,1.0,14.0,8.0,953.0,142.0,142.0,16.0,0.0,15.0,0.0,0.0,80.0,49.0,31.0,9.0,14.0,1.0,0.0,981.0,1.0,0.0,0.0,1093.0,954.0,139.0,0.12717291857273558,14.0
RUPALIBANK,RUPALIBANK.csv,5212679,117173,True,117172,0,True,True,2651.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117172.0,0.0,0.0,0.0,0.0,2015-10-15 12:54:00,2024-01-31 14:28:00,1937.0,171.0,37.0,947.0,209.0,0.37462576474161496,0.29810387469084915,0.14757669110947194,6.0,50.0,122.0,250.0,94.0,175.0,1.0,0.0,1.0,1063.0,105298.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,4.0,1.0,22847.0,321.0,0.7340132183656498,0.9385422740524781,48.0,21.0,110.0,1889.0,367.0,362.0,100.0,1.0,65.0,5.0,0.0,242.0,173.0,69.0,63.0,28.0,48.0,1109.0,1931.0,2.0,2.0,0.0,2002.0,1937.0,65.0,0.032467532467532464,3.0
RUPALIINS,RUPALIINS.csv,6485349,144760,True,144759,0,True,True,2695.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144759.0,0.0,0.0,0.0,0.0,2015-10-15 12:22:00,2024-01-31 14:29:00,1982.0,171.0,37.0,1499.0,203.0,0.5607205642365367,0.1800079844792929,0.11753993990628743,10.0,50.0,173.9000000000001,270.0,41.0,87.0,0.0,0.0,1.0,1121.0,115787.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,29056.0,368.0,0.8398265418502202,0.7898239457922439,48.0,39.0,115.0,1934.0,539.0,532.0,92.0,4.0,86.0,5.0,0.0,247.0,182.0,65.0,67.0,26.0,48.0,1109.0,1974.0,1.0,0.0,0.0,2002.0,1982.0,20.0,0.00999000999000999,2.0
RUPALILIFE,RUPALILIFE.csv,8016235,178394,True,178393,0,True,True,2694.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,178393.0,0.0,0.0,0.0,0.0,2015-10-15 11:22:00,2024-01-31 14:28:00,1986.0,161.0,37.0,1347.0,210.0,0.5578066630009013,0.2151671985805552,0.08894204878491216,20.0,77.0,186.0,263.0,33.0,60.0,202.0,0.0,1.0,2454.0,139664.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,4.0,0.0,53053.0,369.0,0.6787552070570938,0.8269826073081219,47.0,8.0,106.0,1939.0,465.0,460.0,91.0,4.0,80.0,5.0,0.0,244.0,173.0,71.0,71.0,27.0,47.0,1109.0,1980.0,1.0,3.0,0.0,2002.0,1986.0,16.0,0.007992007992007992,5.0
SADHESIVE,SADHESIVE.csv,190283,4550,True,4549,0,True,True,18.0,0.0,0.0,2024-01-28,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4549.0,0.0,0.0,0.0,0.0,2022-08-30 15:00:00,2024-01-31 13:52:00,314.0,0.0,0.0,107.0,16.0,0.10956316410861866,0.356788665879575,0.3981109799291617,1.0,9.0,29.69999999999999,275.0,39.0,87.0,410.0,0.0,96.0,558.0,4488.0,0.0,0.0,0.0,41.0,39.0,2.0,108.0,4.0,9.0,1.0,4549.0,314.0,0.9865904594416355,,310.0,0.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,310.0,-516.0,18.0,0.0,0.0,9.0,351.0,314.0,37.0,0.10541310541310542,4.0
SAFKOSPINN,SAFKOSPINN.csv,5133019,114283,True,114282,0,True,True,2609.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114282.0,0.0,0.0,0.0,0.0,2015-10-15 10:52:00,2024-01-31 14:27:00,1891.0,162.0,37.0,1726.0,210.0,0.3667909352172327,0.29400930679502807,0.1502611419063804,3.0,53.0,125.0,258.0,128.0,237.0,1.0,0.0,2.0,1037.0,104531.0,0.0,0.0,0.0,4.0,3.0,1.0,25.0,1.0,4.0,2.0,9862.0,289.0,0.7886838369499087,0.9265753687033136,48.0,111.0,106.0,1843.0,447.0,444.0,165.0,8.0,151.0,6.0,0.0,238.0,181.0,57.0,74.0,31.0,48.0,1109.0,1888.0,1.0,3.0,0.0,2002.0,1891.0,111.0,0.05544455544455545,12.0
SAIFPOWER,SAIFPOWER.csv,9225222,204267,True,204266,0,True,True,2184.0,0.0,0.0,2014-09-29,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,204266.0,0.0,0.0,0.0,0.0,2015-10-18 10:30:00,2024-01-31 14:22:00,1942.0,236.0,37.0,3378.0,238.0,0.5240604179434966,0.31924536881437693,0.046376109606373936,5.0,94.0,228.9000000000001,280.0,73.0,176.0,1.0,0.0,1.0,992.0,165333.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0,1.0,17646.0,322.0,0.7043522611356682,0.8193334047797663,48.0,35.0,103.0,1894.0,212.0,209.0,87.0,2.0,54.0,5.0,0.0,260.0,193.0,67.0,74.0,28.0,48.0,384.0,1936.0,4.0,1.0,0.0,2001.0,1942.0,59.0,0.02948525737131434,5.0
SAIHAMCOT,SAIHAMCOT.csv,5144269,113996,True,113995,0,True,True,2560.0,0.0,0.0,2012-10-01,2024-02-20,OK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113995.0,0.0,0.0,0.0,0.0,2015-10-15 10:50:00,2024-01-31 14:27:00,1841.0,167.0,37.0,1754.0,223.0,0.40404265563421726,0.27812650462756566,0.1407796422775826,2.0,52.0,140.0,257.0,152.0,284.0,0.0,0.0,1.0,1616.0,105593.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,8515.0,259.0,0.8807985907222549,0.9299677664012135,48.0,77.0,107.0,1793.0,350.0,350.0,151.0,2.0,155.0,4.0,0.0,257.0,189.0,68.0,75.0,32.0,48.0,1109.0,1839.0,1.0,1.0,0.0,2002.0,1841.0,161.0,0.08041958041958042,12.0
