row,symbol,ts,code,detail
227675,DOREENPWR,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
230251,DSHGARME,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
230295,DSHGARME,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
232111,DSSL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
232155,DSSL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
234676,DULAMIACOT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
234716,DULAMIACOT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
237183,DUTCHBANGL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
237227,DUTCHBANGL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
239864,EASTERNINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
239908,EASTERNINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
242555,EASTLAND,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
242599,EASTLAND,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
245103,EASTRNLUB,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
245147,EASTRNLUB,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
247808,EBL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
247852,EBL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
250479,ECABLES,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
250523,ECABLES,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
253229,EGEN,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
253235,EGEN,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
254301,EHL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
254345,EHL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
257232,EIL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
257238,EIL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
257957,EMERALDOIL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
258001,EMERALDOIL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
260620,ENVOYTEX,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
260664,ENVOYTEX,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
263240,EPGL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
263246,EPGL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
264664,ESQUIRENIT,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
264670,ESQUIRENIT,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
264874,ETL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
267442,EXIMBANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
267486,EXIMBANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
269965,FAMILYTEX,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
270009,FAMILYTEX,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
272162,FARCHEM,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
272206,FARCHEM,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
274613,FAREASTFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
274657,FAREASTFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
277083,FAREASTLIF,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
277127,FAREASTLIF,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
279724,FASFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
279768,FASFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
282115,FBFIF,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
282158,FBFIF,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
284804,FEDERALINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
284848,FEDERALINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
287051,FEKDIL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
287095,FEKDIL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
289725,FINEFOODS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
289769,FINEFOODS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
292428,FIRSTFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
292472,FIRSTFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
294978,FIRSTSBANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
295022,FIRSTSBANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
299347,FUWANGCER,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
299391,FUWANGCER,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
302008,FUWANGFOOD,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
302052,FUWANGFOOD,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
304678,GBBPOWER,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
304722,GBBPOWER,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
307323,GEMINISEA,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
307366,GEMINISEA,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
310538,GENEXIL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
310544,GENEXIL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
311556,GENNEXT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
311600,GENNEXT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
314159,GHAIL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
314203,GHAIL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
316690,GHCL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
316734,GHCL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
318858,GIB,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
318864,GIB,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
319866,GLOBALINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
319910,GLOBALINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
322563,GOLDENSON,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
322607,GOLDENSON,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
325118,GP,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
325162,GP,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
327197,GP,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
327203,GP,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
328266,GPHISPAT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
328310,GPHISPAT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
330952,GQBALLPEN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
330996,GQBALLPEN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
333650,GRAMEENS2,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
333693,GRAMEENS2,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
336232,GREENDELT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
336276,GREENDELT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
338893,GSPFINANCE,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
338937,GSPFINANCE,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
341382,HAKKANIPUL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
341426,HAKKANIPUL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
344067,HEIDELBCEM,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
344111,HEIDELBCEM,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
346218,HFL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
346262,HFL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
348284,HIMADRI,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
348287,HIMADRI,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
349341,HRTEX,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
349385,HRTEX,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
351496,HWAWELLTEX,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
351540,HWAWELLTEX,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
354182,IBNSINA,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
354226,IBNSINA,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
357501,IBP,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
357507,IBP,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
358569,ICB,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
358613,ICB,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
361214,ICB3RDNRB,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
361258,ICB3RDNRB,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
364317,ICBAGRANI1,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
364323,ICBAGRANI1,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
365387,ICBAMCL2ND,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
365431,ICBAMCL2ND,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
367888,ICBIBANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
367932,ICBIBANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
370264,ICBSONALI1,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
370308,ICBSONALI1,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
372296,ICICL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
372302,ICICL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
373366,IDLC,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
373410,IDLC,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
375481,IFADAUTOS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
375525,IFADAUTOS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
378140,IFIC,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
378184,IFIC,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
380841,ILFSL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
380885,ILFSL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
383442,IMAMBUTTON,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
383486,IMAMBUTTON,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
386059,INDEXAGRO,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
386065,INDEXAGRO,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
387129,INTECH,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
387173,INTECH,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
390543,INTRACO,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
390549,INTRACO,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
391614,IPDC,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
391657,IPDC,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
394183,ISLAMIBANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
394227,ISLAMIBANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
396872,ISLAMICFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
396916,ISLAMICFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
399502,ISLAMIINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
399546,ISLAMIINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
402192,ISNLTD,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
402235,ISNLTD,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
404111,ITC,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
404155,ITC,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
406808,JAMUNABANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
406852,JAMUNABANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
409511,JAMUNAOIL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
409555,JAMUNAOIL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
412213,JANATAINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
412257,JANATAINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
414738,JHRML,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
414744,JHRML,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
415637,JMISMDL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
415681,JMISMDL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
418172,JUTESPINN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
418207,JUTESPINN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
420827,KARNAPHULI,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
420871,KARNAPHULI,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
423471,KAY&QUE,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
423515,KAY&QUE,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
425640,KBPPWBIL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
425684,KBPPWBIL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
427719,KBSEED,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
428059,KDSALTD,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
428103,KDSALTD,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
430652,KEYACOSMET,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
430696,KEYACOSMET,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
432760,KFL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
432766,KFL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
433656,KOHINOOR,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
433700,KOHINOOR,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
436304,KPCL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
436348,KPCL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
438493,KPPL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
438537,KPPL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
441652,KTL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
441658,KTL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
442722,LANKABAFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
442765,LANKABAFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
445407,LEGACYFOOT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
445451,LEGACYFOOT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
448043,LHBL,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
448087,LHBL,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
450605,LIBRAINFU,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
450649,LIBRAINFU,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
453260,LINDEBD,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
453303,LINDEBD,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
456034,LOVELLO,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
456040,LOVELLO,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
457195,LRBDL,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
457201,LRBDL,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
458296,MAGURAPLEX,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
458302,MAGURAPLEX,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
459366,MAKSONSPIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
459410,MAKSONSPIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
462017,MALEKSPIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
462061,MALEKSPIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
464079,MAMUNAGRO,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
464084,MAMUNAGRO,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
465131,MARICO,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
465172,MARICO,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
467214,MASTERAGRO,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
467220,MASTERAGRO,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
467927,MATINSPINN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
467971,MATINSPINN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
470482,MEGCONMILK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
470526,MEGCONMILK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
473130,MEGHNACEM,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
473174,MEGHNACEM,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
475569,MEGHNAINS,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
475575,MEGHNAINS,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
476641,MEGHNALIFE,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
476684,MEGHNALIFE,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
479262,MEGHNAPET,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
481872,MERCANBANK,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
481916,MERCANBANK,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
484568,MERCINS,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
484612,MERCINS,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
487254,METROSPIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
487298,METROSPIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
489646,MHSML,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
489690,MHSML,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
492105,MIDASFIN,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
492149,MIDASFIN,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
494368,MIDLANDBNK,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
494373,MIDLANDBNK,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
495439,MIRACLEIND,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
495483,MIRACLEIND,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
498237,MIRAKHTER,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
498243,MIRAKHTER,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
499308,MITHUNKNIT,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
499352,MITHUNKNIT,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
501867,MJLBD,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
501911,MJLBD,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
503961,MKFOOTWEAR,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
503966,MKFOOTWEAR,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
505529,MLDYEING,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
505535,MLDYEING,2025-05-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
506523,MONNOAGML,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
506567,MONNOAGML,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
509157,MONNOCERA,2016-07-16,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
509201,MONNOCERA,2016-09-24,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
511764,MONNOFABR,2025-05-17,NON_TRADING_WEEKDAY,timestamp on an assumed non-trading weekday (unverified)
